case_folding,tokenizing
semoga anies menang amin aamiin  tolong aminkan gaes,"['semoga', 'anies', 'menang', 'amin', 'aamiin', 'tolong', 'aminkan', 'gaes']"
agama islam mengajarkan kita untuk berbakti kepada kedua orang tua dinding adidas karina surabaya anies daesang gempa islam,"['agama', 'islam', 'mengajarkan', 'kita', 'untuk', 'berbakti', 'kepada', 'kedua', 'orang', 'tua', 'dinding', 'adidas', 'karina', 'surabaya', 'anies', 'daesang', 'gempa', 'islam']"
akhirnya anies kena batunya karena ucapannya terkait udara ber  ktp gacoan olivia jill biden daesang gempa adidas surabaya batter up views pilihan terbaik melania bangtan debut,"['akhirnya', 'anies', 'kena', 'batunya', 'karena', 'ucapannya', 'terkait', 'udara', 'ber', 'ktp', 'gacoan', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilihan', 'terbaik', 'melania', 'bangtan', 'debut']"
celana panjang chino pria murah dan berkualitas dapatkan cashback  % di shopee video anies prabowo gacoan daesang surabaya gempa ayo  lihat videoku di shopee video,"['celana', 'panjang', 'chino', 'pria', 'murah', 'dan', 'berkualitas', 'dapatkan', 'cashback', '%', 'di', 'shopee', 'video', 'anies', 'prabowo', 'gacoan', 'daesang', 'surabaya', 'gempa', 'ayo', 'lihat', 'videoku', 'di', 'shopee', 'video']"
andika muchlis ar jelas lebih pantes dari anies,"['andika', 'muchlis', 'ar', 'jelas', 'lebih', 'pantes', 'dari', 'anies']"
serangan apalagi yg akan dikerjakan si memed hari ini  partaisocmed  buzzer ayah di semua medsos setelah debat kpu serangannya kalap sekali  di rl ternyata sudah ada hasil  prabowo cenderung negatif  anies pelan  sudah banyak dibicarakan semua kalangan titik cerah,"['serangan', 'apalagi', 'yg', 'akan', 'dikerjakan', 'si', 'memed', 'hari', 'ini', 'partaisocmed', 'buzzer', 'ayah', 'di', 'semua', 'medsos', 'setelah', 'debat', 'kpu', 'serangannya', 'kalap', 'sekali', 'di', 'rl', 'ternyata', 'sudah', 'ada', 'hasil', 'prabowo', 'cenderung', 'negatif', 'anies', 'pelan', 'sudah', 'banyak', 'dibicarakan', 'semua', 'kalangan', 'titik', 'cerah']"
propaganda  aniesbaswedan  prabowo panggung debat itu panggung ny ganjar sm anies klo kalah di panggung  langsung ulti nya pake surat lah  ini lah itu lah  nyari kuncian pokoknya  hahahaha para badut politik ,"['propaganda', 'aniesbaswedan', 'prabowo', 'panggung', 'debat', 'itu', 'panggung', 'ny', 'ganjar', 'sm', 'anies', 'klo', 'kalah', 'di', 'panggung', 'langsung', 'ulti', 'nya', 'pake', 'surat', 'lah', 'ini', 'lah', 'itu', 'lah', 'nyari', 'kuncian', 'pokoknya', 'hahahaha', 'para', 'badut', 'politik']"
geiszchalifah tinggalkan prabowo dukung ke anies baswedan lebih mampu mengayomi rakyat indonesia kedepannya,"['geiszchalifah', 'tinggalkan', 'prabowo', 'dukung', 'ke', 'anies', 'baswedan', 'lebih', 'mampu', 'mengayomi', 'rakyat', 'indonesia', 'kedepannya']"
disinggung soal janji tak akan maju jika ada prabowo dalam pilpres  anies  saya komitmen di dki,"['disinggung', 'soal', 'janji', 'tak', 'akan', 'maju', 'jika', 'ada', 'prabowo', 'dalam', 'pilpres', 'anies', 'saya', 'komitmen', 'di', 'dki']"
abah anies memang gak bisa dipercaya kata  nya tukang obral janji,"['abah', 'anies', 'memang', 'gak', 'bisa', 'dipercaya', 'kata', 'nya', 'tukang', 'obral', 'janji']"
sam sul vivacoid parah banget cantiknya  udah gitu keren lagi dukung pak anies sempurna,"['sam', 'sul', 'vivacoid', 'parah', 'banget', 'cantiknya', 'udah', 'gitu', 'keren', 'lagi', 'dukung', 'pak', 'anies', 'sempurna']"
andre rosiade haha perjanjian apa yang membatasi hak orang lain untuk mengabdi kepada negara emang bisa menjamin hak hidup anies baswedan menyedihkan sekali kualitas berpikirnya makin menurun,"['andre', 'rosiade', 'haha', 'perjanjian', 'apa', 'yang', 'membatasi', 'hak', 'orang', 'lain', 'untuk', 'mengabdi', 'kepada', 'negara', 'emang', 'bisa', 'menjamin', 'hak', 'hidup', 'anies', 'baswedan', 'menyedihkan', 'sekali', 'kualitas', 'berpikirnya', 'makin', 'menurun']"
sobat anies  partaisocmed fans bole otak pakai  kenyataan jadi hoax hoax kalian buat jd kenyataan yg nonton bnyk,"['sobat', 'anies', 'partaisocmed', 'fans', 'bole', 'otak', 'pakai', 'kenyataan', 'jadi', 'hoax', 'hoax', 'kalian', 'buat', 'jd', 'kenyataan', 'yg', 'nonton', 'bnyk']"
nopeq sam idim  hasyimmah main aman gimana  sejauh pikiran awam gw  itu jelas bgt kok sikap anies ttg ikn apa lo doang yg ga faham,"['nopeq', 'sam', 'idim', 'hasyimmah', 'main', 'aman', 'gimana', 'sejauh', 'pikiran', 'awam', 'gw', 'itu', 'jelas', 'bgt', 'kok', 'sikap', 'anies', 'ttg', 'ikn', 'apa', 'lo', 'doang', 'yg', 'ga', 'faham']"
ayo viralkan rekam jejak anies rasyid baswedan ketika pimpin dki jkt,"['ayo', 'viralkan', 'rekam', 'jejak', 'anies', 'rasyid', 'baswedan', 'ketika', 'pimpin', 'dki', 'jkt']"
gyupuppiy nama gerinda jg naik  pdhl lebih dr  th yg lalu berpasangan dgn mega  seolah olah prabowo dan gerindra lebih kecil dr anies njirrtt ,"['gyupuppiy', 'nama', 'gerinda', 'jg', 'naik', 'pdhl', 'lebih', 'dr', 'th', 'yg', 'lalu', 'berpasangan', 'dgn', 'mega', 'seolah', 'olah', 'prabowo', 'dan', 'gerindra', 'lebih', 'kecil', 'dr', 'anies', 'njirrtt']"
partaisocmed betul cocok jadi bapak bangsa king maker  tp gak cocok jadi presiden presiden biar yg cocok  aja anies atau ganjar,"['partaisocmed', 'betul', 'cocok', 'jadi', 'bapak', 'bangsa', 'king', 'maker', 'tp', 'gak', 'cocok', 'jadi', 'presiden', 'presiden', 'biar', 'yg', 'cocok', 'aja', 'anies', 'atau', 'ganjar']"
xquitavee hati hati anies sudah mendekati abd somad,"['xquitavee', 'hati', 'hati', 'anies', 'sudah', 'mendekati', 'abd', 'somad']"
anies cerdas &amp  jujur itu fakta,"['anies', 'cerdas', '&', 'amp', 'jujur', 'itu', 'fakta']"
nathpribady kenapa pada takut sama fpi dah  organisasinya udah bubar kok  takut sama ideologinya  emang power mereka sebesar apa  pas anies jabat jadi gub dki ngadain christmas carol  ada gitu mantan pentolan fpi yg rusuh  aduh,"['nathpribady', 'kenapa', 'pada', 'takut', 'sama', 'fpi', 'dah', 'organisasinya', 'udah', 'bubar', 'kok', 'takut', 'sama', 'ideologinya', 'emang', 'power', 'mereka', 'sebesar', 'apa', 'pas', 'anies', 'jabat', 'jadi', 'gub', 'dki', 'ngadain', 'christmas', 'carol', 'ada', 'gitu', 'mantan', 'pentolan', 'fpi', 'yg', 'rusuh', 'aduh']"
ndrewstjan  itsquaileggs ampun ama ni orang benci ke fpi  hrs dan gerombolan nya yg kena anies  dulu yg kena tuduh memobilisasi keluarga cikeas  eh pangeran cikeas kalah putaran pertama  yg kena anies lagi,"['ndrewstjan', 'itsquaileggs', 'ampun', 'ama', 'ni', 'orang', 'benci', 'ke', 'fpi', 'hrs', 'dan', 'gerombolan', 'nya', 'yg', 'kena', 'anies', 'dulu', 'yg', 'kena', 'tuduh', 'memobilisasi', 'keluarga', 'cikeas', 'eh', 'pangeran', 'cikeas', 'kalah', 'putaran', 'pertama', 'yg', 'kena', 'anies', 'lagi']"
selama tuan timbul hidup anies gausah nyapres  gitu etikanya ya gak bicara  soal etika kaya ini tuan plongo lebih fahan karena sdh menang dari tuan timbul,"['selama', 'tuan', 'timbul', 'hidup', 'anies', 'gausah', 'nyapres', 'gitu', 'etikanya', 'ya', 'gak', 'bicara', 'soal', 'etika', 'kaya', 'ini', 'tuan', 'plongo', 'lebih', 'fahan', 'karena', 'sdh', 'menang', 'dari', 'tuan', 'timbul']"
abu waras prabowo mengkaitkan apbd dki yang puluhan trilyun dgn kemampuan anies mengatasi polusi  padahal masalah polusi jkt bukan soal duit tapi tentang kewenangan  pemerintah pusat yang stupid soal lingkungan  itulah yang harusnya dikoreksi,"['abu', 'waras', 'prabowo', 'mengkaitkan', 'apbd', 'dki', 'yang', 'puluhan', 'trilyun', 'dgn', 'kemampuan', 'anies', 'mengatasi', 'polusi', 'padahal', 'masalah', 'polusi', 'jkt', 'bukan', 'soal', 'duit', 'tapi', 'tentang', 'kewenangan', 'pemerintah', 'pusat', 'yang', 'stupid', 'soal', 'lingkungan', 'itulah', 'yang', 'harusnya', 'dikoreksi']"
fahrihamzah anies lbh baik dibandingkan kamu hya dewan penjilat &amp  munafik ,"['fahrihamzah', 'anies', 'lbh', 'baik', 'dibandingkan', 'kamu', 'hya', 'dewan', 'penjilat', '&', 'amp', 'munafik']"
hukum harus tegak untuk semua capres anies singgung gibran saat paparan visi dan misi soal penegakan hukum ,"['hukum', 'harus', 'tegak', 'untuk', 'semua', 'capres', 'anies', 'singgung', 'gibran', 'saat', 'paparan', 'visi', 'dan', 'misi', 'soal', 'penegakan', 'hukum']"
partaisocmed lamongan  viva jatim  naskah ujian kelas xi di smk muhammadiyah sekaran  kabupaten lamongan terpampang foto calon presiden  capres  anis baswedan  dalam naskah ujian mata pelajaran bahasa inggris yang terdapat foto anies baswedan tersebut terdapat pada poin nomer,"['partaisocmed', 'lamongan', 'viva', 'jatim', 'naskah', 'ujian', 'kelas', 'xi', 'di', 'smk', 'muhammadiyah', 'sekaran', 'kabupaten', 'lamongan', 'terpampang', 'foto', 'calon', 'presiden', 'capres', 'anis', 'baswedan', 'dalam', 'naskah', 'ujian', 'mata', 'pelajaran', 'bahasa', 'inggris', 'yang', 'terdapat', 'foto', 'anies', 'baswedan', 'tersebut', 'terdapat', 'pada', 'poin', 'nomer']"
inilah poin pakta integritas yang disepakati paslon anies baswedan muhaimin iskandar dan mendapat dukungan ijtima ulama sepenuhnya pada ,"['inilah', 'poin', 'pakta', 'integritas', 'yang', 'disepakati', 'paslon', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'dan', 'mendapat', 'dukungan', 'ijtima', 'ulama', 'sepenuhnya', 'pada']"
sam sul vivacoid saha ieu teh meuni geulis kitu  tolong sampaikan salam pada si cantik ini dan kasih tahu bahwasanya saya akan memilih pak anies untuk jadi presiden ri ,"['sam', 'sul', 'vivacoid', 'saha', 'ieu', 'teh', 'meuni', 'geulis', 'kitu', 'tolong', 'sampaikan', 'salam', 'pada', 'si', 'cantik', 'ini', 'dan', 'kasih', 'tahu', 'bahwasanya', 'saya', 'akan', 'memilih', 'pak', 'anies', 'untuk', 'jadi', 'presiden', 'ri']"
desak anies itu desak  nya bukan asal nama biar menarik  di acara itu orang beneran bisa ngedesak yg keras depan muka pak anies  ,"['desak', 'anies', 'itu', 'desak', 'nya', 'bukan', 'asal', 'nama', 'biar', 'menarik', 'di', 'acara', 'itu', 'orang', 'beneran', 'bisa', 'ngedesak', 'yg', 'keras', 'depan', 'muka', 'pak', 'anies']"
bilegotasecret kasian mau pilih anies dibully emak,"['bilegotasecret', 'kasian', 'mau', 'pilih', 'anies', 'dibully', 'emak']"
kutipan anies didasarkan atas pemberitaan di tentang prioritasnya untuk membangun pedestrian untuk cak imin  beliau berbicara tentang ketidaksepakatannya atas pemindahan ibukota dan justru meneguhkan stereotipe kalimantan,"['kutipan', 'anies', 'didasarkan', 'atas', 'pemberitaan', 'di', 'tentang', 'prioritasnya', 'untuk', 'membangun', 'pedestrian', 'untuk', 'cak', 'imin', 'beliau', 'berbicara', 'tentang', 'ketidaksepakatannya', 'atas', 'pemindahan', 'ibukota', 'dan', 'justru', 'meneguhkan', 'stereotipe', 'kalimantan']"
sudah hari berlalu  anies tetap trending di twitter tanya kenapa,"['sudah', 'hari', 'berlalu', 'anies', 'tetap', 'trending', 'di', 'twitter', 'tanya', 'kenapa']"
negativisme giliran ke mas anies ngegas,"['negativisme', 'giliran', 'ke', 'mas', 'anies', 'ngegas']"
aminsumantoslow anies musuh negara wakanda  tetapi harapan bagi rakyat indonesia  wakanda no more  indonesia forever,"['aminsumantoslow', 'anies', 'musuh', 'negara', 'wakanda', 'tetapi', 'harapan', 'bagi', 'rakyat', 'indonesia', 'wakanda', 'no', 'more', 'indonesia', 'forever']"
great fleet anies ga menolak memang ada gerakan ini  krn jokowi prabowo juga  literally ga ada yg berani melarang juga krn memang massa sedang gusar tapi jelas anies bukan inisiator dan dalang ga nge encourage juga ga terlibat di kejadian sama sekali,"['great', 'fleet', 'anies', 'ga', 'menolak', 'memang', 'ada', 'gerakan', 'ini', 'krn', 'jokowi', 'prabowo', 'juga', 'literally', 'ga', 'ada', 'yg', 'berani', 'melarang', 'juga', 'krn', 'memang', 'massa', 'sedang', 'gusar', 'tapi', 'jelas', 'anies', 'bukan', 'inisiator', 'dan', 'dalang', 'ga', 'nge', 'encourage', 'juga', 'ga', 'terlibat', 'di', 'kejadian', 'sama', 'sekali']"
satrio tone  mardigu  pak prabowo pernah mengusung anies tpi dia ungkit itu debat  terus di bakas pak anies salahnya dimana ingat gerindra juga menerima banyak manfaat sat dukung anies ,"['satrio', 'tone', 'mardigu', 'pak', 'prabowo', 'pernah', 'mengusung', 'anies', 'tpi', 'dia', 'ungkit', 'itu', 'debat', 'terus', 'di', 'bakas', 'pak', 'anies', 'salahnya', 'dimana', 'ingat', 'gerindra', 'juga', 'menerima', 'banyak', 'manfaat', 'sat', 'dukung', 'anies']"
kimberley jika pak anies  petugas nya pak surya  lantas  yg tak level tuh jongos nya prabowo ya mbak,"['kimberley', 'jika', 'pak', 'anies', 'petugas', 'nya', 'pak', 'surya', 'lantas', 'yg', 'tak', 'level', 'tuh', 'jongos', 'nya', 'prabowo', 'ya', 'mbak']"
prabowo dinilai sangat santai dan sangat tenang  tak terlihat gugup sama sekali  bahkan beberapa kali  ia justru berhasil mencairkan suasana dengan jokes nya dan gaya silat gemoy pasca menjawab pertanyaan anies yang lalu diikuti riuh tawa penonton pemimpin tegas,"['prabowo', 'dinilai', 'sangat', 'santai', 'dan', 'sangat', 'tenang', 'tak', 'terlihat', 'gugup', 'sama', 'sekali', 'bahkan', 'beberapa', 'kali', 'ia', 'justru', 'berhasil', 'mencairkan', 'suasana', 'dengan', 'jokes', 'nya', 'dan', 'gaya', 'silat', 'gemoy', 'pasca', 'menjawab', 'pertanyaan', 'anies', 'yang', 'lalu', 'diikuti', 'riuh', 'tawa', 'penonton', 'pemimpin', 'tegas']"
beginilah mentah dam sifat dari capres anies yang sombong dan angkuh,"['beginilah', 'mentah', 'dam', 'sifat', 'dari', 'capres', 'anies', 'yang', 'sombong', 'dan', 'angkuh']"
wildansadhega nathpribady anies menang pilkada habib rizieq ga minta apa gajadi apa,"['wildansadhega', 'nathpribady', 'anies', 'menang', 'pilkada', 'habib', 'rizieq', 'ga', 'minta', 'apa', 'gajadi', 'apa']"
anies baswedan dituding capres banyak janji  timnas amin  janji kita terukur,"['anies', 'baswedan', 'dituding', 'capres', 'banyak', 'janji', 'timnas', 'amin', 'janji', 'kita', 'terukur']"
arrega kuasabu memelord bagi mereka  yang alergi fpi  jakarta menjadi neraka di jaman pak anies shummum bukmun umyun fa hum l yarjin,"['arrega', 'kuasabu', 'memelord', 'bagi', 'mereka', 'yang', 'alergi', 'fpi', 'jakarta', 'menjadi', 'neraka', 'di', 'jaman', 'pak', 'anies', 'shummum', 'bukmun', 'umyun', 'fa', 'hum', 'l', 'yarjin']"
anies baswedan cerita ke ustad abdul somad  heran tidak ada doa saat debat capres,"['anies', 'baswedan', 'cerita', 'ke', 'ustad', 'abdul', 'somad', 'heran', 'tidak', 'ada', 'doa', 'saat', 'debat', 'capres']"
temen ngoceh soal debat pilpres gw jd pendengar yg baik aja dech bagus katanya pak anies tp harapkan harus menggunakan data spya gen yg kosong jd faham visi misinya pak anies aniesbaswedan,"['temen', 'ngoceh', 'soal', 'debat', 'pilpres', 'gw', 'jd', 'pendengar', 'yg', 'baik', 'aja', 'dech', 'bagus', 'katanya', 'pak', 'anies', 'tp', 'harapkan', 'harus', 'menggunakan', 'data', 'spya', 'gen', 'yg', 'kosong', 'jd', 'faham', 'visi', 'misinya', 'pak', 'anies', 'aniesbaswedan']"
mengapa nasdem ajukan ganjar anies bagi nasdem  inilah pasangan rekonsiliasi bangsa dan negara pasca keterbelahan di pemilu bukan versi fahri hamzah yang ngarang namun pak lurah meneng ae  dua bulan yang ditunggu  tak ada respons malah ab hendak dikriminalisasi,"['mengapa', 'nasdem', 'ajukan', 'ganjar', 'anies', 'bagi', 'nasdem', 'inilah', 'pasangan', 'rekonsiliasi', 'bangsa', 'dan', 'negara', 'pasca', 'keterbelahan', 'di', 'pemilu', 'bukan', 'versi', 'fahri', 'hamzah', 'yang', 'ngarang', 'namun', 'pak', 'lurah', 'meneng', 'ae', 'dua', 'bulan', 'yang', 'ditunggu', 'tak', 'ada', 'respons', 'malah', 'ab', 'hendak', 'dikriminalisasi']"
reiza patters harusnya mas anies briefing dulu sebelum ngomong isu demokrasi terkait oposisi ke partai pengusung terutama ke nasdem dan pkb ibarat mendulang air kecipratan muka sendiri,"['reiza', 'patters', 'harusnya', 'mas', 'anies', 'briefing', 'dulu', 'sebelum', 'ngomong', 'isu', 'demokrasi', 'terkait', 'oposisi', 'ke', 'partai', 'pengusung', 'terutama', 'ke', 'nasdem', 'dan', 'pkb', 'ibarat', 'mendulang', 'air', 'kecipratan', 'muka', 'sendiri']"
imanlagi  tetapsemangatvi pantesan kalo polling di anies menang mulu cocok jadi presiden  di medsos doang negeri maya,"['imanlagi', 'tetapsemangatvi', 'pantesan', 'kalo', 'polling', 'di', 'anies', 'menang', 'mulu', 'cocok', 'jadi', 'presiden', 'di', 'medsos', 'doang', 'negeri', 'maya']"
andre rosiade bang andre juga tidak beretika dan angkuh  dengan klaim anies jadi gub dki karena gerindra dan prabowo  dengan menapikan jasa jasa partai lain  relawan dan rakyat dki  saya yakin kalau hanya prabowo dan gerindra saja sendiri yg ngusung  anies gak akan jadi,"['andre', 'rosiade', 'bang', 'andre', 'juga', 'tidak', 'beretika', 'dan', 'angkuh', 'dengan', 'klaim', 'anies', 'jadi', 'gub', 'dki', 'karena', 'gerindra', 'dan', 'prabowo', 'dengan', 'menapikan', 'jasa', 'jasa', 'partai', 'lain', 'relawan', 'dan', 'rakyat', 'dki', 'saya', 'yakin', 'kalau', 'hanya', 'prabowo', 'dan', 'gerindra', 'saja', 'sendiri', 'yg', 'ngusung', 'anies', 'gak', 'akan', 'jadi']"
oposisicerdas anies menunjukan keadaan penegakan hukum dimata prabowo saat ini  ada orang tua korban yang mencari keadilan sampai saat ini,"['oposisicerdas', 'anies', 'menunjukan', 'keadaan', 'penegakan', 'hukum', 'dimata', 'prabowo', 'saat', 'ini', 'ada', 'orang', 'tua', 'korban', 'yang', 'mencari', 'keadilan', 'sampai', 'saat', 'ini']"
wildansadhega nathpribady mustahil bro  nu di pkb mau dikemanain  anies semasa menjabat juga semua agama dapat kesetaraan  fpi diem ga aneh  beras bansos yg jadi bancakan anak buah pak heru aja kecium  apalagi kalo anies kasih dana lebih ke fpi  pasti ketahuan dan viral lah,"['wildansadhega', 'nathpribady', 'mustahil', 'bro', 'nu', 'di', 'pkb', 'mau', 'dikemanain', 'anies', 'semasa', 'menjabat', 'juga', 'semua', 'agama', 'dapat', 'kesetaraan', 'fpi', 'diem', 'ga', 'aneh', 'beras', 'bansos', 'yg', 'jadi', 'bancakan', 'anak', 'buah', 'pak', 'heru', 'aja', 'kecium', 'apalagi', 'kalo', 'anies', 'kasih', 'dana', 'lebih', 'ke', 'fpi', 'pasti', 'ketahuan', 'dan', 'viral', 'lah']"
kompastv koq yg kamu sesalkan penyataan anies nus  kelakuan prabowo nya lah yg ga tahan  tolol,"['kompastv', 'koq', 'yg', 'kamu', 'sesalkan', 'penyataan', 'anies', 'nus', 'kelakuan', 'prabowo', 'nya', 'lah', 'yg', 'ga', 'tahan', 'tolol']"
ini kyk anies udah nge golin tp dianulir offset,"['ini', 'kyk', 'anies', 'udah', 'nge', 'golin', 'tp', 'dianulir', 'offset']"
hariany abdhali diperiksa kpk anies datang dan itu tidak terbukti,"['hariany', 'abdhali', 'diperiksa', 'kpk', 'anies', 'datang', 'dan', 'itu', 'tidak', 'terbukti']"
kebayang gak kalau tiba  orang banyak pilih anies  lalu dia menang  pas menang baru tau sekelompok sama ormas  tsb apa rasanya mereka  yg tertipu kali tsb ya  ,"['kebayang', 'gak', 'kalau', 'tiba', 'orang', 'banyak', 'pilih', 'anies', 'lalu', 'dia', 'menang', 'pas', 'menang', 'baru', 'tau', 'sekelompok', 'sama', 'ormas', 'tsb', 'apa', 'rasanya', 'mereka', 'yg', 'tertipu', 'kali', 'tsb', 'ya']"
berani terobos area penegakan hukum  paling rawan  dalam debat capres  reza indragiri  siapa kapolri anies,"['berani', 'terobos', 'area', 'penegakan', 'hukum', 'paling', 'rawan', 'dalam', 'debat', 'capres', 'reza', 'indragiri', 'siapa', 'kapolri', 'anies']"
naaol wkwkw iya kemarin  kan efpei dan dr beritane condong ke prabowo  apalagi beberapa tokoh intine spt babe haekal  neno warisman  fahri hamzah ke prabowo  eh giliran tokoh  lainnya ke anies baswedan lsg dicap politik identitas,"['naaol', 'wkwkw', 'iya', 'kemarin', 'kan', 'efpei', 'dan', 'dr', 'beritane', 'condong', 'ke', 'prabowo', 'apalagi', 'beberapa', 'tokoh', 'intine', 'spt', 'babe', 'haekal', 'neno', 'warisman', 'fahri', 'hamzah', 'ke', 'prabowo', 'eh', 'giliran', 'tokoh', 'lainnya', 'ke', 'anies', 'baswedan', 'lsg', 'dicap', 'politik', 'identitas']"
sobat anies  partaisocmed di mana hebatnya wowo  di gertak si owe juga ciut dah gk aneh wajah dan perisai nya  porongoskontolan awokwoox,"['sobat', 'anies', 'partaisocmed', 'di', 'mana', 'hebatnya', 'wowo', 'di', 'gertak', 'si', 'owe', 'juga', 'ciut', 'dah', 'gk', 'aneh', 'wajah', 'dan', 'perisai', 'nya', 'porongoskontolan', 'awokwoox']"
hukumdan pantes aja buzzerrp om wowo aktif bngt nyerang anies dr segala penjuru taunya utk nutupin om wowo yg lg ko krn kecapean berdiri wkt debat kmrn segala cara nyerang anies tp ga mempan  akhirnya ketauan jg om wowo lg kurang sehat sehat sehat om wowo  msh ada debat yg lain,"['hukumdan', 'pantes', 'aja', 'buzzerrp', 'om', 'wowo', 'aktif', 'bngt', 'nyerang', 'anies', 'dr', 'segala', 'penjuru', 'taunya', 'utk', 'nutupin', 'om', 'wowo', 'yg', 'lg', 'ko', 'krn', 'kecapean', 'berdiri', 'wkt', 'debat', 'kmrn', 'segala', 'cara', 'nyerang', 'anies', 'tp', 'ga', 'mempan', 'akhirnya', 'ketauan', 'jg', 'om', 'wowo', 'lg', 'kurang', 'sehat', 'sehat', 'sehat', 'om', 'wowo', 'msh', 'ada', 'debat', 'yg', 'lain']"
kalau ganjar nyerang anies saat debat soal politik identitas  aku secara sukarela bakal jadi buzzer ganjar,"['kalau', 'ganjar', 'nyerang', 'anies', 'saat', 'debat', 'soal', 'politik', 'identitas', 'aku', 'secara', 'sukarela', 'bakal', 'jadi', 'buzzer', 'ganjar']"
persiapan debat kedua amin  misi sejahtera keluarga  akar kekuatan bangsa jcc network anies pilihan terbaik,"['persiapan', 'debat', 'kedua', 'amin', 'misi', 'sejahtera', 'keluarga', 'akar', 'kekuatan', 'bangsa', 'jcc', 'network', 'anies', 'pilihan', 'terbaik']"
budionotaslim  setahuku hrs  uas  ulama ulama yang bersimpati dengan anies beberapa bulan lalu sempat aku lihat video uah dukung anies jadi nggak perlu heran  dan pilihan itu bebas saja  ulama itu banyak dan masing masing sudah punya pilihan beda beda,"['budionotaslim', 'setahuku', 'hrs', 'uas', 'ulama', 'ulama', 'yang', 'bersimpati', 'dengan', 'anies', 'beberapa', 'bulan', 'lalu', 'sempat', 'aku', 'lihat', 'video', 'uah', 'dukung', 'anies', 'jadi', 'nggak', 'perlu', 'heran', 'dan', 'pilihan', 'itu', 'bebas', 'saja', 'ulama', 'itu', 'banyak', 'dan', 'masing', 'masing', 'sudah', 'punya', 'pilihan', 'beda', 'beda']"
naz lira adem liat nya klo anies ngomong,"['naz', 'lira', 'adem', 'liat', 'nya', 'klo', 'anies', 'ngomong']"
blantik pedhet anies muhaimin % prabowo gibran % ganjar mahfud %,"['blantik', 'pedhet', 'anies', 'muhaimin', '%', 'prabowo', 'gibran', '%', 'ganjar', 'mahfud', '%']"
capres no urut anies baswedan menghadiri diskusi bersama kelompok disabilitas se jabodetabek di islamic center kotabekasijabar  jumat hub,"['capres', 'no', 'urut', 'anies', 'baswedan', 'menghadiri', 'diskusi', 'bersama', 'kelompok', 'disabilitas', 'se', 'jabodetabek', 'di', 'islamic', 'center', 'kotabekasijabar', 'jumat', 'hub']"
oposisicerdas harusnya bukan begitu judulnya  gerindra gerinda bantah ucapan prabowo kan anies hanya kutip pernyataan prabowo yang bahkan vidio bisa kita lihat sekarang banyak beredar,"['oposisicerdas', 'harusnya', 'bukan', 'begitu', 'judulnya', 'gerindra', 'gerinda', 'bantah', 'ucapan', 'prabowo', 'kan', 'anies', 'hanya', 'kutip', 'pernyataan', 'prabowo', 'yang', 'bahkan', 'vidio', 'bisa', 'kita', 'lihat', 'sekarang', 'banyak', 'beredar']"
yg dulu milih prabowo ada yg karena prabowo ada yg karena fpi yg dulu milih jokowi ada yg karena jokowi ada yg karena pdi yg dulu milih prabowo krn fpi sekarang gabung ke anies  yg dulu milih jokowi karena pdi sekarang gabung ke ganjar  sisanya  gabung ke prabowo,"['yg', 'dulu', 'milih', 'prabowo', 'ada', 'yg', 'karena', 'prabowo', 'ada', 'yg', 'karena', 'fpi', 'yg', 'dulu', 'milih', 'jokowi', 'ada', 'yg', 'karena', 'jokowi', 'ada', 'yg', 'karena', 'pdi', 'yg', 'dulu', 'milih', 'prabowo', 'krn', 'fpi', 'sekarang', 'gabung', 'ke', 'anies', 'yg', 'dulu', 'milih', 'jokowi', 'karena', 'pdi', 'sekarang', 'gabung', 'ke', 'ganjar', 'sisanya', 'gabung', 'ke', 'prabowo']"
anies baswedan klarifikasi janjinya tak akan nyapres lawan prabowo  singgung soal komitmen,"['anies', 'baswedan', 'klarifikasi', 'janjinya', 'tak', 'akan', 'nyapres', 'lawan', 'prabowo', 'singgung', 'soal', 'komitmen']"
siapa pilihan anda sebagai presiden anies muhaimin % prabowo  gibran % ganjar  mahfud %  total suara klik link tolong forward ke group dan teman temanmu ya  terima kasih,"['siapa', 'pilihan', 'anda', 'sebagai', 'presiden', 'anies', 'muhaimin', '%', 'prabowo', 'gibran', '%', 'ganjar', 'mahfud', '%', 'total', 'suara', 'klik', 'link', 'tolong', 'forward', 'ke', 'group', 'dan', 'teman', 'temanmu', 'ya', 'terima', 'kasih']"
hasyimmah apalagi anies tidak terlibat dalam putusan membangun ikn sehingga beliau tidak tau alasan jelasnya kenapa harus segera dibangun ketika permasalahan lain masih banyak  jadi menurut saya malah lebih bijak anies tidak menjawab ya atau tidak ketika ditanya soal ikn,"['hasyimmah', 'apalagi', 'anies', 'tidak', 'terlibat', 'dalam', 'putusan', 'membangun', 'ikn', 'sehingga', 'beliau', 'tidak', 'tau', 'alasan', 'jelasnya', 'kenapa', 'harus', 'segera', 'dibangun', 'ketika', 'permasalahan', 'lain', 'masih', 'banyak', 'jadi', 'menurut', 'saya', 'malah', 'lebih', 'bijak', 'anies', 'tidak', 'menjawab', 'ya', 'atau', 'tidak', 'ketika', 'ditanya', 'soal', 'ikn']"
