case_folding,tokenizing
kompastv lah  waktu dulu pilgub si anies ini pake cara itu khan,"['kompastv', 'lah', 'waktu', 'dulu', 'pilgub', 'si', 'anies', 'ini', 'pake', 'cara', 'itu', 'khan']"
itsquaileggs bacot lo blok banyak buzzer ganjar yg sm ky buzzer anies sm  ngmg prestasi sm  ngatain lawan tpi yg lu repost ya cm anies ganjar cm ngmg respect liat aja timeline sendiri jgn munafik lo bangke sok keras lg ,"['itsquaileggs', 'bacot', 'lo', 'blok', 'banyak', 'buzzer', 'ganjar', 'yg', 'sm', 'ky', 'buzzer', 'anies', 'sm', 'ngmg', 'prestasi', 'sm', 'ngatain', 'lawan', 'tpi', 'yg', 'lu', 'repost', 'ya', 'cm', 'anies', 'ganjar', 'cm', 'ngmg', 'respect', 'liat', 'aja', 'timeline', 'sendiri', 'jgn', 'munafik', 'lo', 'bangke', 'sok', 'keras', 'lg']"
prabusantoso raindyss  sobat anies  partaisocmed gabisa cek udah gue blokir semenjak dia menjilat air ludah sendiri,"['prabusantoso', 'raindyss', 'sobat', 'anies', 'partaisocmed', 'gabisa', 'cek', 'udah', 'gue', 'blokir', 'semenjak', 'dia', 'menjilat', 'air', 'ludah', 'sendiri']"
guys  fasilitas di ikn dibangun bukan cm untuk asn doang loh tapi ya krn asn yg pindah duluan pastinya mereka yg pertama nikmatin fasilitas di ikn  gacoan ginting olivia gempa daesang anies molly surabaya ahok prabowo bangtan debut,"['guys', 'fasilitas', 'di', 'ikn', 'dibangun', 'bukan', 'cm', 'untuk', 'asn', 'doang', 'loh', 'tapi', 'ya', 'krn', 'asn', 'yg', 'pindah', 'duluan', 'pastinya', 'mereka', 'yg', 'pertama', 'nikmatin', 'fasilitas', 'di', 'ikn', 'gacoan', 'ginting', 'olivia', 'gempa', 'daesang', 'anies', 'molly', 'surabaya', 'ahok', 'prabowo', 'bangtan', 'debut']"
prabusantoso sobat anies  partaisocmed nah itu  kok masih ada yg ngikutin mereka yah,"['prabusantoso', 'sobat', 'anies', 'partaisocmed', 'nah', 'itu', 'kok', 'masih', 'ada', 'yg', 'ngikutin', 'mereka', 'yah']"
sekjen gerindra  pernyataan anies soal prabowo tidak tahan jadi oposisi tak bersumber,"['sekjen', 'gerindra', 'pernyataan', 'anies', 'soal', 'prabowo', 'tidak', 'tahan', 'jadi', 'oposisi', 'tak', 'bersumber']"
jadwal kampanye hari ini  anies hadiri diskusi disabilitas di bekasi,"['jadwal', 'kampanye', 'hari', 'ini', 'anies', 'hadiri', 'diskusi', 'disabilitas', 'di', 'bekasi']"
basileatheoph badut madrid ngapain ditakutin  wong pas km  mereka nggk bisa ngapa in  pas mereka dibubarin juga anies nggak ngebackup sama sekali  justru yang ngotak ngatik konstitusi itu yang harus ditakuti dan jangan dipilih  mana ada yang pelanggar ham pula,"['basileatheoph', 'badut', 'madrid', 'ngapain', 'ditakutin', 'wong', 'pas', 'km', 'mereka', 'nggk', 'bisa', 'ngapa', 'in', 'pas', 'mereka', 'dibubarin', 'juga', 'anies', 'nggak', 'ngebackup', 'sama', 'sekali', 'justru', 'yang', 'ngotak', 'ngatik', 'konstitusi', 'itu', 'yang', 'harus', 'ditakuti', 'dan', 'jangan', 'dipilih', 'mana', 'ada', 'yang', 'pelanggar', 'ham', 'pula']"
anfangerxyz  wellysusan karimnas aniesbaswedan  ganjarpranowo  prabowo bisa dipastikan hoax ini  gak mungkin presiden anies bikin aturan syariah di indonesia  yang penting tidak melanggar perintah agama dan ijtihad ulama  rahmat bagi seluruh masyarakat indonesia  solid  solid,"['anfangerxyz', 'wellysusan', 'karimnas', 'aniesbaswedan', 'ganjarpranowo', 'prabowo', 'bisa', 'dipastikan', 'hoax', 'ini', 'gak', 'mungkin', 'presiden', 'anies', 'bikin', 'aturan', 'syariah', 'di', 'indonesia', 'yang', 'penting', 'tidak', 'melanggar', 'perintah', 'agama', 'dan', 'ijtihad', 'ulama', 'rahmat', 'bagi', 'seluruh', 'masyarakat', 'indonesia', 'solid', 'solid']"
imanlagi bang imam  kapan acara desak anies ke timur  terutama ke papau ke nabire,"['imanlagi', 'bang', 'imam', 'kapan', 'acara', 'desak', 'anies', 'ke', 'timur', 'terutama', 'ke', 'papau', 'ke', 'nabire']"
abu waras pantes pendukungnya fitnah anies terus  dipikirnya warga land pada gibran  apa ,"['abu', 'waras', 'pantes', 'pendukungnya', 'fitnah', 'anies', 'terus', 'dipikirnya', 'warga', 'land', 'pada', 'gibran', 'apa']"
ferrykoto  kurawa  bps statistics  aniesbaswedan prabowo makin nyungseb aja dah akibat ulahnya si  kurawa main fitnah  pak anies,"['ferrykoto', 'kurawa', 'bps', 'statistics', 'aniesbaswedan', 'prabowo', 'makin', 'nyungseb', 'aja', 'dah', 'akibat', 'ulahnya', 'si', 'kurawa', 'main', 'fitnah', 'pak', 'anies']"
orang kok reaksi berlebihan bener segala pakta pakta sama rizieq memang apa sih yg ditakutkan selama anies menjabat  masalah apa yg muncul dari mereka saya ga banyak di jakarta jaman itu jadi mungkin gw yg gak paham  apa masalahnya,"['orang', 'kok', 'reaksi', 'berlebihan', 'bener', 'segala', 'pakta', 'pakta', 'sama', 'rizieq', 'memang', 'apa', 'sih', 'yg', 'ditakutkan', 'selama', 'anies', 'menjabat', 'masalah', 'apa', 'yg', 'muncul', 'dari', 'mereka', 'saya', 'ga', 'banyak', 'di', 'jakarta', 'jaman', 'itu', 'jadi', 'mungkin', 'gw', 'yg', 'gak', 'paham', 'apa', 'masalahnya']"
xahxax rizkipurnama mafiawasit emang yg bikin anies,"['xahxax', 'rizkipurnama', 'mafiawasit', 'emang', 'yg', 'bikin', 'anies']"
resty cayah  prabawo intinya anies itu maha benar  apapun kesalahannya pasti ada jawaban pembenaran  udah itu aja,"['resty', 'cayah', 'prabawo', 'intinya', 'anies', 'itu', 'maha', 'benar', 'apapun', 'kesalahannya', 'pasti', 'ada', 'jawaban', 'pembenaran', 'udah', 'itu', 'aja']"
tamerlane uyokback ga ada masalah dengan fakta integritas  justru banyak positif nya pokoknya semua salah anies titij,"['tamerlane', 'uyokback', 'ga', 'ada', 'masalah', 'dengan', 'fakta', 'integritas', 'justru', 'banyak', 'positif', 'nya', 'pokoknya', 'semua', 'salah', 'anies', 'titij']"
nocontextwindah gan an wo  ganjar anies prabowo,"['nocontextwindah', 'gan', 'an', 'wo', 'ganjar', 'anies', 'prabowo']"
tobatoo  para cacing sangat takut sama pak anies,"['tobatoo', 'para', 'cacing', 'sangat', 'takut', 'sama', 'pak', 'anies']"
dukungan sih sbnrnya ga masalah bang  yg dipermasalahkan itu pakta integritas beserta isinya  kalo hrs dan pengikutnya dukung anies tanpa terang an mengeluarkan pakta integritas secara tertulis  gw yakin kalo keributannya ga akan sebesar sekarang,"['dukungan', 'sih', 'sbnrnya', 'ga', 'masalah', 'bang', 'yg', 'dipermasalahkan', 'itu', 'pakta', 'integritas', 'beserta', 'isinya', 'kalo', 'hrs', 'dan', 'pengikutnya', 'dukung', 'anies', 'tanpa', 'terang', 'an', 'mengeluarkan', 'pakta', 'integritas', 'secara', 'tertulis', 'gw', 'yakin', 'kalo', 'keributannya', 'ga', 'akan', 'sebesar', 'sekarang']"
tamerlane strike bravo kalau ganjar anies udah dipastikan anies kalah keknya  koalisi ntu suka diem di ketek penguasa soalnya awokwowkowk,"['tamerlane', 'strike', 'bravo', 'kalau', 'ganjar', 'anies', 'udah', 'dipastikan', 'anies', 'kalah', 'keknya', 'koalisi', 'ntu', 'suka', 'diem', 'di', 'ketek', 'penguasa', 'soalnya', 'awokwowkowk']"
ganjar pranowo menekankan konsep negara hukum substansial yang menjamin kesejahteraan umum  sedangkan negara hukum asing yang dikemukakan oleh anies baswedan yang menjamin konstitusional nicky fahrizal,"['ganjar', 'pranowo', 'menekankan', 'konsep', 'negara', 'hukum', 'substansial', 'yang', 'menjamin', 'kesejahteraan', 'umum', 'sedangkan', 'negara', 'hukum', 'asing', 'yang', 'dikemukakan', 'oleh', 'anies', 'baswedan', 'yang', 'menjamin', 'konstitusional', 'nicky', 'fahrizal']"
sebenarnya  anies memiliki gagasan yg jelas  jelas mbulet dan tak sesuai data tapi visi perubahannya original visi prabowo jelas kopas program jokowi visi ganjar sangat menjanjikan percepatan program jokowi utk indonesia emas hanya pendukungnya tak sejalan dgn jokowi ,"['sebenarnya', 'anies', 'memiliki', 'gagasan', 'yg', 'jelas', 'jelas', 'mbulet', 'dan', 'tak', 'sesuai', 'data', 'tapi', 'visi', 'perubahannya', 'original', 'visi', 'prabowo', 'jelas', 'kopas', 'program', 'jokowi', 'visi', 'ganjar', 'sangat', 'menjanjikan', 'percepatan', 'program', 'jokowi', 'utk', 'indonesia', 'emas', 'hanya', 'pendukungnya', 'tak', 'sejalan', 'dgn', 'jokowi']"
chaves  pak anies udh blg  pak prabowo bilang sendiri klo oposisi gk bisa berbisnis  jdi tolong jgn bawa alasan rekonsiliasi krna negara kita gk lgi perang hahahhaa bisnis cuy bisnis,"['chaves', 'pak', 'anies', 'udh', 'blg', 'pak', 'prabowo', 'bilang', 'sendiri', 'klo', 'oposisi', 'gk', 'bisa', 'berbisnis', 'jdi', 'tolong', 'jgn', 'bawa', 'alasan', 'rekonsiliasi', 'krna', 'negara', 'kita', 'gk', 'lgi', 'perang', 'hahahhaa', 'bisnis', 'cuy', 'bisnis']"
setahun lagi ganti presiden  amin  presidennya anies wakil cak imin  amin  maju negaranya bahagia rakyatnya nomor pilihan kita semua  amin,"['setahun', 'lagi', 'ganti', 'presiden', 'amin', 'presidennya', 'anies', 'wakil', 'cak', 'imin', 'amin', 'maju', 'negaranya', 'bahagia', 'rakyatnya', 'nomor', 'pilihan', 'kita', 'semua', 'amin']"
ekowboy  mas anies sih nyerang ya tendensius juara retorika  ketimuran  enggak dia kearaban,"['ekowboy', 'mas', 'anies', 'sih', 'nyerang', 'ya', 'tendensius', 'juara', 'retorika', 'ketimuran', 'enggak', 'dia', 'kearaban']"
link gacor hari ini gacoan daesang olivia batter up views ginting gempa anies surabaya first lady pilihan ganjar pranowo terbaik,"['link', 'gacor', 'hari', 'ini', 'gacoan', 'daesang', 'olivia', 'batter', 'up', 'views', 'ginting', 'gempa', 'anies', 'surabaya', 'first', 'lady', 'pilihan', 'ganjar', 'pranowo', 'terbaik']"
si kakek olympus meledak di eyangslot  wd juta gacoan olivia daesang jungkook is coming ginting bangtan debut adidas gempa anies uncrush bts is coming,"['si', 'kakek', 'olympus', 'meledak', 'di', 'eyangslot', 'wd', 'juta', 'gacoan', 'olivia', 'daesang', 'jungkook', 'is', 'coming', 'ginting', 'bangtan', 'debut', 'adidas', 'gempa', 'anies', 'uncrush', 'bts', 'is', 'coming']"
hasbil lbs  aniesbaswedan ya anies mah emg gabakalan menang bang  gw jg berani taruhan ,"['hasbil', 'lbs', 'aniesbaswedan', 'ya', 'anies', 'mah', 'emg', 'gabakalan', 'menang', 'bang', 'gw', 'jg', 'berani', 'taruhan']"
sobat anies  partaisocmed namanya aja ketum  ketua tantrum jadi ya dukung yg suka tantrum juga,"['sobat', 'anies', 'partaisocmed', 'namanya', 'aja', 'ketum', 'ketua', 'tantrum', 'jadi', 'ya', 'dukung', 'yg', 'suka', 'tantrum', 'juga']"
grassroot nya anies ya ini lah yg paling make sense,"['grassroot', 'nya', 'anies', 'ya', 'ini', 'lah', 'yg', 'paling', 'make', 'sense']"
herculep  org setres gagal mencerna pemaparan dan segala bentuk narasi ilmiyahnya capres cerdas di kampung saya kakek  umur tahun tak mengenal gedget ketika nonton debat langsung bilang pak anies memang pintar  artinya kakek  kerja sehari  pekebun lebih pintar dari yg naik mobil,"['herculep', 'org', 'setres', 'gagal', 'mencerna', 'pemaparan', 'dan', 'segala', 'bentuk', 'narasi', 'ilmiyahnya', 'capres', 'cerdas', 'di', 'kampung', 'saya', 'kakek', 'umur', 'tahun', 'tak', 'mengenal', 'gedget', 'ketika', 'nonton', 'debat', 'langsung', 'bilang', 'pak', 'anies', 'memang', 'pintar', 'artinya', 'kakek', 'kerja', 'sehari', 'pekebun', 'lebih', 'pintar', 'dari', 'yg', 'naik', 'mobil']"
saya mau berkisah tentang bagaimana nama anies baswedan muncul di partai nasdem untuk jadi calon presiden supaya singkat  kisah dimulai dari mei saat ketua umum nasdem surya paloh mengundang gubernur jakarta anies baswedan ke pulau tempat surya paloh rehat utas,"['saya', 'mau', 'berkisah', 'tentang', 'bagaimana', 'nama', 'anies', 'baswedan', 'muncul', 'di', 'partai', 'nasdem', 'untuk', 'jadi', 'calon', 'presiden', 'supaya', 'singkat', 'kisah', 'dimulai', 'dari', 'mei', 'saat', 'ketua', 'umum', 'nasdem', 'surya', 'paloh', 'mengundang', 'gubernur', 'jakarta', 'anies', 'baswedan', 'ke', 'pulau', 'tempat', 'surya', 'paloh', 'rehat', 'utas']"
memelord awokwokwok sangat berbeda dengan realita prabowo emosional baru di tnyak sma anies kyak mana mau mimpin negara klo bgtu,"['memelord', 'awokwokwok', 'sangat', 'berbeda', 'dengan', 'realita', 'prabowo', 'emosional', 'baru', 'di', 'tnyak', 'sma', 'anies', 'kyak', 'mana', 'mau', 'mimpin', 'negara', 'klo', 'bgtu']"
survei ipsos nov prabowo gibran melonjak  %  ganjar mahfud turun  % &amp  anies muhaimin turun  % dibanding survei okto ab mi %  &gt % gp mmd %  &gt % ps grr %  &gt % undecided %  &gt %,"['survei', 'ipsos', 'nov', 'prabowo', 'gibran', 'melonjak', '%', 'ganjar', 'mahfud', 'turun', '%', '&', 'amp', 'anies', 'muhaimin', 'turun', '%', 'dibanding', 'survei', 'okto', 'ab', 'mi', '%', '&', 'gt', '%', 'gp', 'mmd', '%', '&', 'gt', '%', 'ps', 'grr', '%', '&', 'gt', '%', 'undecided', '%', '&', 'gt', '%']"
abu waras bapaknya aja di jelassin logika yg paling sederhana aja ma pak anies susah nangkep palagi tim horenya ,"['abu', 'waras', 'bapaknya', 'aja', 'di', 'jelassin', 'logika', 'yg', 'paling', 'sederhana', 'aja', 'ma', 'pak', 'anies', 'susah', 'nangkep', 'palagi', 'tim', 'horenya']"
uyokback dukungan sih sbnrnya ga masalah bang  yg dipermasalahkan itu pakta integritas beserta isinya  kalo hrs dan pengikutnya dukung anies tanpa terang an mengeluarkan pakta integritas secara tertulis  gw yakin kalo keributannya ga akan sebesar sekarang,"['uyokback', 'dukungan', 'sih', 'sbnrnya', 'ga', 'masalah', 'bang', 'yg', 'dipermasalahkan', 'itu', 'pakta', 'integritas', 'beserta', 'isinya', 'kalo', 'hrs', 'dan', 'pengikutnya', 'dukung', 'anies', 'tanpa', 'terang', 'an', 'mengeluarkan', 'pakta', 'integritas', 'secara', 'tertulis', 'gw', 'yakin', 'kalo', 'keributannya', 'ga', 'akan', 'sebesar', 'sekarang']"
setelah pak anies menjabat apakah masih ada persekusi seperti itu  kalo ada dan membiarkan  anda berhak cemas  tp jika tidak  kita perlu mencegah orang yang punya kepentingan bisnis untuk berkuasa,"['setelah', 'pak', 'anies', 'menjabat', 'apakah', 'masih', 'ada', 'persekusi', 'seperti', 'itu', 'kalo', 'ada', 'dan', 'membiarkan', 'anda', 'berhak', 'cemas', 'tp', 'jika', 'tidak', 'kita', 'perlu', 'mencegah', 'orang', 'yang', 'punya', 'kepentingan', 'bisnis', 'untuk', 'berkuasa']"
omygbaik  wellysusan karimnas aniesbaswedan  ganjarpranowo  prabowo nanti fpi  pp jadi polisi syariah  langsung di bawah ym anies  top,"['omygbaik', 'wellysusan', 'karimnas', 'aniesbaswedan', 'ganjarpranowo', 'prabowo', 'nanti', 'fpi', 'pp', 'jadi', 'polisi', 'syariah', 'langsung', 'di', 'bawah', 'ym', 'anies', 'top']"
anies si capres penipu penebar janji angin sorgawi tidak layak jadi presiden gacoan pagii olivia surabaya pilihan terbaik gpt adidas gempa,"['anies', 'si', 'capres', 'penipu', 'penebar', 'janji', 'angin', 'sorgawi', 'tidak', 'layak', 'jadi', 'presiden', 'gacoan', 'pagii', 'olivia', 'surabaya', 'pilihan', 'terbaik', 'gpt', 'adidas', 'gempa']"
hipohan  prabowo nah kan anies ini emang punya data dengan bahasa metafora yang ga mudah dipahami sama orang yang kekurangan gizi sama lulusan sd kaya pendukung nya prabowo cocok itu dikasih program susu sama makan siang gratis,"['hipohan', 'prabowo', 'nah', 'kan', 'anies', 'ini', 'emang', 'punya', 'data', 'dengan', 'bahasa', 'metafora', 'yang', 'ga', 'mudah', 'dipahami', 'sama', 'orang', 'yang', 'kekurangan', 'gizi', 'sama', 'lulusan', 'sd', 'kaya', 'pendukung', 'nya', 'prabowo', 'cocok', 'itu', 'dikasih', 'program', 'susu', 'sama', 'makan', 'siang', 'gratis']"
catatan ali masinton di wonogiri  baliho pragib juga dirusak kok  banyak tapi ga semua  pelakunya pasti bukan pendukung anies,"['catatan', 'ali', 'masinton', 'di', 'wonogiri', 'baliho', 'pragib', 'juga', 'dirusak', 'kok', 'banyak', 'tapi', 'ga', 'semua', 'pelakunya', 'pasti', 'bukan', 'pendukung', 'anies']"
mardigu  anies adalah pendidik hanya orang bodoh  kerdil dan hina yg tidak mengerti atau susah mengerti apa yg dijelaskan anies  bahkan ada yg membenci dan memfitnahnya hanya karena dia cerdas  sesimple itu sih  hanya menjawab apa adanya  jgn baperan  ,"['mardigu', 'anies', 'adalah', 'pendidik', 'hanya', 'orang', 'bodoh', 'kerdil', 'dan', 'hina', 'yg', 'tidak', 'mengerti', 'atau', 'susah', 'mengerti', 'apa', 'yg', 'dijelaskan', 'anies', 'bahkan', 'ada', 'yg', 'membenci', 'dan', 'memfitnahnya', 'hanya', 'karena', 'dia', 'cerdas', 'sesimple', 'itu', 'sih', 'hanya', 'menjawab', 'apa', 'adanya', 'jgn', 'baperan']"
guttebening  arsipaja kami ga mungkin pilih grup wa emak  aja masih pada benci sama dia  yg bikin trauma itu pendukung anies yg di pilkada terakhir teriakan ganyang ahok  penggal leher  sangat bikin tidak tenang  makanya saya milih golput  tidak rela mendukung siapapun,"['guttebening', 'arsipaja', 'kami', 'ga', 'mungkin', 'pilih', 'grup', 'wa', 'emak', 'aja', 'masih', 'pada', 'benci', 'sama', 'dia', 'yg', 'bikin', 'trauma', 'itu', 'pendukung', 'anies', 'yg', 'di', 'pilkada', 'terakhir', 'teriakan', 'ganyang', 'ahok', 'penggal', 'leher', 'sangat', 'bikin', 'tidak', 'tenang', 'makanya', 'saya', 'milih', 'golput', 'tidak', 'rela', 'mendukung', 'siapapun']"
antonrz andre rosiade betul bos  krn habis nonton sisi  yg buat sy jd gregetan &amp  ga bs tahan lg utk sampaikan kebenaran  mrk jd spt itu efek dr capresnya yg merasa dipermalukan padahal diawali capres mrk yg permalukan anies lbh dulu  pantaskah dlm debat capres spt itu  seolah yg palin benar,"['antonrz', 'andre', 'rosiade', 'betul', 'bos', 'krn', 'habis', 'nonton', 'sisi', 'yg', 'buat', 'sy', 'jd', 'gregetan', '&', 'amp', 'ga', 'bs', 'tahan', 'lg', 'utk', 'sampaikan', 'kebenaran', 'mrk', 'jd', 'spt', 'itu', 'efek', 'dr', 'capresnya', 'yg', 'merasa', 'dipermalukan', 'padahal', 'diawali', 'capres', 'mrk', 'yg', 'permalukan', 'anies', 'lbh', 'dulu', 'pantaskah', 'dlm', 'debat', 'capres', 'spt', 'itu', 'seolah', 'yg', 'palin', 'benar']"
ainunnajib nah kan anies ini emang punya data dengan bahasa metafora yang ga mudah dipahami sama orang yang kekurangan gizi sama lulusan sd kaya pendukung nya prabowo cocok itu dikasih program susu sama makan siang gratis,"['ainunnajib', 'nah', 'kan', 'anies', 'ini', 'emang', 'punya', 'data', 'dengan', 'bahasa', 'metafora', 'yang', 'ga', 'mudah', 'dipahami', 'sama', 'orang', 'yang', 'kekurangan', 'gizi', 'sama', 'lulusan', 'sd', 'kaya', 'pendukung', 'nya', 'prabowo', 'cocok', 'itu', 'dikasih', 'program', 'susu', 'sama', 'makan', 'siang', 'gratis']"
malejkt ekowboy  subhanallah pak anies mantap,"['malejkt', 'ekowboy', 'subhanallah', 'pak', 'anies', 'mantap']"
corruption watch menekankan bahwa anies baswedan adalah pemimpin yang dapat menghadirkan perubahan positif melalui kebijakan kebijakan berbasis kesejahteraan adisuryaef,"['corruption', 'watch', 'menekankan', 'bahwa', 'anies', 'baswedan', 'adalah', 'pemimpin', 'yang', 'dapat', 'menghadirkan', 'perubahan', 'positif', 'melalui', 'kebijakan', 'kebijakan', 'berbasis', 'kesejahteraan', 'adisuryaef']"
sobat anies  partaisocmed yang ngomong editan berarti gak nonton debat tsb ,"['sobat', 'anies', 'partaisocmed', 'yang', 'ngomong', 'editan', 'berarti', 'gak', 'nonton', 'debat', 'tsb']"
ndrewstjan anies pernah bilang sesama rakyat indonesia buat apa bermusuhan  selama bisa diajak berkomunikasi diajak berdiskusi kenapa harus dijadikan musuh  anies merangkul siapapun termasuk hrs  dan gw gak pernah lihat hrs mendikte anies walaupun beliau mendukung anies ketika pilgub dki,"['ndrewstjan', 'anies', 'pernah', 'bilang', 'sesama', 'rakyat', 'indonesia', 'buat', 'apa', 'bermusuhan', 'selama', 'bisa', 'diajak', 'berkomunikasi', 'diajak', 'berdiskusi', 'kenapa', 'harus', 'dijadikan', 'musuh', 'anies', 'merangkul', 'siapapun', 'termasuk', 'hrs', 'dan', 'gw', 'gak', 'pernah', 'lihat', 'hrs', 'mendikte', 'anies', 'walaupun', 'beliau', 'mendukung', 'anies', 'ketika', 'pilgub', 'dki']"
jindogcondom kebalik  nama gerindra jd naik krn anies jd gubernur dki  kl anies gamau terima tawaran prabowo buat diusung partainya  kyaknya udh nyungsep itu partai korup,"['jindogcondom', 'kebalik', 'nama', 'gerindra', 'jd', 'naik', 'krn', 'anies', 'jd', 'gubernur', 'dki', 'kl', 'anies', 'gamau', 'terima', 'tawaran', 'prabowo', 'buat', 'diusung', 'partainya', 'kyaknya', 'udh', 'nyungsep', 'itu', 'partai', 'korup']"
pastikan aman  pju polda banten pimpin pengamanan kunjungan calon presiden republik indonesia nomor urut anies baswedan muhaimin iskandar di kampung pelelangan ikan kronjo pada jumat polda banten  divisihumaspolri,"['pastikan', 'aman', 'pju', 'polda', 'banten', 'pimpin', 'pengamanan', 'kunjungan', 'calon', 'presiden', 'republik', 'indonesia', 'nomor', 'urut', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'di', 'kampung', 'pelelangan', 'ikan', 'kronjo', 'pada', 'jumat', 'polda', 'banten', 'divisihumaspolri']"
utk kawan  ku yg skrg lg ngebantu  anies  prabowo  atau ganjar dlm kapasitas apa pun  stand fast &amp  hold your ground  jgn mundur krn  borok  ny capres cawapres lo pd lg dikulik namany manusia  pasti ad salahny  people are dirty  ideas are pure  so fight for their ideas instead,"['utk', 'kawan', 'ku', 'yg', 'skrg', 'lg', 'ngebantu', 'anies', 'prabowo', 'atau', 'ganjar', 'dlm', 'kapasitas', 'apa', 'pun', 'stand', 'fast', '&', 'amp', 'hold', 'your', 'ground', 'jgn', 'mundur', 'krn', 'borok', 'ny', 'capres', 'cawapres', 'lo', 'pd', 'lg', 'dikulik', 'namany', 'manusia', 'pasti', 'ad', 'salahny', 'people', 'are', 'dirty', 'ideas', 'are', 'pure', 'so', 'fight', 'for', 'their', 'ideas', 'instead']"
sya jga pendukung pak anies  tapi tak perlu lah pake kata ijtima ulama ulama yg dukung paslon lain jga banyak,"['sya', 'jga', 'pendukung', 'pak', 'anies', 'tapi', 'tak', 'perlu', 'lah', 'pake', 'kata', 'ijtima', 'ulama', 'ulama', 'yg', 'dukung', 'paslon', 'lain', 'jga', 'banyak']"
hasbil lbs inilah bedanya orang cerdas pintar dan mempunyai wawasan kebangsaan ygluas baik dlm dan luar negeri pasti banyak dilirik partai unyuk diusung  dan jangan lupa kakek pak anies pahlawan nasional lo,"['hasbil', 'lbs', 'inilah', 'bedanya', 'orang', 'cerdas', 'pintar', 'dan', 'mempunyai', 'wawasan', 'kebangsaan', 'ygluas', 'baik', 'dlm', 'dan', 'luar', 'negeri', 'pasti', 'banyak', 'dilirik', 'partai', 'unyuk', 'diusung', 'dan', 'jangan', 'lupa', 'kakek', 'pak', 'anies', 'pahlawan', 'nasional', 'lo']"
pksejahtera kritik jago ngomong ini sebetulnya juga bagus buat pak anies agar jika terpilih nanti jadi presiden ri bisa jadi pengingat agar bisa mewujudkan semua janji kampanye dalam mewujudkan keadilan untuk semua,"['pksejahtera', 'kritik', 'jago', 'ngomong', 'ini', 'sebetulnya', 'juga', 'bagus', 'buat', 'pak', 'anies', 'agar', 'jika', 'terpilih', 'nanti', 'jadi', 'presiden', 'ri', 'bisa', 'jadi', 'pengingat', 'agar', 'bisa', 'mewujudkan', 'semua', 'janji', 'kampanye', 'dalam', 'mewujudkan', 'keadilan', 'untuk', 'semua']"
pastikan aman  pju polda banten pimpin pengamanan kunjungan calon presiden republik indonesia nomor urut anies baswedan muhaimin iskandar di kampung pelelangan ikan kronjo pada jumat polda banten  divisihumaspolri,"['pastikan', 'aman', 'pju', 'polda', 'banten', 'pimpin', 'pengamanan', 'kunjungan', 'calon', 'presiden', 'republik', 'indonesia', 'nomor', 'urut', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'di', 'kampung', 'pelelangan', 'ikan', 'kronjo', 'pada', 'jumat', 'polda', 'banten', 'divisihumaspolri']"
argentianaa  garamcapkapal lu menang ga mulu kak  curiga gua lu pake pesugihan ,"['argentianaa', 'garamcapkapal', 'lu', 'menang', 'ga', 'mulu', 'kak', 'curiga', 'gua', 'lu', 'pake', 'pesugihan']"
anies baswedan  dengan pendekatan kebijakan yang berbasis pada kebutuhan rakyat  menjadi pilihan yang jelas untuk membawa indonesia ke arah yang lebih baik adityasahr,"['anies', 'baswedan', 'dengan', 'pendekatan', 'kebijakan', 'yang', 'berbasis', 'pada', 'kebutuhan', 'rakyat', 'menjadi', 'pilihan', 'yang', 'jelas', 'untuk', 'membawa', 'indonesia', 'ke', 'arah', 'yang', 'lebih', 'baik', 'adityasahr']"
anies baswedan  calon presiden yang diharapkan mampu menjawab tantangan nyata dengan program program inovatif dan berkesinambungan achmad nizar,"['anies', 'baswedan', 'calon', 'presiden', 'yang', 'diharapkan', 'mampu', 'menjawab', 'tantangan', 'nyata', 'dengan', 'program', 'program', 'inovatif', 'dan', 'berkesinambungan', 'achmad', 'nizar']"
anies baswedan dinilai sebagai pemimpin yang mampu membawa perubahan positif dengan fokus pada kebijakan kebijakan pro rakyat adityaabagas,"['anies', 'baswedan', 'dinilai', 'sebagai', 'pemimpin', 'yang', 'mampu', 'membawa', 'perubahan', 'positif', 'dengan', 'fokus', 'pada', 'kebijakan', 'kebijakan', 'pro', 'rakyat', 'adityaabagas']"
anies baswedan mengusung semangat keberlanjutan dalam program programnya  yang dapat menjadi fondasi kuat untuk meningkatkan kesejahteraan masyarakat indonesia adiwangsaridho,"['anies', 'baswedan', 'mengusung', 'semangat', 'keberlanjutan', 'dalam', 'program', 'programnya', 'yang', 'dapat', 'menjadi', 'fondasi', 'kuat', 'untuk', 'meningkatkan', 'kesejahteraan', 'masyarakat', 'indonesia', 'adiwangsaridho']"
gatotkacagovlog  kikysaputrii anies  retorika &gt planning &gt realization semuanya sejalan  tidak cuma modal pencitraan,"['gatotkacagovlog', 'kikysaputrii', 'anies', 'retorika', '&', 'gt', 'planning', '&', 'gt', 'realization', 'semuanya', 'sejalan', 'tidak', 'cuma', 'modal', 'pencitraan']"
sobat anies  partaisocmed yg bilang editan berarti ga nonton acara debat nya tgl jam,"['sobat', 'anies', 'partaisocmed', 'yg', 'bilang', 'editan', 'berarti', 'ga', 'nonton', 'acara', 'debat', 'nya', 'tgl', 'jam']"
