formalization,stopword_removal
"['kewalorenzo', 'bobby', 'risakotta', 'ayo', 'beli', 'ketut', 'main', 'lah', 'ke', 'jakarta', 'biar', 'bisa', 'rasa', 'maju', 'jakarta', 'sejak', 'pimpin', 'anies']",kewalorenzo bobby risakotta ayo beli ketut main jakarta biar maju jakarta pimpin anies
"['vivacoid', 'lama', 'debat', 'anies', 'dapat', 'tampil', 'dengan', 'tenang', 'dalam', 'jelas', 'segala', 'tanya', 'atas', 'masalah', 'yang', 'bahas', 'dalam', 'debat']",vivacoid debat anies tampil tenang bahas debat
"['sobat', 'anies', 'partaisocmed', 'partaisocmed', 'kasih', 'fakta', 'ini']",sobat anies partaisocmed partaisocmed kasih fakta
"['prabusantoso', 'wasle', 'sobat', 'anies', 'partaisocmed', 'iya', 'iya', 'saya', 'jadi', 'malu', 'ini', 'cari', 'presiden', 'kamu', 'tidak_ketua', 'rt']",prabusantoso wasle sobat anies partaisocmed iya iya malu cari presiden tidak ketua
"['vivacoid', 'dalam', 'debat', 'anies', 'hendak', 'manfaat', 'trend', 'yang', 'populer', 'di', 'sosial', 'media', 'untuk', 'menyebarluaskan', 'kritik', 'utama', 'kritik', 'tentang', 'merdeka', 'dapat']",vivacoid debat anies manfaat trend populer sosial media menyebarluaskan kritik utama kritik merdeka
"['andre', 'rosiade', 'pak', 'anies', 'janji', 'kepada', 'warga', 'jakarta', 'jalan', 'amanah', 'sampai', 'tuntas', 'pimpin', 'ibu', 'kota', 'jakarta', 'apakh', 'itu', 'salah', 'bang', 'kalau', 'sekarang', 'pak', 'anies', 'niat', 'bawa', 'ubah', 'apakh', 'itu', 'juga', 'salah', 'dan', 'tidak', 'etika', 'bang', 'rekam', 'jejak', 'sdh', 'bukti', 'beliau', 'tuntas', 'amanah', 'pimpin', 'jakarta']",andre rosiade anies janji warga jakarta jalan amanah tuntas pimpin kota jakarta apakh salah bang anies niat bawa ubah apakh salah etika bang rekam jejak sdh bukti beliau tuntas amanah pimpin jakarta
"['vivacoid', 'anies', 'orang', 'pimpin', 'yang', 'milik', 'semangat', 'yang', 'luar', 'biasa', 'kenal', 'dalam', 'solusi', 'untuk', 'hadap', 'bagai', 'tantang']",vivacoid anies orang pimpin milik semangat kenal solusi hadap tantang
"['vivacoid', 'anies', 'milik', 'mampu', 'eksekusi', 'atau', 'implementasi', 'bijak', 'yang', 'laku', 'dengan', 'sungguh', 'sungguh', 'untuk', 'capai', 'hasil', 'yang', 'harap']",vivacoid anies milik eksekusi implementasi bijak laku sungguh sungguh capai hasil harap
"['vivacoid', 'anies', 'adalah', 'contoh', 'nyata', 'orang', 'pimpin', 'yang', 'milik', 'semangat', 'yang', 'tidak_goyah']",vivacoid anies contoh nyata orang pimpin milik semangat tidak goyah
"['jansen', 'jsp', 'prabowo', 'analisa', 'mu', 'kalau', 'jujur', 'bukan', 'itu', 'benar', 'anda', 'benar', 'pintar', 'menganalisa', 'tapi', 'demi', 'si', 'buah', 'hati', 'jadi', 'tidak_sesuai', 'dengan', 'hati', 'nurani', 'benar', 'pembimbing akademik', 'wowo', 'sdh', 'emosi', 'tapi', 'untuk', 'tahan', 'emosi', 'nya', 'ucap', 'lah', 'mas', 'anies', 'mas', 'anies']",jansen jsp prabowo analisa mu jujur pintar menganalisa si buah hati tidak sesuai hati nurani pembimbing akademik wowo sdh emosi tahan emosi nya mas anies mas anies
"['vivacoid', 'saya', 'nilai', 'anies', 'hasil', 'jelas', 'masalah', 'yang', 'muncul', 'di', 'dalam', 'debat', 'cara', 'konkret']",vivacoid nilai anies hasil muncul debat konkret
"['rekomendasi', 'buku', 'anak', 'untuk', 'anak', 'usia', 'tahun', 'buku', 'penuh', 'gambar', 'warna', 'bisa', 'buat', 'koleksi', 'tag', 'besok', 'senin', 'selasa', 'rabu', 'kamis', 'jumatberkah', 'sabtu', 'malam', 'minggu', 'malmingan', 'pagi', 'sarap', 'masih', 'makan', 'siang', 'gaco', 'anies', 'surabaya', 'gempa', 'olivia', 'hari', 'ibu', 'dana', 'ginting', 'desember']",rekomendasi buku anak anak usia buku penuh gambar warna koleksi tag besok senin selasa rabu kamis jumatberkah sabtu malam minggu malmingan pagi sarap makan siang gaco anies surabaya gempa olivia dana ginting desember
"['vivacoid', 'anies', 'adalah', 'sosok', 'yang', 'milik', 'tekad', 'luar', 'biasa', 'dalam', 'hadap', 'rintang', 'yang', 'menghadangnya']",vivacoid anies sosok milik tekad hadap rintang menghadangnya
"['vivacoid', 'anies', 'selalu', 'tunjuk', 'teguh', 'dan', 'tekad', 'yang', 'luar', 'biasa', 'dalam', 'cari', 'solusi', 'untuk', 'wujud', 'visi', 'dan', 'misi', 'dalam', 'maju', 'daerah']",vivacoid anies teguh tekad cari solusi wujud visi misi maju daerah
"['vivacoid', 'pakar', 'komunikasi', 'politik', 'universitas', 'brawijaya', 'verdi', 'firmantoro', 'juga', 'nilai', 'anies', 'bagai', 'capres', 'yang', 'runut', 'dalam', 'sampai', 'materi', 'debat']",vivacoid pakar komunikasi politik universitas brawijaya verdi firmantoro nilai anies capres runut materi debat
"['vivacoid', 'dengan', 'komitmen', 'hadap', 'baik', 'dan', 'bangun', 'anies', 'telah', 'cipta', 'landas', 'untuk', 'masa', 'depan', 'yang', 'lebih', 'baik']",vivacoid komitmen hadap bangun anies cipta landas
"['andre', 'rosiade', 'takut', 'banget', 'iya', 'da', 'anies', 'jadi', 'presiden', 'saya', 'yang', 'darah', 'sumbar', 'malu', 'juga', 'sama', 'kengototan', 'anda', 'bela', 'prabowo']",andre rosiade takut banget iya da anies presiden darah sumbar malu kengototan bela prabowo
"['detikcom', 'detiksumut', 'iya', 'waktu', 'itu', 'uas', 'sadar', 'bahwa', 'kita', 'harus', 'pilih', 'sandal', 'jepit', 'atau', 'bakiak', 'sama', 'buruk', 'tapi', 'harus', 'tetap', 'pilih', 'sekarang', 'ada', 'anies', 'dan', 'ganjar', 'yang', 'lebih', 'punya', 'ide', 'dan', 'gagas', 'maka', 'sandal', 'jepit', 'pun', 'tinggal']",detikcom detiksumut iya uas sadar pilih sandal jepit bakiak buruk pilih anies ganjar ide gagas sandal jepit tinggal
"['vivacoid', 'telah', 'lihat', 'debat', 'saya', 'nilau', 'anies', 'pimpin', 'yang', 'selalu', 'milik', 'solusi', 'dalam', 'hadap', 'bagai', 'rintang']",vivacoid lihat debat nilau anies pimpin milik solusi hadap rintang
"['vivacoid', 'sangat', 'lihat', 'dalam', 'debat', 'capres', 'anies', 'baswedan', 'capres', 'yang', 'bisa', 'jawab', 'tanya', 'dengan', 'jawab', 'yang', 'muas']",vivacoid lihat debat capres anies baswedan capres muas
"['mayapada', 'tidak bisa', 'cari', 'salah', 'anies', 'sampai', 'salah', 'dukung', 'pun', 'cari', 'ini', 'mau', 'milih', 'presiden', 'atau', 'mau', 'milih', 'dukung']",mayapada tidak bisa cari salah anies salah dukung cari milih presiden milih dukung
"['semua', 'omong', 'anies', 'itu', 'berbohong', 'program', 'program', 'amburadul', 'jungkook', 'is', 'coming', 'olivia', 'gaco', 'daesang', 'bangtan', 'debut', 'karina', 'wonbin', 'batter', 'up', 'views']",omong anies berbohong program program amburadul jungkook is coming olivia gaco daesang bangtan debut karina wonbin batter up views
"['vivacoid', 'dalam', 'debat', 'capres', 'anies', 'baswedan', 'bisa', 'tanggap', 'nyata', 'dengan', 'argumen', 'yang', 'sangat', 'bobot', 'dan', 'tentu', 'muas', 'rakyat']",vivacoid debat capres anies baswedan tanggap nyata argumen bobot muas rakyat
"['kimberley', 'kalau', 'ulama', 'itu', 'tahu', 'jejak', 'digital', 'pak', 'anies', 'waktu', 'wawancara', 'dengan', 'najwa', 'shihab', 'lama', 'pak', 'prabowo', 'nyapres', 'saya', 'tidak', 'akan', 'maju', 'nyapres', 'nyata', 'waktu', 'debat', 'pojok', 'pak', 'prabowo', 'masa', 'sih', 'orang', 'yang', 'ingkar', 'janji', 'gitu', 'akan', 'dukung', 'tidak_iya']",kimberley ulama jejak digital anies wawancara najwa shihab prabowo nyapres maju nyapres nyata debat pojok prabowo sih orang ingkar janji gitu dukung tidak iya
"['david', 'irawanrommi', 'kimberley', 'campaga', 'ajengcute', 'propaganda', 'tjel', 'up', 'bank', 'joee', 'ndons', 'kembali', 'bengkeldodo', 'itu', 'hanya', 'dapat', 'dia', 'anggota', 'dpr', 'dari', 'psi', 'jadi', 'pegang', 'yah', 'wakakaka', 'kamu', 'tnton', 'video', 'fullnya', 'di', 'youtube', 'justru', 'anies', 'itu', 'jegal', 'anggar', 'makanya', 'tonton', 'youtube', 'sampai', 'selesai']",david irawanrommi kimberley campaga ajengcute propaganda tjel up bank joee ndons bengkeldodo anggota dpr psi pegang yah wakakaka tnton video fullnya youtube anies jegal anggar tonton youtube selesai
"['shereen', 'hasbil', 'lbs', 'aniesbaswedan', 'anies', 'jago', 'debat', 'tapi', 'juga', 'jago', 'berkilah', 'kalau', 'tanya', 'jawab', 'putar', 'supaya', 'bisa', 'berkilah', 'lain', 'yang', 'kata', 'lain', 'yang', 'kerja', 'dia', 'bajing', 'bohong', 'tidak', 'etika', 'prabowo', 'yang', 'usung', 'dia', 'jadi', 'gubernur', 'di', 'mata', 'najwa', 'janji', 'tidak', 'calon', 'diri', 'jk', 'prabowo', 'juga', 'mecalonkan', 'diri']",shereen hasbil lbs aniesbaswedan anies jago debat jago berkilah putar berkilah kerja bajing bohong etika prabowo usung gubernur mata najwa janji calon jk prabowo mecalonkan
"['ch', 'chotimah', 'rawa', 'ahok', 'juga', 'produk', 'prabowo', 'masuk', 'anies']",ch chotimah rawa ahok produk prabowo masuk anies
"['msaid', 'didu', 'anies', 'the', 'legend', 'of', 'avathar', 'sang', 'kendali', 'angin']",msaid didu anies the legend of avathar sang kendali angin
"['ulul', 'albabaya', 'andika', 'sobat', 'anies', 'partaisocmed', 'iya', 'sambil', 'jilatin', 'lubang', 'pantat', 'admin', 'socmed', 'emang', 'otak', 'sengklek']",ulul albabaya andika sobat anies partaisocmed iya jilatin lubang pantat admin socmed emang otak sengklek
"['partaisocmed', 'kalau', 'balik', 'tanya', 'pak', 'prabowo', 'bagaimana', 'tanggap', 'anda', 'hadap', 'anies', 'dia', 'jawab', 'maaf', 'ini', 'ye', 'asumsi', 'awokwokwok']",partaisocmed prabowo tanggap hadap anies maaf ye asumsi awokwokwok
"['anies', 'baswedan', 'sebut', 'prabowo', 'tidak_tahan', 'jadi', 'oposisi', 'perintah', 'nyata', 'yang', 'lontar', 'saat', 'debat', 'perdana', 'capres', 'itu', 'ban', 'oleh', 'partai', 'gerindra']",anies baswedan prabowo tidak tahan oposisi perintah nyata lontar debat perdana capres ban partai gerindra
"['anies', 'sindir', 'prabowo', 'tidak_tahan', 'jadi', 'oposisi', 'nusron', 'wahid', 'demi', 'rekonsiliasi', 'nasional']",anies sindir prabowo tidak tahan oposisi nusron wahid rekonsiliasi nasional
"['resmi', 'dapat', 'dukung', 'uas', 'dan', 'harus', 'ini', 'pakta', 'integritas', 'yang', 'harus', 'laksana', 'anies', 'baswedan']",resmi dukung uas pakta integritas laksana anies baswedan
"['hari', 'telah', 'debat', 'capres', 'no', 'urut', 'anies', 'baswedan', 'unjung', 'ustadz', 'abdul', 'somad', 'di', 'riau', 'adapun', 'capres', 'nomor', 'urut', 'prabowo', 'subianto', 'nyanyi', 'dan', 'joget', 'sama', 'para', 'alumni', 'akmil', 'dan', 'presiden', 'ri', 'ke', 'susilo', 'bambang', 'yudhoyono']",debat capres no urut anies baswedan unjung ustadz abdul somad riau capres nomor urut prabowo subianto nyanyi joget alumni akmil presiden ri susilo bambang yudhoyono
"['andre', 'rosiade', 'ini', 'antara', 'anies', 'sama', 'wowo', 'emang', 'sama', 'sama', 'bego', 'apa', 'bagaimana', 'iya', 'bimays', 'tolak', 'lupa']",andre rosiade anies wowo emang bego iya bimays tolak lupa
"['serang', 'balik', 'anies', 'strike']",serang anies strike
"['abraham', 'samad', 'gugat', 'jika', 'prabowo', 'pilih', 'jadi', 'presiden', 'kelleher', 'olivia', 'anies', 'adidas', 'daesang', 'gaco', 'surabaya', 'pagi', 'gempa', 'ginting', 'dana', 'brighton', 'moldova', 'molly', 'pilih', 'baik', 'pertama', 'lady']",abraham samad gugat prabowo pilih presiden kelleher olivia anies adidas daesang gaco surabaya pagi gempa ginting dana brighton moldova molly pilih lady
"['tvonenews', 'biasa', 'buzzer', 'mahh', 'kalau', 'tidak_nemu', 'lemah', 'anies', 'akhir', 'bikin', 'hasut', 'kalau', 'engga', 'iya', 'tidak_makan']",tvonenews buzzer mahh tidak nemu lemah anies bikin hasut engga iya tidak makan
"['are', 'inismyname', 'propaganda', 'bengkeldodo', 'ndons', 'kembali', 'adri', 'andreassolusi', 'mpoklela', 'florieliciouss', 'kimberley', 'bank', 'joee', 'bangsaygsujud', 'ibarat', 'tanding', 'sepak', 'bola', 'suporter', 'yang', 'kalah', 'pasti', 'kecewa', 'ngomel', 'tidak_bahagia', 'dan', 'cari', 'cari', 'salah', 'musuh', 'itu', 'yang', 'alami', 'kubu', 'prabowo', 'dan', 'ganjar', 'hanya', 'dukung', 'team', 'anies', 'yng', 'bahagia', 'saat', 'ini']",are inismyname propaganda bengkeldodo ndons adri andreassolusi mpoklela florieliciouss kimberley bank joee bangsaygsujud tanding sepak bola suporter kalah kecewa ngomel tidak bahagia cari cari salah musuh alami kubu prabowo ganjar dukung team anies yng bahagia
"['menghanyurkan', 'ini', 'genuinely', 'bertanya', 'misal', 'aku', 'pilih', 'anies', 'muhaimin', 'tapi', 'aku', 'tidak_pilih', 'legislatif', 'dari', 'pks', 'nasdem', 'dan lain lain', 'nya', 'karena', 'contoh', 'pks', 'dan', 'ruu', 'nya', 'yang', 'problematik', 'gitu', 'bagaimana']",menghanyurkan genuinely pilih anies muhaimin tidak pilih legislatif pks nasdem dan lain lain nya contoh pks ruu nya problematik gitu
"['kimberley', 'jelas', 'tidak_level', 'lah', 'kakak', 'pak', 'anies', 'tuh', 'capres', 'sedang', 'bang', 'fahri', 'cuman', 'juru', 'bicara', 'kalau', 'yang', 'buat', 'tweet', 'tuh', 'pak', 'prabowo', 'baru', 'tuh', 'level', 'dengan', 'pak', 'anies', 'sama', 'capres', 'cerdas', 'dikit', 'dan', 'berhusnudzon', 'kenapa', 'siih', 'kakak', 'kata', 'nya', 'pilpres', 'harus', 'gembira', 'lupa', 'yaa', 'lucu']",kimberley tidak level kakak anies tuh capres bang fahri cuman juru bicara tweet tuh prabowo tuh level anies capres cerdas dikit berhusnudzon siih kakak nya pilpres gembira lupa yaa lucu
"['anies', 'dengan', 'angkuh', 'ingin', 'tega', 'hukum', 'padahal', 'kepada', 'para', 'dukung', 'masalah', 'tidak_berani', 'tego', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']",anies angkuh tega hukum dukung tidak berani tego gaco olivia jill biden daesang gempa adidas surabaya batter up views pilih melania bangtan debut
"['bobby', 'risakotta', 'mm', 'kayak', 'anda', 'tidak', 'yakin', 'ini', 'sama', 'kualitas', 'capres', 'yang', 'anda', 'dukung', 'sehingga', 'butuh', 'bawa', 'nama', 'orang', 'lain', 'yang', 'turut', 'delusi', 'anda', 'lebih', 'baik', 'dari', 'anies', 'wake', 'up', 'saudara laki laki', 'ikhlas', 'hati', 'untuk', 'baik', 'indonesia', 'seluruh', 'biar', 'yang', 'baik', 'yang', 'pilih']",bobby risakotta mm kayak kualitas capres dukung butuh bawa nama orang delusi anies wake up saudara laki laki ikhlas hati indonesia biar pilih
"['anies', 'sosok', 'capres', 'yang', 'tidak_milik', 'adab', 'kepada', 'orang', 'yang', 'lebih', 'tua', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']",anies sosok capres tidak milik adab orang tua gaco olivia jill biden daesang gempa adidas surabaya batter up views pilih melania bangtan debut
"['softwarnews', 'macam', 'serang', 'prabowo', 'ke', 'anies', 'lalu', 'anies', 'nampol', 'balik', 'prabowo', 'woi']",softwarnews serang prabowo anies anies nampol prabowo woi
"['kantaldkintil', 'bukanasamgaram', 'tapi', 'yang', 'jadi', 'anggota', 'mrk', 'yang', 'bunuh', 'kan', 'orang', 'sudah', 'bunuh', 'tidak_dapat', 'jabat', 'anies', 'tidak_nolong', 'kalau', 'mrk', 'mau', 'mencoblos', 'dukung', 'itu', 'cm', 'hak', 'warga', 'negara', 'mau', 'golongan putih', 'juga', 'hak', 'mrk', 'lama', 'mrk', 'tidak_genocide', 'supporters', 'or', 'genocide', 'actors', 'dan', 'tidak_kasih', 'jabat', 'mrk', 'tidak_bisa', 'buat', 'apa']",kantaldkintil bukanasamgaram anggota mrk bunuh orang bunuh tidak dapat jabat anies tidak nolong mrk mencoblos dukung cm hak warga negara golongan putih hak mrk mrk tidak genocide supporters or genocide actors tidak kasih jabat mrk tidak bisa
"['anies', 'selalu', 'jebak', 'dalam', 'asumsi', 'pribadi', 'tanpa', 'ada', 'dukung', 'bukti', 'dan', 'fakta', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']",anies jebak asumsi pribadi dukung bukti fakta gaco olivia jill biden daesang gempa adidas surabaya batter up views pilih melania bangtan debut
"['sujarmufc', 'dandhy', 'laksono', 'tidak_ada', 'yang', 'peduli', 'orang', 'di', 'kamu', 'itu', 'puja', 'riziq', 'soal', 'tidak_perlu', 'turun', 'suara', 'anies', 'dengan', 'orang', 'kaya', 'riziq', 'dan', 'ikut']",sujarmufc dandhy laksono tidak ada peduli orang puja riziq tidak perlu turun suara anies orang kaya riziq
"['kamaloeby', 'tvonenews', 'jangan', 'suuzon', 'bang', 'orang', 'paling', 'ikhlas', 'itu', 'pak', 'prabowo', 'tidak_mungkin', 'main', 'cara', 'kotor', 'seperti', 'itu', 'pak', 'prabowo', 'pasti', 'ikhlas', 'kalau', 'nanti', 'tidak_pilih', 'lagi', 'pak', 'prabowo', 'ikhlas', 'kalau', 'anies', 'atau', 'ganjar', 'yang', 'pilih', 'nanti', 'tapi', 'kok', 'aku', 'percaya', '', 'iya', 'sama', 'statemt', 'abang']",kamaloeby tvonenews suuzon bang orang ikhlas prabowo tidak mungkin main kotor prabowo ikhlas tidak pilih prabowo ikhlas anies ganjar pilih percaya  iya statemt abang
"['suka', 'suka', 'orang', 'lah', 'mau', 'milih', 'anies', 'atau', 'tidak', 'lucu', 'banget', 'dukung', 'anies', 'tukang', 'guilttrip', 'orang', 'lihat', 'noh', 'swing', 'voters', 'juga', 'belum', 'tentu', 'mau', 'ngevote', 'anies', 'awokwok']",suka suka orang milih anies lucu banget dukung anies tukang guilttrip orang lihat noh swing voters ngevote anies awokwok
"['anies', 'kembali', 'lihat', 'munafik', 'kait', 'sikap', 'hadap', 'lanjut', 'ikn', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']",anies lihat munafik kait sikap hadap ikn gaco olivia jill biden daesang gempa adidas surabaya batter up views pilih melania bangtan debut
"['ayatuarmad', 'kompascom', 'anies', 'sama', 'ganjar', 'jadi', 'olah', 'kerja', 'sama', 'padahal', 'ngalir', 'saja', 'itu']",ayatuarmad kompascom anies ganjar olah kerja ngalir
"['moga', 'anies', 'menang', 'aamiin', 'aamiin', 'tolong', 'aamiin', 'gaes']",moga anies menang aamiin aamiin tolong aamiin gaes
"['agama', 'islam', 'ajar', 'kita', 'untuk', 'bakti', 'kepada', 'dua', 'orang', 'tua', 'dinding', 'adidas', 'karina', 'surabaya', 'anies', 'daesang', 'gempa', 'islam']",agama islam ajar bakti orang tua dinding adidas karina surabaya anies daesang gempa islam
"['akhir', 'anies', 'kena', 'batu', 'karena', 'ucap', 'kait', 'udara', 'ber', 'ktp', 'gaco', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilih', 'baik', 'melania', 'bangtan', 'debut']",anies kena batu kait udara ber ktp gaco olivia jill biden daesang gempa adidas surabaya batter up views pilih melania bangtan debut
"['celana', 'panjang', 'chino', 'pria', 'murah', 'dan', 'kualitas', 'dapat', 'cashback', '', 'di', 'shopee', 'video', 'anies', 'prabowo', 'gaco', 'daesang', 'surabaya', 'gempa', 'ayo', 'lihat', 'video', 'di', 'shopee', 'video']",celana chino pria murah kualitas cashback  shopee video anies prabowo gaco daesang surabaya gempa ayo lihat video shopee video
"['andika', 'muchlis', 'ar', 'jelas', 'lebih', 'pantas', 'dari', 'anies']",andika muchlis ar anies
"['serang', 'apalagi', 'yang', 'akan', 'kerja', 'si', 'memed', 'hari', 'ini', 'partaisocmed', 'buzzer', 'ayah', 'di', 'semua', 'media sosial', 'telah', 'debat', 'kpu', 'serang', 'kalap', 'sekali', 'di', 'rl', 'nyata', 'sudah', 'ada', 'hasil', 'prabowo', 'cenderung', 'negatif', 'anies', 'pelan', 'sudah', 'banyak', 'bicara', 'semua', 'kalang', 'titik', 'cerah']",serang kerja si memed partaisocmed buzzer ayah media sosial debat kpu serang kalap rl nyata hasil prabowo cenderung negatif anies pelan bicara kalang titik cerah
"['propaganda', 'aniesbaswedan', 'prabowo', 'panggung', 'debat', 'itu', 'panggung', 'ny', 'ganjar', 'sm', 'anies', 'kalau', 'kalah', 'di', 'panggung', 'langsung', 'terakhir', 'nya', 'pakai', 'surat', 'lah', 'ini', 'lah', 'itu', 'lah', 'mencari', 'kunci', 'pokok', 'tertawa', 'para', 'badut', 'politik']",propaganda aniesbaswedan prabowo panggung debat panggung ganjar sm anies kalah panggung langsung nya pakai surat mencari kunci pokok tertawa badut politik
"['geiszchalifah', 'tinggal', 'prabowo', 'dukung', 'ke', 'anies', 'baswedan', 'lebih', 'mampu', 'ayom', 'rakyat', 'indonesia', 'depan']",geiszchalifah tinggal prabowo dukung anies baswedan ayom rakyat indonesia
"['singgung', 'soal', 'janji', 'tidak_akan', 'maju', 'jika', 'ada', 'prabowo', 'dalam', 'pilpres', 'anies', 'saya', 'komitmen', 'di', 'dki']",singgung janji tidak akan maju prabowo pilpres anies komitmen dki
"['abah', 'anies', 'memang', 'tidak_bisa', 'percaya', 'kata', 'nya', 'tukang', 'obral', 'janji']",abah anies tidak bisa percaya nya tukang obral janji
"['sam', 'sul', 'vivacoid', 'parah', 'banget', 'cantik', 'sudah', 'gitu', 'bagus', 'lagi', 'dukung', 'pak', 'anies', 'sempurna']",sam sul vivacoid parah banget cantik gitu bagus dukung anies sempurna
"['andre', 'rosiade', 'tertawa', 'janji', 'apa', 'yang', 'batas', 'hak', 'orang', 'lain', 'untuk', 'abdi', 'kepada', 'negara', 'emang', 'bisa', 'jamin', 'hak', 'hidup', 'anies', 'baswedan', 'sedih', 'sekali', 'kualitas', 'pikir', 'makin', 'turun']",andre rosiade tertawa janji batas hak orang abdi negara emang jamin hak hidup anies baswedan sedih kualitas pikir turun
"['sobat', 'anies', 'partaisocmed', 'fans', 'boleh', 'otak', 'pakai', 'nyata', 'jadi', 'isu bohong', 'isu bohong', 'kalian', 'buat', 'jadi', 'nyata', 'yang', 'nonton', 'banyak']",sobat anies partaisocmed fans otak pakai nyata isu bohong isu bohong nyata nonton
"['nopeq', 'sam', 'idim', 'hasyimmah', 'main', 'aman', 'bagaimana', 'jauh', 'pikir', 'awam', 'saya', 'itu', 'jelas', 'banget', 'kok', 'sikap', 'anies', 'tentang', 'ikn', 'apa', 'kamu', 'doang', 'yang', 'tidak_paham']",nopeq sam idim hasyimmah main aman pikir awam banget sikap anies ikn doang tidak paham
"['ayo', 'viralkan', 'rekam', 'jejak', 'anies', 'rasyid', 'baswedan', 'ketika', 'pimpin', 'dki', 'jakarta']",ayo viralkan rekam jejak anies rasyid baswedan pimpin dki jakarta
"['gyupuppiy', 'nama', 'gerinda', 'juga', 'naik', 'padahal', 'lebih', 'dari', 'th', 'yang', 'lalu', 'pasang', 'dengan', 'mega', 'olah', 'olah', 'prabowo', 'dan', 'gerindra', 'lebih', 'kecil', 'dari', 'anies', 'njirrtt']",gyupuppiy nama gerinda th pasang mega olah olah prabowo gerindra anies njirrtt
"['partaisocmed', 'betul', 'cocok', 'jadi', 'bapak', 'bangsa', 'king', 'maker', 'tapi', 'tidak_cocok', 'jadi', 'presiden', 'presiden', 'biar', 'yang', 'cocok', 'saja', 'anies', 'atau', 'ganjar']",partaisocmed cocok bangsa king maker tidak cocok presiden presiden biar cocok anies ganjar
"['xquitavee', 'hati', 'hati', 'anies', 'sudah', 'dekat', 'abd', 'somad']",xquitavee hati hati anies abd somad
"['anies', 'cerdas', '', 'amp', 'jujur', 'itu', 'fakta']",anies cerdas  amp jujur fakta
"['nathpribady', 'kenapa', 'pada', 'takut', 'sama', 'fpi', 'sudah', 'organisasi', 'sudah', 'bubar', 'kok', 'takut', 'sama', 'ideologi', 'emang', 'power', 'mereka', 'besar', 'apa', 'pas', 'anies', 'jabat', 'jadi', 'gub', 'dki', 'ngadain', 'christmas', 'carol', 'ada', 'gitu', 'mantan', 'pentol', 'fpi', 'yang', 'rusuh', 'aduh']",nathpribady takut fpi organisasi bubar takut ideologi emang power pas anies jabat gub dki ngadain christmas carol gitu mantan pentol fpi rusuh aduh
"['ndrewstjan', 'itsquaileggs', 'ampun', 'sama', 'ini', 'orang', 'benci', 'ke', 'fpi', 'harus', 'dan', 'gerombol', 'nya', 'yang', 'kena', 'anies', 'dulu', 'yang', 'kena', 'tuduh', 'mobilisasi', 'keluarga', 'cikeas', 'eh', 'pangeran', 'cikeas', 'kalah', 'putar', 'pertama', 'yang', 'kena', 'anies', 'lagi']",ndrewstjan itsquaileggs ampun orang benci fpi gerombol nya kena anies kena tuduh mobilisasi keluarga cikeas eh pangeran cikeas kalah putar kena anies
"['lama', 'tuan', 'timbul', 'hidup', 'anies', 'gausah', 'nyapres', 'gitu', 'etika', 'iya', 'tidak_bicara', 'soal', 'etika', 'kaya', 'ini', 'tuan', 'plongo', 'lebih', 'fahan', 'karena', 'sdh', 'menang', 'dari', 'tuan', 'timbul']",tuan timbul hidup anies gausah nyapres gitu etika iya tidak bicara etika kaya tuan plongo fahan sdh menang tuan timbul
"['abu', 'waras', 'prabowo', 'kait', 'anggaran pendapatan dan belanja daerah', 'dki', 'yang', 'puluh', 'trilyun', 'dengan', 'mampu', 'anies', 'atas', 'polusi', 'padahal', 'masalah', 'polusi', 'jakarta', 'tidak_soal', 'uang', 'tapi', 'tentang', 'wenang', 'perintah', 'pusat', 'yang', 'stupid', 'soal', 'lingkung', 'itu', 'yang', 'harus', 'koreksi']",abu waras prabowo kait anggaran pendapatan dan belanja daerah dki puluh trilyun anies polusi polusi jakarta tidak soal uang wenang perintah pusat stupid lingkung koreksi
"['fahrihamzah', 'anies', 'lebih', 'baik', 'banding', 'kamu', 'hya', 'dewan', 'jilat', '', 'amp', 'munafik']",fahrihamzah anies banding hya dewan jilat  amp munafik
"['hukum', 'harus', 'tegak', 'untuk', 'semua', 'capres', 'anies', 'singgung', 'gibran', 'saat', 'papar', 'visi', 'dan', 'misi', 'soal', 'tega', 'hukum']",hukum tegak capres anies singgung gibran papar visi misi tega hukum
