formalization,stopword_removal
"['partaisocmed', 'lamongan', 'viva', 'jatim', 'naskah', 'uji', 'kelas', 'xi', 'di', 'smk', 'muhammadiyah', 'sekar', 'kabupaten', 'lamongan', 'pampang', 'foto', 'calon', 'presiden', 'capres', 'anis', 'baswedan', 'dalam', 'naskah', 'uji', 'mata', 'ajar', 'bahasa', 'inggris', 'yang', 'dapat', 'foto', 'anies', 'baswedan', 'sebut', 'dapat', 'pada', 'poin', 'nomor']",partaisocmed lamongan viva jatim naskah uji kelas xi smk muhammadiyah sekar kabupaten lamongan pampang foto calon presiden capres anis baswedan naskah uji mata ajar bahasa inggris foto anies baswedan poin nomor
"['ini', 'poin', 'pakta', 'integritas', 'yang', 'pakat', 'paslon', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'dan', 'dapat', 'dukung', 'ijtima', 'ulama', 'sepenuh', 'pada']",poin pakta integritas pakat paslon anies baswedan muhaimin iskandar dukung ijtima ulama sepenuh
"['sam', 'sul', 'vivacoid', 'saha', 'ieu', 'kakak perempuan', 'meuni', 'geulis', 'kitu', 'tolong', 'sampai', 'salam', 'pada', 'si', 'cantik', 'ini', 'dan', 'kasih', 'tahu', 'bahwasanya', 'saya', 'akan', 'pilih', 'pak', 'anies', 'untuk', 'jadi', 'presiden', 'ri']",sam sul vivacoid saha ieu kakak perempuan meuni geulis kitu tolong salam si cantik kasih pilih anies presiden ri
"['desak', 'anies', 'itu', 'desak', 'nya', 'tidak_asal', 'nama', 'biar', 'tarik', 'di', 'acara', 'itu', 'orang', 'beneran', 'bisa', 'ngedesak', 'yang', 'keras', 'depan', 'muka', 'pak', 'anies']",desak anies desak nya tidak asal nama biar tarik acara orang beneran ngedesak keras muka anies
"['bilegotasecret', 'kasih', 'mau', 'pilih', 'anies', 'dibully', 'emak']",bilegotasecret kasih pilih anies dibully emak
"['kutip', 'anies', 'dasar', 'atas', 'berita', 'di', 'tentang', 'prioritas', 'untuk', 'bangun', 'pedestrian', 'untuk', 'cak', 'imin', 'beliau', 'bicara', 'tentang', 'ketidaksepakatannya', 'atas', 'pindah', 'ibukota', 'dan', 'justru', 'teguh', 'stereotipe', 'kalimantan']",kutip anies dasar berita prioritas bangun pedestrian cak imin beliau bicara ketidaksepakatannya pindah ibukota teguh stereotipe kalimantan
"['sudah', 'hari', 'lalu', 'anies', 'tetap', 'trend', 'di', 'twitter', 'tanya', 'kenapa']",anies trend twitter
"['negativisme', 'gilir', 'ke', 'mas', 'anies', 'ngegas']",negativisme gilir mas anies ngegas
"['aminsumantoslow', 'anies', 'musuh', 'negara', 'wakanda', 'tetapi', 'harap', 'bagi', 'rakyat', 'indonesia', 'wakanda', 'no', 'more', 'indonesia', 'forever']",aminsumantoslow anies musuh negara wakanda harap rakyat indonesia wakanda no more indonesia forever
"['great', 'fleet', 'anies', 'tidak_tolak', 'memang', 'ada', 'gera', 'ini', 'karena', 'jokowi', 'prabowo', 'juga', 'literally', 'tidak_ada', 'yang', 'berani', 'larang', 'juga', 'karena', 'memang', 'massa', 'sedang', 'gusar', 'tapi', 'jelas', 'anies', 'tidak_inisiator', 'dan', 'dalang', 'tidak_nge', 'encourage', 'juga', 'tidak_libat', 'di', 'jadi', 'sama', 'sekali']",great fleet anies tidak tolak gera jokowi prabowo literally tidak ada berani larang massa gusar anies tidak inisiator dalang tidak nge encourage tidak libat
"['satrio', 'tone', 'mardigu', 'pak', 'prabowo', 'pernah', 'usung', 'anies', 'tapi', 'dia', 'ungkit', 'itu', 'debat', 'terus', 'di', 'bakas', 'pak', 'anies', 'salah', 'mana', 'ingat', 'gerindra', 'juga', 'terima', 'banyak', 'manfaat', 'sat', 'dukung', 'anies']",satrio tone mardigu prabowo usung anies ungkit debat bakas anies salah gerindra terima manfaat sat dukung anies
"['kimberley', 'jika', 'pak', 'anies', 'tugas', 'nya', 'pak', 'surya', 'lantas', 'yang', 'tidak_level', 'tuh', 'jongos', 'nya', 'prabowo', 'iya', 'kakak']",kimberley anies tugas nya surya lantas tidak level tuh jongos nya prabowo iya kakak
"['prabowo', 'nilai', 'sangat', 'santai', 'dan', 'sangat', 'tenang', 'tidak_lihat', 'gugup', 'sama', 'sekali', 'bahkan', 'beberapa', 'kali', 'ia', 'justru', 'hasil', 'cair', 'suasana', 'dengan', 'jokes', 'nya', 'dan', 'gaya', 'silat', 'lucu', 'pasca', 'jawab', 'tanya', 'anies', 'yang', 'lalu', 'ikut', 'riuh', 'tawa', 'tonton', 'pimpin', 'tegas']",prabowo nilai santai tenang tidak lihat gugup kali hasil cair suasana jokes nya gaya silat lucu pasca anies riuh tawa tonton pimpin
"['begini', 'mentah', 'dam', 'sifat', 'dari', 'capres', 'anies', 'yang', 'sombong', 'dan', 'angkuh']",mentah dam sifat capres anies sombong angkuh
"['wildansadhega', 'nathpribady', 'anies', 'menang', 'pemilihan kepala daerah', 'habib', 'rizieq', 'tidak_minta', 'apa', 'gajadi', 'apa']",wildansadhega nathpribady anies menang pemilihan kepala daerah habib rizieq tidak minta gajadi
"['anies', 'baswedan', 'tuding', 'capres', 'banyak', 'janji', 'timnas', 'aamiin', 'janji', 'kita', 'ukur']",anies baswedan tuding capres janji timnas aamiin janji ukur
"['arrega', 'kuasabu', 'memelord', 'bagi', 'mereka', 'yang', 'alergi', 'fpi', 'jakarta', 'jadi', 'neraka', 'di', 'jaman', 'pak', 'anies', 'shummum', 'bukmun', 'umyun', 'fa', 'rumah', 'l', 'yarjin']",arrega kuasabu memelord alergi fpi jakarta neraka jaman anies shummum bukmun umyun fa rumah l yarjin
"['anies', 'baswedan', 'cerita', 'ke', 'ustad', 'abdul', 'somad', 'heran', 'tidak_ada', 'doa', 'saat', 'debat', 'capres']",anies baswedan cerita ustad abdul somad heran tidak ada doa debat capres
"['teman', 'ngoceh', 'soal', 'debat', 'pilpres', 'saya', 'jadi', 'dengar', 'yang', 'baik', 'saja', 'dech', 'bagus', 'kata', 'pak', 'anies', 'tapi', 'harap', 'harus', 'guna', 'data', 'spya', 'gen', 'yang', 'kosong', 'jadi', 'paham', 'visi', 'misi', 'pak', 'anies', 'aniesbaswedan']",teman ngoceh debat pilpres dengar dech bagus anies harap data spya gen kosong paham visi misi anies aniesbaswedan
"['mengapa', 'nasdem', 'aju', 'ganjar', 'anies', 'bagi', 'nasdem', 'ini', 'pasang', 'rekonsiliasi', 'bangsa', 'dan', 'negara', 'pasca', 'belah', 'di', 'milu', 'tidak_versi', 'fahri', 'hamzah', 'yang', 'ngarang', 'namun', 'pak', 'lurah', 'neng', 'ae', 'dua', 'bulan', 'yang', 'tunggu', 'tidak_ada', 'respons', 'bahkan', 'ab', 'hendak', 'kriminalisasi']",nasdem aju ganjar anies nasdem pasang rekonsiliasi bangsa negara pasca belah milu tidak versi fahri hamzah ngarang lurah neng ae tunggu tidak ada respons ab kriminalisasi
"['reiza', 'patters', 'harus', 'mas', 'anies', 'briefing', 'dulu', 'belum', 'bicara', 'isu', 'demokrasi', 'kait', 'oposisi', 'ke', 'partai', 'usung', 'utama', 'ke', 'nasdem', 'dan', 'pkb', 'ibarat', 'dulang', 'air', 'ciprat', 'muka', 'sendiri']",reiza patters mas anies briefing bicara isu demokrasi kait oposisi partai usung utama nasdem pkb dulang air ciprat muka
"['imanlagi', 'tetapsemangatvi', 'pantesan', 'kalau', 'polling', 'di', 'anies', 'menang', 'melulu', 'cocok', 'jadi', 'presiden', 'di', 'media sosial', 'doang', 'negeri', 'maya']",imanlagi tetapsemangatvi pantesan polling anies menang melulu cocok presiden media sosial doang negeri maya
"['andre', 'rosiade', 'bang', 'andre', 'juga', 'tidak_etika', 'dan', 'angkuh', 'dengan', 'klaim', 'anies', 'jadi', 'gub', 'dki', 'karena', 'gerindra', 'dan', 'prabowo', 'dengan', 'tapi', 'jasa', 'jasa', 'partai', 'lain', 'rawan', 'dan', 'rakyat', 'dki', 'saya', 'yakin', 'kalau', 'hanya', 'prabowo', 'dan', 'gerindra', 'saja', 'sendiri', 'yang', 'ngusung', 'anies', 'tidak_akan', 'jadi']",andre rosiade bang andre tidak etika angkuh klaim anies gub dki gerindra prabowo jasa jasa partai rawan rakyat dki prabowo gerindra ngusung anies tidak akan
"['oposisicerdas', 'anies', 'tunjuk', 'ada', 'tega', 'hukum', 'mata', 'prabowo', 'saat', 'ini', 'ada', 'orang', 'tua', 'korban', 'yang', 'cari', 'adil', 'sampai', 'saat', 'ini']",oposisicerdas anies tega hukum mata prabowo orang tua korban cari adil
"['wildansadhega', 'nathpribady', 'mustahil', 'saudara laki laki', 'nu', 'di', 'pkb', 'mau', 'dikemanain', 'anies', 'masa', 'jabat', 'juga', 'semua', 'agama', 'dapat', 'tara', 'fpi', 'diem', 'tidak_aneh', 'beras', 'bansos', 'yang', 'jadi', 'bancak', 'anak', 'buah', 'pak', 'heru', 'saja', 'cium', 'apalagi', 'kalau', 'anies', 'kasih', 'dana', 'lebih', 'ke', 'fpi', 'pasti', 'tahu', 'dan', 'viral', 'lah']",wildansadhega nathpribady mustahil saudara laki laki nu pkb dikemanain anies jabat agama tara fpi diem tidak aneh beras bansos bancak anak buah heru cium anies kasih dana fpi viral
"['kompastv', 'kok', 'yang', 'kamu', 'sesal', 'nyata', 'anies', 'nus', 'laku', 'prabowo', 'nya', 'lah', 'yang', 'tidak_tahan', 'tolol']",kompastv sesal nyata anies nus laku prabowo nya tidak tahan tolol
"['ini', 'seperti', 'anies', 'sudah', 'nge', 'golin', 'tapi', 'anulir', 'offset']",anies nge golin anulir offset
"['hariany', 'abdhali', 'periksa', 'kpk', 'anies', 'datang', 'dan', 'itu', 'tidak_bukti']",hariany abdhali periksa kpk anies tidak bukti
"['bayang', 'tidak_kalau', 'tiba', 'orang', 'banyak', 'pilih', 'anies', 'lalu', 'dia', 'menang', 'pas', 'menang', 'baru', 'tahu', 'kelompok', 'sama', 'ormas', 'tsb', 'apa', 'rasa', 'mereka', 'yang', 'tipu', 'kali', 'tsb', 'iya']",bayang tidak kalau orang pilih anies menang pas menang kelompok ormas tsb tipu kali tsb iya
"['berani', 'terobos', 'area', 'tega', 'hukum', 'paling', 'rawan', 'dalam', 'debat', 'capres', 'reza', 'indragiri', 'siapa', 'kapolri', 'anies']",berani terobos area tega hukum rawan debat capres reza indragiri kapolri anies
"['naaol', 'wkwkw', 'iya', 'kemarin', 'kan', 'efpei', 'dan', 'dari', 'beritane', 'condong', 'ke', 'prabowo', 'apalagi', 'beberapa', 'tokoh', 'intine', 'seperti', 'babe', 'haekal', 'neno', 'warisman', 'fahri', 'hamzah', 'ke', 'prabowo', 'eh', 'gilir', 'tokoh', 'lain', 'ke', 'anies', 'baswedan', 'lsg', 'cap', 'politik', 'identitas']",naaol wkwkw iya kemarin efpei beritane condong prabowo tokoh intine babe haekal neno warisman fahri hamzah prabowo eh gilir tokoh anies baswedan lsg cap politik identitas
"['sobat', 'anies', 'partaisocmed', 'di', 'mana', 'hebat', 'wowo', 'di', 'gertak', 'si', 'owe', 'juga', 'ciut', 'sudah', 'gk', 'aneh', 'wajah', 'dan', 'perisai', 'nya', 'porongoskontolan', 'awokwoox']",sobat anies partaisocmed hebat wowo gertak si owe ciut gk aneh wajah perisai nya porongoskontolan awokwoox
"['hukumdan', 'pantas', 'saja', 'buzzerrp', 'om', 'wowo', 'aktif', 'bngt', 'serang', 'anies', 'dari', 'segala', 'penjuru', 'tahu', 'untuk', 'menutupi', 'om', 'wowo', 'yang', 'lagi', 'ko', 'karena', 'capek', 'diri', 'waktu', 'debat', 'kemarin', 'segala', 'cara', 'serang', 'anies', 'tapi', 'tidak_mempan', 'akhir', 'tahu', 'juga', 'om', 'wowo', 'lagi', 'kurang', 'sehat', 'sehat', 'sehat', 'om', 'wowo', 'masih', 'ada', 'debat', 'yang', 'lain']",hukumdan buzzerrp om wowo aktif bngt serang anies penjuru menutupi om wowo ko capek debat kemarin serang anies tidak mempan om wowo sehat sehat sehat om wowo debat
"['kalau', 'ganjar', 'serang', 'anies', 'saat', 'debat', 'soal', 'politik', 'identitas', 'aku', 'cara', 'sukarela', 'bakal', 'jadi', 'buzzer', 'ganjar']",ganjar serang anies debat politik identitas sukarela buzzer ganjar
"['siap', 'debat', 'dua', 'aamiin', 'misi', 'sejahtera', 'keluarga', 'akar', 'kuat', 'bangsa', 'jcc', 'jaringan', 'anies', 'pilih', 'baik']",debat aamiin misi sejahtera keluarga akar kuat bangsa jcc jaringan anies pilih
"['budionotaslim', 'tahu', 'harus', 'uas', 'ulama', 'ulama', 'yang', 'simpat', 'dengan', 'anies', 'beberapa', 'bulan', 'lalu', 'sempat', 'aku', 'lihat', 'video', 'uah', 'dukung', 'anies', 'jadi', 'tidak', 'perlu', 'heran', 'dan', 'pilih', 'itu', 'bebas', 'saja', 'ulama', 'itu', 'banyak', 'dan', 'masing', 'masing', 'sudah', 'punya', 'pilih', 'beda', 'beda']",budionotaslim uas ulama ulama simpat anies lihat video uah dukung anies heran pilih bebas ulama pilih beda beda
"['naz', 'lira', 'adem', 'lihat', 'nya', 'kalau', 'anies', 'bicara']",naz lira adem lihat nya anies bicara
"['blantik', 'pedhet', 'anies', 'muhaimin', '', 'prabowo', 'gibran', '', 'ganjar', 'mahfud', '']",blantik pedhet anies muhaimin  prabowo gibran  ganjar mahfud 
"['capres', 'no', 'urut', 'anies', 'baswedan', 'hadir', 'diskusi', 'sama', 'kelompok', 'disabilitas', 'se', 'jabodetabek', 'di', 'islamic', 'center', 'kotabekasijabar', 'jumat', 'hubungi']",capres no urut anies baswedan hadir diskusi kelompok disabilitas jabodetabek islamic center kotabekasijabar jumat hubungi
"['oposisicerdas', 'harus', 'tidak_begitu', 'judul', 'gerindra', 'gerinda', 'bantah', 'ucap', 'prabowo', 'kan', 'anies', 'hanya', 'kutip', 'nyata', 'prabowo', 'yang', 'bahkan', 'vidio', 'bisa', 'kita', 'lihat', 'sekarang', 'banyak', 'edar']",oposisicerdas tidak begitu judul gerindra gerinda bantah prabowo anies kutip nyata prabowo vidio lihat edar
"['yang', 'dulu', 'milih', 'prabowo', 'ada', 'yang', 'karena', 'prabowo', 'ada', 'yang', 'karena', 'fpi', 'yang', 'dulu', 'milih', 'jokowi', 'ada', 'yang', 'karena', 'jokowi', 'ada', 'yang', 'karena', 'pdi', 'yang', 'dulu', 'milih', 'prabowo', 'karena', 'fpi', 'sekarang', 'gabung', 'ke', 'anies', 'yang', 'dulu', 'milih', 'jokowi', 'karena', 'pdi', 'sekarang', 'gabung', 'ke', 'ganjar', 'sisa', 'gabung', 'ke', 'prabowo']",milih prabowo prabowo fpi milih jokowi jokowi pdi milih prabowo fpi gabung anies milih jokowi pdi gabung ganjar sisa gabung prabowo
"['anies', 'baswedan', 'klarifikasi', 'janji', 'tidak_akan', 'nyapres', 'lawan', 'prabowo', 'singgung', 'soal', 'komitmen']",anies baswedan klarifikasi janji tidak akan nyapres lawan prabowo singgung komitmen
"['siapa', 'pilih', 'anda', 'bagai', 'presiden', 'anies', 'muhaimin', '', 'prabowo', 'gibran', '', 'ganjar', 'mahfud', '', 'total', 'suara', 'klik', 'link', 'tolong', 'forward', 'ke', 'group', 'dan', 'teman', 'teman', 'iya', 'terima', 'kasih']",pilih presiden anies muhaimin  prabowo gibran  ganjar mahfud  total suara klik link tolong forward group teman teman iya terima kasih
"['hasyimmah', 'apalagi', 'anies', 'tidak_libat', 'dalam', 'putus', 'bangun', 'ikn', 'sehingga', 'beliau', 'tidak_tahu', 'alas', 'jelas', 'kenapa', 'harus', 'segera', 'bangun', 'ketika', 'masalah', 'lain', 'masih', 'banyak', 'jadi', 'turut', 'saya', 'bahkan', 'lebih', 'bijak', 'anies', 'tidak_jawab', 'iya', 'atau', 'tidak_ketika', 'tanya', 'soal', 'ikn']",hasyimmah anies tidak libat putus bangun ikn beliau tidak tahu alas bangun bijak anies tidak jawab iya tidak ketika ikn
"['itsquaileggs', 'ahok', 'ngebacot', 'di', 'kep', 'ribu', 'tahun', 'berkumpul', 'dimonas', 'juga', 'yang', 'kena', 'anies']",itsquaileggs ahok ngebacot kep ribu berkumpul dimonas kena anies
"['anies', 'dengan', 'angkuh', 'ingin', 'tega', 'hukum', 'padahal', 'kepada', 'para', 'dukung', 'masalah', 'tidak_berani', 'tego', 'gaco', 'pagi', 'batter', 'up', 'views', 'gempa', 'anies', 'kamis', 'daesang', 'pilih', 'baik', 'adidas', 'moldova', 'ulama', 'dana', 'ginting', 'bengis']",anies angkuh tega hukum dukung tidak berani tego gaco pagi batter up views gempa anies kamis daesang pilih adidas moldova ulama dana ginting bengis
"['generasi', 'mudanu', 'saya', 'dukung', 'prabowo', 'dan', 'telah', 'hasil', 'debat', 'kemarin', 'saya', 'akan', 'dukung', 'anies']",generasi mudanu dukung prabowo hasil debat kemarin dukung anies
"['anies', 'baswedan', 'tuding', 'capres', 'banyak', 'janji', 'timnas', 'aamiin', 'janji', 'kita', 'ukur']",anies baswedan tuding capres janji timnas aamiin janji ukur
"['neohistoria', 'id', 'kalau', 'baca', 'baik', 'lagi', 'tetep', 'putus', 'ada', 'di', 'tangan', 'presiden', 'apakah', 'aku', 'percaya', 'pak', 'anies', 'bakal', 'laku', 'hal', 'yang', 'rugi', 'masyrakat', 'golong', 'tentu', 'tentu', 'tidak_dan', 'bukti', 'di', 'jakarta', 'di', 'jakarta', 'pula', 'dia', 'dukung', 'minoritas', 'tanpa', 'buat', 'yang', 'lain', 'emosi', 'dan', 'tolak', 'adem', 'dan', 'adil']",neohistoria id baca tetep putus tangan presiden percaya anies laku rugi masyrakat golong tidak dan bukti jakarta jakarta dukung minoritas emosi tolak adem adil
"['andre', 'rosiade', 'daripada', 'kelen', 'goreng', 'goreng', 'sampah', 'lebih baik', 'tanya', 'pak', 'aksa', 'mahmud', 'kenapa', 'sampai', 'nama', 'pak', 'anies', 'yang', 'muncul', 'di', 'pilgub', 'dki']",andre rosiade kelen goreng goreng sampah lebih baik aksa mahmud nama anies muncul pilgub dki
"['anies', 'sosok', 'capres', 'yang', 'tidak_milik', 'adab', 'kepada', 'orang', 'yang', 'lebih', 'tua', 'gaco', 'pagi', 'batter', 'up', 'views', 'gempa', 'anies', 'kamis', 'daesang', 'pilih', 'baik', 'adidas', 'moldova', 'ulama', 'dana', 'ginting', 'bengis']",anies sosok capres tidak milik adab orang tua gaco pagi batter up views gempa anies kamis daesang pilih adidas moldova ulama dana ginting bengis
"['jenggobang', 'jakapujakesuma', 'klu', 'tidak_punya', 'ambisi', 'itu', 'nama', 'nya', 'mayat', 'anies', 'podo', 'wae']",jenggobang jakapujakesuma klu tidak punya ambisi nama nya mayat anies podo wae
"['rawa', 'dari', 'kemarin', 'topik', 'anies', 'terus', 'saudara laki laki', 'takut', 'yah']",rawa kemarin topik anies saudara laki laki takut yah
"['andre', 'rosiade', 'tidak_sadar', 'anies', 'calon', 'pks', 'sandiaga', 'yang', 'calon', 'gerindra', 'kocak']",andre rosiade tidak sadar anies calon pks sandiaga calon gerindra kocak
"['anies', 'selalu', 'jebak', 'dalam', 'asumsi', 'pribadi', 'tanpa', 'ada', 'dukung', 'bukti', 'dan', 'fakta', 'gaco', 'pagi', 'batter', 'up', 'views', 'gempa', 'anies', 'kamis', 'daesang', 'pilih', 'baik', 'adidas', 'moldova', 'ulama', 'dana', 'ginting', 'bengis']",anies jebak asumsi pribadi dukung bukti fakta gaco pagi batter up views gempa anies kamis daesang pilih adidas moldova ulama dana ginting bengis
"['tvonenews', 'rezapahleviaja', 'lalu', 'pilih', 'sandi', 'uno', 'sekarang', 'telah', 'tugas', 'selesai', 'aniesbaswedan', 'balik', 'ke', 'teman', 'lama', 'utl', 'hadap', 'dengan', 'prabowo', 'orang', 'yang', 'usung', 'waktu', 'anies', 'tinggal', 'kwn', 'lama', 'dan', 'tahun', 'caci', 'maki', 'kerja', 'anda', 'luar', 'biasa']",tvonenews rezapahleviaja pilih sandi uno tugas selesai aniesbaswedan teman utl hadap prabowo orang usung anies tinggal kwn caci maki kerja
"['tvonenews', 'baru', 'tahu', 'ada', 'insiden', 'ini', 'sekian', 'tahun', 'hasil', 'diumpetin', 'dari', 'publik', 'eh', 'sekarang', 'buka', 'sama', 'anies', 'pantas', 'saja', 'mereka', 'berang']",tvonenews insiden sekian hasil diumpetin publik eh buka anies berang
"['anies', 'kembali', 'lihat', 'munafik', 'kait', 'sikap', 'hadap', 'lanjut', 'ikn', 'gaco', 'pagi', 'batter', 'up', 'views', 'gempa', 'anies', 'kamis', 'daesang', 'pilih', 'baik', 'adidas', 'moldova', 'ulama', 'dana', 'ginting', 'bengis']",anies lihat munafik kait sikap hadap ikn gaco pagi batter up views gempa anies kamis daesang pilih adidas moldova ulama dana ginting bengis
"['kolepmaniaa', 'jakfar', 'kompascom', 'makanya', 'itu', 'kan', 'aneh', 'yang', 'papar', 'anies', 'kan', 'jelas', 'indeks', 'demokrasi', 'turun', 'bebas', 'dapat', 'kekang', 'eh', 'tiba', 'ada', 'yang', 'bilang', 'diktator', 'sambil', 'ungkit', 'jasa', 'nya', 'ke', 'anies', 'kan', 'aneh', 'jaka', 'sembung', 'bawa', 'golok']",kolepmaniaa jakfar kompascom aneh papar anies indeks demokrasi turun bebas kekang eh bilang diktator ungkit jasa nya anies aneh jaka sembung bawa golok
"['kenapa', 'kalau', 'pak', 'prabowo', 'dukung', 'habib', 'luthfi', 'dan', 'babeh', 'haikal', 'engga', 'politik', 'identitas', 'sedang', 'pak', 'anies', 'dukung', 'harus', 'sama', 'uas', 'bahkan', 'bilang', 'politik', 'identitas', 'tidak_semua', 'sama', 'saja', 'iya', 'mainin', 'politik', 'identitas', 'kalau', 'begitu', 'masuk', 'pak', 'ganjar', 'juga', 'muncul', 'di', 'adzan', 'maghrib', 'rcti']",prabowo dukung habib luthfi babeh haikal engga politik identitas anies dukung uas bilang politik identitas tidak semua iya mainin politik identitas masuk ganjar muncul adzan maghrib rcti
"['propaganda', 'aniesbaswedan', 'prabowo', 'banyak', 'banyak bicara', 'sudah', 'langgar', 'etika', 'konstitusi', 'tidak_etika', 'saat', 'debat', 'bahkan', 'bilang', 'anies', 'tidak_etika', 'rela', 'bodoh', 'demi', 'asam', 'sulfat', 'dan', 'badut']",propaganda aniesbaswedan prabowo banyak bicara langgar etika konstitusi tidak etika debat bilang anies tidak etika rela bodoh asam sulfat badut
"['akhir', 'anies', 'kena', 'batu', 'karena', 'ucap', 'kait', 'udara', 'ber', 'ktp', 'gaco', 'pagi', 'batter', 'up', 'views', 'gempa', 'anies', 'kamis', 'daesang', 'pilih', 'baik', 'adidas', 'moldova', 'ulama', 'dana', 'ginting', 'bengis']",anies kena batu kait udara ber ktp gaco pagi batter up views gempa anies kamis daesang pilih adidas moldova ulama dana ginting bengis
"['berani', 'terobos', 'area', 'tega', 'hukum', 'paling', 'rawan', 'dalam', 'debat', 'capres', 'reza', 'indragiri', 'siapa', 'kapolri', 'anies']",berani terobos area tega hukum rawan debat capres reza indragiri kapolri anies
"['anies', 'keok', 'daesang', 'adidas', 'singapura']",anies keok daesang adidas singapura
"['chaves', 'aniesbaswedan', 'fahrihamzah', 'gerindra', 'datuakrajoangek', 'fitnah', 'apa', 'fakta', 'ayo', 'jangan', 'bolak', 'balik', 'apa', 'yang', 'sampek', 'pak', 'anies', 'iya', 'fakta', 'benar', 'coba', 'sebut', 'mana', 'letak', 'fitnah', 'bisa', 'sebut', 'tidak_dengan', 'data']",chaves aniesbaswedan fahrihamzah gerindra datuakrajoangek fitnah fakta ayo bolak sampek anies iya fakta coba letak fitnah tidak dengan data
"['kisah', 'michael', 'hart', 'pria', 'yahudi', 'amerika', 'protes', 'dan', 'tentang', 'saat', 'umum', 'nama', 'nabi', 'muhammad', 'saat', 'kuliah', 'umum', 'di', 'london', 'pagi', 'anies', 'ulama', 'gaco', 'adidas', 'ordal', 'malam', 'uncrush', 'koda', 'daesang']",kisah michael hart pria yahudi amerika protes nama nabi muhammad kuliah london pagi anies ulama gaco adidas ordal malam uncrush koda daesang
"['informasi', 'slot', 'gacor', 'hari', 'ini', 'link', 'slot', 'gacor', 'olivia', 'anies', 'prime', 'video', 'daesang', 'karina', 'dana', 'mahito', 'molly', 'islam', 'angin', 'dieng']",informasi slot gacor link slot gacor olivia anies prime video daesang karina dana mahito molly islam angin dieng
"['kantaldkintil', 'bukanasamgaram', 'lihat', 'rekam', 'jejak', 'pas', 'jadi', 'gubernur', 'saja', 'sebutin', 'harus', 'dapat', 'apa', 'dari', 'pak', 'anies']",kantaldkintil bukanasamgaram lihat rekam jejak pas gubernur sebutin anies
"['manteb', 'emang', 'menteri', 'yang', 'baru', 'ini', 'kalau', 'yang', 'lama', 'kan', 'korupsi', 'dari', 'kader', 'nasdem', 'yang', 'sekarang', 'dukung', 'anies']",manteb emang menteri korupsi kader nasdem dukung anies
"['pagi', 'ini', 'jumat', 'desember', 'pak', 'anies', 'sama', 'disabilitas', 'pada', 'hari', 'ini', 'para', 'disabilitas', 'se', 'jabodetabek', 'gaung', 'anies', 'presiden', 'di', 'islamic', 'center', 'kota', 'bekas']",pagi jumat desember anies disabilitas disabilitas jabodetabek gaung anies presiden islamic center kota bekas
"['analisis', 'linguistik', 'dari', 'ekspresi', 'dan', 'gaya', 'bicara', 'anies', 'prabowo', 'dan', 'ganjar', 'dalam', 'debat', 'perdana']",analisis linguistik ekspresi gaya bicara anies prabowo ganjar debat perdana
"['narasi', 'sesat', 'pas', 'anies', 'jadi', 'gub', 'jakarta', 'emang', 'dki', 'jadi', 'ibukota', 'syariah', 'islam', 'justru', 'kota', 'ramah', 'bagi', 'seluruh', 'peluk', 'agama', 'yang', 'tidak_pelihara', 'benci', 'lihat', 'rekam', 'jejak', 'prestasi', '', 'amp', 'sumbangsih', 'pak', 'anies', 'jangan', 'tipu', 'narasi', 'islamophobia', 'mcm', 'itu']",narasi sesat pas anies gub jakarta emang dki ibukota syariah islam kota ramah peluk agama tidak pelihara benci lihat rekam jejak prestasi  amp sumbangsih anies tipu narasi islamophobia mcm
"['herculep', 'lagi', 'itu', 'anis', 'ko', 'tidak_anies', 'awokwokwokwok']",herculep anis ko tidak anies awokwokwokwok
"['yang', 'ajaib', 'adalah', 'mereka', 'yang', 'paling', 'keras', 'tolak', 'rizieq', 'dan', 'asosiasi', 'ke', 'anies', 'adalah', 'yang', 'biasa', 'paling', 'lantang', 'citra', 'progresip', 'peduli', 'bebas', 'ekspres', 'demokrasi', 'ham', 'hak', 'minoritas', 'lha', 'kamu', 'mau', 'serius', 'bicara', 'hak', 'minoritas', 'tapi', 'enak', 'tolak', 'hak', 'orang']",ajaib keras tolak rizieq asosiasi anies lantang citra progresip peduli bebas ekspres demokrasi ham hak minoritas lha serius bicara hak minoritas enak tolak hak orang
"['ab', 'respons', 'umum', 'rakernas', 'nasdem', 'ini', 'dengan', 'apresiasi', 'yang', 'baik', 'gp', 'tetap', 'diam', 'teuku', 'umar', 'dingin', 'dingin', 'saja', 'gondangdia', 'juga', 'tawar', 'ganjar', 'anies', 'ini', 'ke', 'pak', 'lurah', 'pak', 'lurah', 'janji', 'jawab', 'beberapa', 'waktu', 'kemudian', 'kalau', 'tidak_salah', 'bulan', 'dua', 'bulan']",ab respons rakernas nasdem apresiasi gp diam teuku umar dingin dingin gondangdia tawar ganjar anies lurah lurah janji tidak salah
"['cek', 'link', 'di', 'bio', 'tag', 'olivia', 'daesang', 'gaco', 'batter', 'up', 'views', 'gempa', 'surabaya', 'anies', 'dana', '', 'tiap', 'hari', 'pertama', 'lady', 'pilih', 'baik']",cek link bio tag olivia daesang gaco batter up views gempa surabaya anies dana  lady pilih
