formalization,stopword_removal
"['sama', 'keluarga', 'ganjar', 'pranowo', 'ingat', 'kita', 'akan', 'penting', 'nilai', 'nilai', 'keluarga', 'dalam', 'pimpin', 'bebskiih', 'gp', 'presiden']",keluarga ganjar pranowo nilai nilai keluarga pimpin bebskiih gp presiden
"['sifat', 'tegas', 'pak', 'ganjar', 'cipta', 'kesan', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'tidak_takut', 'ambil', 'putus', 'sulit', 'demi', 'baik', 'sama', 'asylhe', 'gp', 'presiden']",sifat ganjar cipta kesan beliau pimpin tidak takut ambil putus sulit asylhe gp presiden
"['moga', 'ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'hadir', 'pimpin', 'yang', 'wujud', 'bahagia', 'rakyat', 'sukma', 'gp', 'presiden']",moga ganjar pranowo mahfud md hadir pimpin wujud bahagia rakyat sukma gp presiden
"['mesra', 'ganjar', 'pranowo', 'dalam', 'keluarga', 'cipta', 'gambar', 'pimpin', 'yang', 'tanggung', 'jawab', 'biiyant', 'gp', 'presiden']",mesra ganjar pranowo keluarga cipta gambar pimpin tanggung biiyant gp presiden
"['kualitas', 'pimpin', 'mas', 'ganjar', 'pranowo', 'tampak', 'bentuk', 'dari', 'fondasi', 'keluarga', 'yang', 'kuat', 'moga', 'hangat', 'ini', 'luas', 'ke', 'seluruh', 'negeri', 'syaafiqi', 'gp', 'presiden']",kualitas pimpin mas ganjar pranowo bentuk fondasi keluarga kuat moga hangat luas negeri syaafiqi gp presiden
"['ganjar', 'pranowo', 'gubernur', 'yang', 'tidak_hanya', 'serius', 'dalam', 'kerja', 'tapi', 'juga', 'serius', 'dalam', 'bawa', 'bahagia', 'bagi', 'masyarakat', 'bawbaw', 'gp', 'presiden']",ganjar pranowo gubernur tidak hanya serius kerja serius bawa bahagia masyarakat bawbaw gp presiden
"['jakarta', 'pasti', 'akan', 'kembang', 'dengan', 'pimpin', 'yang', 'paham', 'nilai', 'nilai', 'keluarga', 'seperti', 'mas', 'ganjar', 'gp', 'presiden']",jakarta kembang pimpin paham nilai nilai keluarga mas ganjar gp presiden
"['partai', 'laksanakan', 'pak', 'ganjar']",partai laksanakan ganjar
"['perkasahabsyah', 'anies', 'prabowo', 'masuk', 'putar', 'dua', 'kubu', 'ganjar', 'koalisi', 'dg', 'anies', 'begitu', 'iya', 'mau']",perkasahabsyah anies prabowo masuk putar kubu ganjar koalisi anies iya
"['dukung', 'saya', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'mereka', 'adalah', 'pasang', 'yang', 'harap', 'dapat', 'bawa', 'ubah', 'positif', 'untuk', 'negeri', 'ini', 'sayaainaa', 'gp', 'presiden']",dukung mas ganjar pranowo mahfud md pasang harap bawa ubah positif negeri sayaainaa gp presiden
"['pimpin', 'yang', 'depan', 'nilai', 'keluarga', 'akan', 'lebih', 'peka', 'hadap', 'butuh', 'rakyat', 'sukses', 'terus', 'mas', 'ganjar', 'setyotontowi', 'gp', 'presiden']",pimpin nilai keluarga peka hadap butuh rakyat sukses mas ganjar setyotontowi gp presiden
"['srimulat', 'dan', 'ganjar', 'pranowo', 'padu', 'yang', 'luar', 'biasa', 'cipta', 'suasana', 'akrab', 'di', 'tengah', 'politik', 'yang', 'seringkali', 'tegang', 'baysdw', 'gp', 'presiden']",srimulat ganjar pranowo padu cipta suasana akrab politik seringkali tegang baysdw gp presiden
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'dua', 'sosok', 'yang', 'milik', 'rekam', 'jejak', 'positif', 'dan', 'kredibilitas', 'yang', 'tinggi', 'bejdj', 'gp', 'presiden']",ganjar pranowo mahfud md sosok milik rekam jejak positif kredibilitas bejdj gp presiden
"['ganjar', 'pranowo', 'dan', 'atikoh', 'tunjuk', 'bahwa', 'cinta', 'keluarga', 'dapat', 'jadi', 'sumber', 'kuat', 'dalam', 'hadap', 'tantang', 'bagai', 'pimpin', 'dedebudiastawa', 'gp', 'presiden']",ganjar pranowo atikoh cinta keluarga sumber kuat hadap tantang pimpin dedebudiastawa gp presiden
"['dekat', 'pak', 'ganjar', 'dengan', 'alam', 'dan', 'keluarga', 'beri', 'gambar', 'bahwa', 'jakarta', 'di', 'bawah', 'pimpin', 'akan', 'lebih', 'peduli', 'hadap', 'lingkung', 'dan', 'sama', 'berita', 'news', 'gp', 'presiden']",ganjar alam keluarga gambar jakarta pimpin peduli hadap lingkung berita news gp presiden
"['akrab', 'keluarga', 'mas', 'ganjar', 'pranowo', 'jadi', 'inspirasi', 'bahwa', 'orang', 'pimpin', 'sejati', 'tidak_lupa', 'nilai', 'nilai', 'keluarga', 'stroutto', 'gp', 'presiden']",akrab keluarga mas ganjar pranowo inspirasi orang pimpin sejati tidak lupa nilai nilai keluarga stroutto gp presiden
"['dewasa', 'dan', 'berani', 'mas', 'ganjar', 'pranowo', 'dalam', 'pimpin', 'keluarga', 'adalah', 'bukti', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'penuh', 'integritas', 'sankaalfian', 'gp', 'presiden']",dewasa berani mas ganjar pranowo pimpin keluarga bukti beliau pimpin penuh integritas sankaalfian gp presiden
"['umur', 'anies', 'ganjar', 'an', 'prabowo', 'an', 'bjir']",umur anies ganjar an prabowo an bjir
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'moga', 'pimpin', 'kalian', 'bawa', 'bahagia', 'bagi', 'rakyat', 'jakarta', 'dipdopss', 'gp', 'presiden']",ganjar pranowo mahfud md moga pimpin bawa bahagia rakyat jakarta dipdopss gp presiden
"['sifat', 'akrab', 'dan', 'penuh', 'kasih', 'mas', 'ganjar', 'pranowo', 'hadap', 'keluarga', 'adalah', 'sumber', 'inspirasi', 'yang', 'luar', 'biasa', 'moga', 'bijak', 'bijak', 'beliau', 'juga', 'cermin', 'peduli', 'yang', 'sama', 'hadap', 'rakyat', 'tedjo', 'gp', 'presiden']",sifat akrab penuh kasih mas ganjar pranowo hadap keluarga sumber inspirasi moga bijak bijak beliau cermin peduli hadap rakyat tedjo gp presiden
"['akrab', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'cipta', 'gambar', 'bahwa', 'orang', 'pimpin', 'harus', 'bisa', 'jadi', 'teladan', 'bagi', 'keluarga', 'sendiri', 'sassinious', 'gp', 'presiden']",akrab ganjar pranowo keluarga cipta gambar orang pimpin teladan keluarga sassinious gp presiden
"['mesra', 'dan', 'harmonis', 'keluarga', 'ganjar', 'pranowo', 'adalah', 'fondasi', 'yang', 'kokoh', 'untuk', 'bangun', 'fondasi', 'negara', 'yang', 'kuat', 'ruuangboboo', 'gp', 'presiden']",mesra harmonis keluarga ganjar pranowo fondasi kokoh bangun fondasi negara kuat ruuangboboo gp presiden
"['dekat', 'keluarga', 'mas', 'ganjar', 'cipta', 'atmosfer', 'positif', 'yang', 'sangat', 'butuh', 'oleh', 'ibu', 'kota', 'kita', 'azzam', 'sazzam', 'gp', 'presiden']",keluarga mas ganjar cipta atmosfer positif butuh kota azzam sazzam gp presiden
"['paltiwest', 'oh', 'pola', 'gitu', 'kalau', 'ada', 'survey', 'yang', 'menang', 'ganjar', 'percaya']",paltiwest oh pola gitu survey menang ganjar percaya
"['lihat', 'video', 'mesra', 'keluarga', 'ganjar', 'pranowo', 'buat', 'saya', 'yakin', 'bahwa', 'pimpin', 'beliau', 'akan', 'bawa', 'harmonis', 'di', 'tengah', 'masyarakat', 'jakarta', 'akmalhiba', 'gp', 'presiden']",lihat video mesra keluarga ganjar pranowo pimpin beliau bawa harmonis masyarakat jakarta akmalhiba gp presiden
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'adalah', 'harap', 'baru', 'bagi', 'jakarta', 'untuk', 'milik', 'pimpin', 'yang', 'tidak_hanya', 'pintar', 'tetapi', 'juga', 'penuh', 'empati', 'dumbb', 'gp', 'presiden']",ganjar pranowo mahfud md harap jakarta milik pimpin tidak hanya pintar penuh empati dumbb gp presiden
"['keluarga', 'adalah', 'pangkal', 'dari', 'segala', 'dan', 'mas', 'ganjar', 'telah', 'bukti', 'bahwa', 'dia', 'mampu', 'jaga', 'pangkal', 'dengan', 'baik', 'tiaraswan', 'gp', 'presiden']",keluarga pangkal mas ganjar bukti jaga pangkal tiaraswan gp presiden
"['alextham', 'wkakam', 'sok', 'ngajari', 'tani', 'di', 'kampoengku', 'di', 'jateng', 'sudah', 'jalal', 'pupuk', 'organik', 'yang', 'di', 'support', 'pemerintah daerah', 'jaman', 'ganjar']",alextham wkakam sok ngajari tani kampoengku jateng jalal pupuk organik support pemerintah daerah jaman ganjar
"['aksi', 'komedi', 'ganjar', 'sama', 'srimulat', 'benar', 'benar', 'pukau', 'cocok', 'banget', 'jadi', 'presiden', 'yang', 'bisa', 'dekat', 'dengan', 'rakyat', 'bancetcetos', 'gp', 'presiden']",aksi komedi ganjar srimulat pukau cocok banget presiden rakyat bancetcetos gp presiden
"['akrab', 'keluarga', 'ganjar', 'pranowo', 'adalah', 'cermin', 'dari', 'pimpin', 'yang', 'paham', 'bahwa', 'bahagia', 'mulai', 'dari', 'keluarga', 'shaazil', 'gp', 'presiden']",akrab keluarga ganjar pranowo cermin pimpin paham bahagia keluarga shaazil gp presiden
"['ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'adalah', 'tandem', 'yang', 'harap', 'mampu', 'hadir', 'ubah', 'positif', 'mesra', 'mereka', 'dengan', 'keluarga', 'cipta', 'harap', 'akan', 'pimpin', 'yang', 'penuh', 'empati', 'vouesemz', 'gp', 'presiden']",ganjar pranowo mahfud md tandem harap hadir ubah positif mesra keluarga cipta harap pimpin penuh empati vouesemz gp presiden
"['dukung', 'saya', 'untuk', 'mas', 'ganjar', 'dan', 'pak', 'mahfud', 'karena', 'mereka', 'tidak_hanya', 'punya', 'visi', 'untuk', 'negara', 'tapi', 'juga', 'cinta', 'yang', 'besar', 'untuk', 'keluarga', 'tiramissad', 'gp', 'presiden']",dukung mas ganjar mahfud tidak hanya visi negara cinta keluarga tiramissad gp presiden
"['dukung', 'tanpa', 'batas', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'moga', 'kalian', 'dapat', 'bawa', 'indonesia', 'tuju', 'masa', 'depan', 'yang', 'lebih', 'baik', 'elizazahraa', 'gp', 'presiden']",dukung batas mas ganjar pranowo mahfud md moga bawa indonesia tuju elizazahraa gp presiden
"['ganjar', 'pranowo', 'adalah', 'calon', 'presiden', 'yang', 'tahu', 'cara', 'dekat', 'diri', 'dengan', 'rakyat', 'dukung', 'dari', 'jateng', 'adalah', 'bentuk', 'percaya', 'bajoul', 'gp', 'presiden']",ganjar pranowo calon presiden rakyat dukung jateng bentuk percaya bajoul gp presiden
"['hari', 'mas', 'ganjar', 'bukti', 'bahwa', 'peduli', 'hadap', 'rakyat', 'harus', 'selalu', 'jadi', 'prioritas', 'orang', 'pimpin', 'jco', 'ffee', 'gp', 'presiden']",mas ganjar bukti peduli hadap rakyat prioritas orang pimpin jco ffee gp presiden
"['zainalmusyaffak', 'jokowi', 'kasih', 'tim', 'ganjar', 'sudah', 'jual', 'asam', 'sulfat', 'ham', 'orba', 'culik', 'food', 'estate', 'dan lain lain', 'eh', 'nyata', 'bahkan', 'nyungsep']",zainalmusyaffak jokowi kasih tim ganjar jual asam sulfat ham orba culik food estate dan lain lain eh nyata nyungsep
"['ketika', 'orang', 'pimpin', 'dapat', 'cipta', 'harmoni', 'di', 'rumah', 'mereka', 'pasti', 'dapat', 'cipta', 'harmoni', 'di', 'negeri', 'ini', 'mari', 'dukung', 'ganjar', 'pranowo', 'agatharubby', 'gp', 'presiden']",orang pimpin cipta harmoni rumah cipta harmoni negeri mari dukung ganjar pranowo agatharubby gp presiden
"['moga', 'energi', 'positif', 'dari', 'keluarga', 'ganjar', 'pranowo', 'jadi', 'bawa', 'untung', 'untuk', 'jawa', 'timur', 'sextantcelestia', 'gp', 'presiden']",moga energi positif keluarga ganjar pranowo bawa untung jawa timur sextantcelestia gp presiden
"['dekat', 'mas', 'ganjar', 'dengan', 'alam', 'tunjuk', 'bahwa', 'pimpin', 'sejati', 'harus', 'milik', 'peduli', 'hadap', 'lingkung', 'tataakoya', 'ki', 'gp', 'presiden']",mas ganjar alam pimpin sejati milik peduli hadap lingkung tataakoya ki gp presiden
"['ganjar', 'pranowo', 'tunjuk', 'bahwa', 'pimpin', 'yang', 'baik', 'mulai', 'dari', 'fondasi', 'yang', 'kuat', 'di', 'keluarga', 'belze', 'gp', 'presiden']",ganjar pranowo pimpin fondasi kuat keluarga belze gp presiden
"['lihat', 'mesra', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'buat', 'kita', 'yakin', 'bahwa', 'peka', 'hadap', 'penting', 'rakyat', 'tidak_hanya', 'retorika', 'belaka', 'moga', 'jadi', 'pimpin', 'yang', 'mampu', 'ayom', 'dan', 'bawa', 'maju', 'bagi', 'dki', 'jakarta', 'dan', 'indonesia', 'alex', 'gp', 'presiden']",lihat mesra ganjar pranowo keluarga peka hadap rakyat tidak hanya retorika belaka moga pimpin ayom bawa maju dki jakarta indonesia alex gp presiden
"['srimulat', 'dan', 'ganjar', 'pranowo', 'kombinasi', 'yang', 'buat', 'kita', 'harap', 'politik', 'selalu', 'riah', 'ini', 'bakpaoenakloh', 'gp', 'presiden']",srimulat ganjar pranowo kombinasi harap politik riah bakpaoenakloh gp presiden
"['ganjar', 'pranowo', 'contoh', 'nyata', 'bahwa', 'orang', 'pimpin', 'harus', 'mampu', 'jadi', 'panutan', 'tidak_hanya', 'di', 'panggung', 'politik', 'ursleepyclouds', 'gp', 'presiden']",ganjar pranowo contoh nyata orang pimpin panutan tidak hanya panggung politik ursleepyclouds gp presiden
"['anisfauzan', 'prabowo', 'aniesbaswedan', 'ganjarpranowo', 'mau', 'serang', 'ganjar', 'dengan', 'kasus', 'wadas', 'bunuh', 'diri', 'nama']",anisfauzan prabowo aniesbaswedan ganjarpranowo serang ganjar wadas bunuh nama
"['kita', 'perlu', 'pimpin', 'yang', 'tidak_hanya', 'pandai', 'di', 'dunia', 'politik', 'tetapi', 'juga', 'milik', 'peka', 'hadap', 'alam', 'dan', 'lingkung', 'sekitar', 'ganjar', 'pranowo', 'tunjuk', 'sadar', 'ini', 'lalu', 'interaksi', 'dengan', 'alam', 'vitamin', 'ho', 'gp', 'presiden']",pimpin tidak hanya pandai dunia politik milik peka hadap alam lingkung ganjar pranowo sadar interaksi alam vitamin ho gp presiden
"['cnnindonesia', 'agama', 'ku', 'tidak', 'kata', 'haram', 'tadi', 'pikir', 'golongan putih', 'tapi', 'sejak', 'ada', 'ganjar', 'mahfud', 'harus', 'tusuk', 'besar', 'gambar', 'beliau', 'gama', 'ri', 'dan', 'ri', 'tahun']",cnnindonesia agama ku haram pikir golongan putih ganjar mahfud tusuk gambar beliau gama ri ri
"['momen', 'sama', 'srimulat', 'bukti', 'bahwa', 'ganjar', 'pranowo', 'adalah', 'pimpin', 'yang', 'bisa', 'cair', 'suasana', 'di', 'tengah', 'tegang', 'politik', 'bayernmuen', 'gp', 'presiden']",momen srimulat bukti ganjar pranowo pimpin cair suasana tegang politik bayernmuen gp presiden
"['akrab', 'keluarga', 'ganjar', 'pranowo', 'adalah', 'pesan', 'bahwa', 'bahagia', 'keluarga', 'dapat', 'integrasi', 'ke', 'dalam', 'pimpin', 'yang', 'tanggung', 'jawab', 'velefta', 'gp', 'presiden']",akrab keluarga ganjar pranowo pesan bahagia keluarga integrasi pimpin tanggung velefta gp presiden
"['kita', 'percaya', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'akan', 'bawa', 'visi', 'dan', 'misi', 'yang', 'positif', 'untuk', 'indonesia', 'keluarga', 'yang', 'bahagia', 'negara', 'yang', 'makmur', 'tangis', 'gp', 'presiden']",percaya mas ganjar pranowo mahfud md bawa visi misi positif indonesia keluarga bahagia negara makmur tangis gp presiden
"['moga', 'akrab', 'keluarga', 'mas', 'ganjar', 'pranowo', 'jadi', 'inspirasi', 'bagi', 'pimpin', 'lain', 'untuk', 'lebih', 'dekat', 'dengan', 'rakyat', 'dan', 'keluarga', 'shulazs', 'gp', 'presiden']",moga akrab keluarga mas ganjar pranowo inspirasi pimpin rakyat keluarga shulazs gp presiden
"['video', 'mesra', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'cipta', 'citra', 'positif', 'jika', 'percaya', 'jadi', 'presiden', 'kita', 'yakin', 'beliau', 'akan', 'terap', 'nilai', 'nilai', 'keluarga', 'dalam', 'pimpin', 'virgoddessly', 'gp', 'presiden']",video mesra ganjar pranowo keluarga cipta citra positif percaya presiden beliau terap nilai nilai keluarga pimpin virgoddessly gp presiden
"['keluarga', 'yang', 'bahagia', 'adalah', 'cermin', 'dari', 'pimpin', 'yang', 'baik', 'seperti', 'yang', 'tunjuk', 'oleh', 'mas', 'ganjar', 'pranowo', 'horizonej', 'gp', 'presiden']",keluarga bahagia cermin pimpin mas ganjar pranowo horizonej gp presiden
"['torowagu', 'winnerwave', 'pantas', 'bingung', 'july', 'september', 'waktu', 'ganjar', 'mega', 'jokowi', 'masih', 'kuat', 'nya']",torowagu winnerwave bingung july september ganjar mega jokowi kuat nya
"['mesra', 'keluarga', 'mas', 'ganjar', 'pranowo', 'adalah', 'cermin', 'bahwa', 'orang', 'pimpin', 'harus', 'mampu', 'bagi', 'perhati', 'antara', 'kerja', 'dan', 'keluarga', 'lliiaazz', 'gp', 'presiden']",mesra keluarga mas ganjar pranowo cermin orang pimpin perhati kerja keluarga lliiaazz gp presiden
"['pimpin', 'yang', 'dapat', 'pelihara', 'hubung', 'harmonis', 'dalam', 'keluarga', 'adalah', 'pimpin', 'yang', 'dapat', 'pelihara', 'harmonis', 'dalam', 'negeri', 'mas', 'ganjar', 'tunjuk', 'hal', 'sebut', 'takiyokis', 'gp', 'presiden']",pimpin pelihara hubung harmonis keluarga pimpin pelihara harmonis negeri mas ganjar takiyokis gp presiden
"['dukung', 'saya', 'untuk', 'ganjar', 'dan', 'mahfud', 'adalah', 'dukung', 'untuk', 'bahagia', 'keluarga', 'dan', 'makmur', 'rakyat', 'jakarta', 'awnichol', 'gp', 'presiden']",dukung ganjar mahfud dukung bahagia keluarga makmur rakyat jakarta awnichol gp presiden
"['momen', 'sama', 'ganjar', 'pranowo', 'dan', 'keluarga', 'cipta', 'koneksi', 'emosional', 'dengan', 'masyarakat', 'jatim', 'thinkaboutaa', 'gp', 'presiden']",momen ganjar pranowo keluarga cipta koneksi emosional masyarakat jatim thinkaboutaa gp presiden
"['dinihrdianti', 'wah', 'ganjar', 'emang', 'juara', 'ini', 'kalau', 'jadi', 'presiden', 'pasti', 'bakal', 'cipta', 'banyak', 'lapang', 'kerja']",dinihrdianti ganjar emang juara presiden cipta lapang kerja
"['libat', 'aktif', 'dalam', 'giat', 'alam', 'tunjuk', 'bahwa', 'mas', 'ganjar', 'pranowo', 'milik', 'visi', 'holistik', 'dalam', 'jalan', 'pimpin', 'shyurgaa', 'gp', 'presiden']",libat aktif giat alam mas ganjar pranowo milik visi holistik jalan pimpin shyurgaa gp presiden
"['yang', 'mau', 'nongki', 'bareng', 'dengan', 'mas', 'ganjar', 'boleh', 'kok', 'asal', 'tidak_boleh', 'standup', 'comedy', 'apalagi', 'roasting', 'mas', 'ganjarpranowo', 'belum', 'ada', 'izin', 'khusus', 'buat', 'para', 'mahasiswa', 'apalagi', 'umum', 'pdipkotabekasi', 'mas', 'triadhianto', 'mochtarmohamad']",nongki bareng mas ganjar tidak boleh standup comedy roasting mas ganjarpranowo izin khusus mahasiswa pdipkotabekasi mas triadhianto mochtarmohamad
"['video', 'tentang', 'sama', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'adalah', 'cermin', 'bahwa', 'pimpin', 'sejati', 'adalah', 'mereka', 'yang', 'mampu', 'kelola', 'tanggung', 'jawab', 'keluarga', 'dan', 'negara', 'dengan', 'imbang', 'vnderpleasvre', 'gp', 'presiden']",video ganjar pranowo keluarga cermin pimpin sejati kelola tanggung keluarga negara imbang vnderpleasvre gp presiden
"['mesra', 'dan', 'akrab', 'keluarga', 'ganjar', 'pranowo', 'adalah', 'cermin', 'bahwa', 'bahagia', 'pribadi', 'dapat', 'jadi', 'energi', 'positif', 'dalam', 'jalan', 'tugas', 'negara', 'tifyl', 'gp', 'presiden']",mesra akrab keluarga ganjar pranowo cermin bahagia pribadi energi positif jalan tugas negara tifyl gp presiden
"['moga', 'hangat', 'keluarga', 'mas', 'ganjar', 'dapat', 'resap', 'dan', 'kaya', 'hidup', 'seluruh', 'masyarakat', 'jakarta', 'azwar', 'gp', 'presiden']",moga hangat keluarga mas ganjar resap kaya hidup masyarakat jakarta azwar gp presiden
"['dukung', 'kita', 'untuk', 'mas', 'ganjar', 'dan', 'pak', 'mahfud', 'adalah', 'dukung', 'untuk', 'pimpin', 'yang', 'paham', 'butuh', 'dan', 'aspirasi', 'keluarga', 'shakesvir', 'gp', 'presiden']",dukung mas ganjar mahfud dukung pimpin paham butuh aspirasi keluarga shakesvir gp presiden
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'pimpin', 'yang', 'tidak_hanya', 'komitmen', 'pada', 'jabat', 'tapi', 'juga', 'pada', 'keluarga', 'dan', 'rakyat', 'urikaeureka', 'gp', 'presiden']",ganjar pranowo mahfud md pimpin tidak hanya komitmen jabat keluarga rakyat urikaeureka gp presiden
"['terima kasih', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'atas', 'dedikasi', 'untuk', 'penting', 'rakyat', 'moga', 'sama', 'keluarga', 'jadi', 'kuat', 'dalam', 'bangun', 'negara', 'tapicandu', 'gp', 'presiden']",terima kasih mas ganjar pranowo mahfud md dedikasi rakyat moga keluarga kuat bangun negara tapicandu gp presiden
"['srimulat', 'dan', 'ganjar', 'pranowo', 'pasang', 'yang', 'bukti', 'bahwa', 'politik', 'bisa', 'jadi', 'lebih', 'tarik', 'andika', 'ikuyoo', 'gp', 'presiden']",srimulat ganjar pranowo pasang bukti politik tarik andika ikuyoo gp presiden
"['dukung', 'ganjar', 'mahfud', 'tambah', 'kali', 'ini', 'dukung', 'datang', 'dari', 'ulama', 'baris', 'lauhil', 'mahfud', 'se', 'priangan', 'timur', 'laksanakan']",dukung ganjar mahfud kali dukung ulama baris lauhil mahfud priangan timur laksanakan
"['dukung', 'penuh', 'untuk', 'mas', 'ganjar', 'pranowo', 'harmonis', 'keluarga', 'adalah', 'nilai', 'tambah', 'yang', 'buat', 'pimpin', 'lebih', 'makna', 'runrunroen', 'gp', 'presiden']",dukung penuh mas ganjar pranowo harmonis keluarga nilai pimpin makna runrunroen gp presiden
"['sukses', 'untuk', 'mas', 'ganjar', 'dan', 'pak', 'mahfud', 'md', 'moga', 'pimpin', 'mereka', 'alir', 'dengan', 'lembut', 'seperti', 'air', 'di', 'keluarga', 'mereka', 'solatypes', 'gp', 'presiden']",sukses mas ganjar mahfud md moga pimpin alir lembut air keluarga solatypes gp presiden
"['datang', 'gabjar', 'di', 'pondok pesantren', 'nurul', 'huda', 'untuk', 'silaturahmi', 'dan', 'sambang', 'tali', 'kasih', 'sholawat', 'ribu', 'santri', 'terus', 'lantun', 'sementara', 'perca', 'ganjar', 'dengan', 'para', 'asuh', 'dalam', 'ruang']",gabjar pondok pesantren nurul huda silaturahmi sambang tali kasih sholawat ribu santri lantun perca ganjar asuh ruang
"['moga', 'peduli', 'keluarga', 'ganjar', 'pranowo', 'hadap', 'didik', 'jadi', 'dorong', 'untuk', 'tingkat', 'kualitas', 'didik', 'di', 'indonesia', 'sackysoo', 'gp', 'presiden']",moga peduli keluarga ganjar pranowo hadap didik dorong tingkat kualitas didik indonesia sackysoo gp presiden
"['anton', 'istianto', 'ch', 'chotimah', 'salah', 'sendiri', 'buzzer', 'kamu', 'serang', 'ganjar']",anton istianto ch chotimah salah buzzer serang ganjar
"['sukses', 'selalu', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'moga', 'langkah', 'mereka', 'bawa', 'berkah', 'untuk', 'jatim', 'subak', 'namja', 'gp', 'presiden']",sukses mas ganjar pranowo mahfud md moga langkah bawa berkah jatim subak namja gp presiden
"['keluarga', 'ganjar', 'pranowo', 'adalah', 'cermin', 'dari', 'harmonis', 'yang', 'dapat', 'implementasi', 'dalam', 'pimpin', 'negara', 'sokolaksara', 'gp', 'presiden']",keluarga ganjar pranowo cermin harmonis implementasi pimpin negara sokolaksara gp presiden
"['anak', 'anak', 'ganjar', 'nampak', 'cerdas', 'dan', 'penuh', 'semangat', 'ini', 'tunjuk', 'peran', 'aktif', 'orang', 'tua', 'dalam', 'didik', 'anak', 'anak', 'gallaghersyu', 'gp', 'presiden']",anak anak ganjar nampak cerdas penuh semangat peran aktif orang tua didik anak anak gallaghersyu gp presiden
"['akrab', 'mas', 'ganjar', 'dengan', 'keluarga', 'beri', 'yakin', 'bahwa', 'pimpin', 'yang', 'peduli', 'pada', 'keluarga', 'juga', 'akan', 'peduli', 'pada', 'rakyat', 'this', 'lailand', 'gp', 'presiden']",akrab mas ganjar keluarga pimpin peduli keluarga peduli rakyat this lailand gp presiden
"['mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'tandem', 'yang', 'milik', 'bijaksana', 'keluarga', 'dan', 'visi', 'besar', 'untuk', 'indonesia', 'runfaster', 'gp', 'presiden']",mas ganjar pranowo mahfud md tandem milik bijaksana keluarga visi indonesia runfaster gp presiden
"['moga', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'dapat', 'bawa', 'semangat', 'sama', 'dan', 'peduli', 'keluarga', 'ke', 'tingkat', 'negara', 'vanillaredv', 'ind', 'gp', 'presiden']",moga ganjar pranowo mahfud md bawa semangat peduli keluarga tingkat negara vanillaredv ind gp presiden
"['video', 'mesra', 'ganjar', 'pranowo', 'ingat', 'kita', 'akan', 'penting', 'milik', 'pimpin', 'yang', 'tidak_hanya', 'fokus', 'pada', 'urus', 'negara', 'tetapi', 'juga', 'pada', 'urus', 'keluarga', 'astri', 'cev', 'gp', 'presiden']",video mesra ganjar pranowo milik pimpin tidak hanya fokus urus negara urus keluarga astri cev gp presiden
"['ganjar', 'pranowo', 'mari', 'sama', 'kita', 'juang', 'masa', 'depan', 'yang', 'lebih', 'cerah', 'untuk', 'jakarta', 'blackyurii', 'gp', 'presiden']",ganjar pranowo mari juang cerah jakarta blackyurii gp presiden
"['moga', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'bisa', 'jadi', 'solusi', 'yang', 'tepat', 'untuk', 'bawa', 'ubah', 'positif', 'yang', 'ingin', 'oleh', 'rakyat', 'jatim', 'dan', 'indonesia', 'tikacd', 'gp', 'presiden']",moga mas ganjar pranowo mahfud md solusi bawa ubah positif rakyat jatim indonesia tikacd gp presiden
"['dukung', 'yang', 'terus', 'alir', 'tanda', 'bahwa', 'masyarakat', 'jakarta', 'percaya', 'pada', 'ganjar', 'pranowo', 'bagai', 'pimpin', 'yang', 'mampu', 'bawa', 'ubah', 'positif', 'blackswanstay', 'gp', 'presiden']",dukung alir tanda masyarakat jakarta percaya ganjar pranowo pimpin bawa ubah positif blackswanstay gp presiden
"['dekat', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'cipta', 'suasana', 'pimpin', 'yang', 'sahaja', 'dan', 'tulus', 'abcdefik', 'gp', 'presiden']",ganjar pranowo keluarga cipta suasana pimpin sahaja tulus abcdefik gp presiden
