formalization,stopword_removal
"['digifeeder', 'prabowo', 'gibran', 'tweet', 'gerindra', 'alextham', 'bengkeldodo', 'bentangnegeri', 'xquitavee', 'iamlogan', 'rojeoz', 'raden', 'wijaya', 'genit', 'banget', 'pak', 'prabowo', 'dalam', 'video', 'klip', 'nya']",digifeeder prabowo gibran tweet gerindra alextham bengkeldodo bentangnegeri xquitavee iamlogan rojeoz raden wijaya genit banget prabowo video klip nya
"['holeesheetz', 'partaisocmed', 'prabowo', 'buka', 'mata', 'kamu', 'banci', 'cek', 'tuh', 'akun', 'ngangngengngong', 'tidak', 'jls', 'kamu']",holeesheetz partaisocmed prabowo buka mata banci cek tuh akun ngangngengngong jls
"['elektabilitas', 'kian', 'tingkat', 'ahy', 'optimis', 'prabowo', 'gibran', 'bisa', 'menang', 'di', 'pilpres', '', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",elektabilitas kian tingkat ahy optimis prabowo gibran menang pilpres  agusyudhoyono pdemokrat demokrat bareng ahy
"['fyp', 'penuh', 'kampanye', 'prabowo', 'gin', 'ck']",fyp penuh kampanye prabowo gin ck
"['di', 'depan', 'taruna', 'akmil', 'prabowo', 'ingat', 'abdi', 'dan', 'korban', 'prajurit', 'tni', 'sifat', 'lama', 'dekade']",taruna akmil prabowo abdi korban prajurit tni sifat dekade
"['ahy', 'jika', 'prabowo', 'gibran', 'menang', 'demokrat', 'akan', 'masuk', 'kembali', 'ke', 'perintah', 'ayd', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy prabowo gibran menang demokrat masuk perintah ayd pdemokrat agusyudhoyono demokrat bareng ahy
"['zulhas', 'optimistis', 'prabowo', 'gibran', 'menang', 'satu', 'putar', 'usai', 'debat', 'capres', 'dasar', 'trend', 'elektabilitas', 'memang', 'sudah', 'dekat', '', 'masbowogibran', 'gakretorika', 'pakbowoikut', 'maunyakita', 'menang', 'putar', 'melalui', 'beritasatu']",zulhas optimistis prabowo gibran menang putar debat capres dasar trend elektabilitas  masbowogibran gakretorika pakbowoikut maunyakita menang putar beritasatu
"['hasil', 'survei', 'prabowo', 'gibran', 'moncer', 'ahy', 'yakin', 'menang', 'di', 'putar', 'pertama', 'hva', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",hasil survei prabowo gibran moncer ahy menang putar hva pdemokrat agusyudhoyono demokrat bareng ahy
"['sby', 'pak', 'prabowo', 'tidak_sendiri', 'demokrat', 'akan', 'terus', 'sama', 'lawan', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",sby prabowo tidak sendiri demokrat lawan agusyudhoyono pdemokrat demokrat bareng ahy
"['yulianidiya', 'menhan', 'prabowo', 'hidup', 'prajurit', 'itu', 'tentang', 'abdi', 'dan', 'korban', 'lama', 'dekade']",yulianidiya menhan prabowo hidup prajurit abdi korban dekade
"['digifeeder', 'solo', 'saja', 'bisa', 'ubah', 'dalam', 'waktu', 'singkat', 'saya', 'yakin', 'indonesia', 'juga', 'mampu', 'di', 'ubah', 'dalam', 'periode', 'ini', 'sama', 'prabowo', 'gibran']",digifeeder solo ubah singkat indonesia ubah periode prabowo gibran
"['emang', 'kalau', 'ganjarpranowo', 'jadi', 'president', 'mau', 'diapain', 'prabowo', 'berani', 'dia', 'tidak_keluar', 'juga', 'dlm', 'debat', 'isue', 'berantas', 'ham']",emang ganjarpranowo president diapain prabowo berani tidak keluar dlm debat isue berantas ham
"['ngeri', 'kali', 'narasi', 'dukung', 'prabowo', 'bengis', 'sekali', 'kata', 'nya', 'apa', 'cermin', 'yang', 'di', 'dukung']",ngeri kali narasi dukung prabowo bengis nya cermin dukung
"['gibran', 'tweet', 'persisofficial', 'bhayangkara', 'fc', 'demokrasi', 'tidak_cuma', 'soal', 'menang', 'milu', 'harus', 'adil', 'dan', 'transparan', 'saudara laki laki', 'prabowo', 'gibran', 'lebih', 'untung', 'lho']",gibran tweet persisofficial bhayangkara fc demokrasi tidak cuma menang milu adil transparan saudara laki laki prabowo gibran untung lho
"['porosprabowo', 'pak', 'prabowo', 'pecat', 'saja', 'ini', 'adminnya', 'kok', 'bahkan', 'promosiin', 'pak', 'anies', 'awokawkok']",porosprabowo prabowo pecat adminnya promosiin anies awokawkok
"['yulianidiya', 'prabowo', 'gibran', 'punya', 'trik', 'khusus', 'untuk', 'pilih', 'yang', 'masih', 'bimbang', 'dekade']",yulianidiya prabowo gibran trik khusus pilih bimbang dekade
"['ayo', 'kembali', 'kita', 'undang', 'prabowo', 'wiranto', '', 'amp', 'pandu', 'sorak', 'untuk', 'ikut', 'hadir', 'temu', 'keluarga', 'korban']",ayo undang prabowo wiranto  amp pandu sorak hadir temu keluarga korban
"['tempat', 'wisata', 'keluarga', 'di', 'bandung', 'rekomendasi', 'libur', 'akhir', 'tahun', 'seru', 'sama', 'orang', 'sayang', 'masdar', 'anies', 'prabowo', 'bts', 'is', 'coming', 'gaco', 'seventeen', 'gempa', 'adidas']",wisata keluarga bandung rekomendasi libur seru orang sayang masdar anies prabowo bts is coming gaco seventeen gempa adidas
"['yulianidiya', 'paslon', 'prabowo', 'gibran', 'tidak_galau', 'pilih', 'yang', 'pasti', 'dekade']",yulianidiya paslon prabowo gibran tidak galau pilih dekade
"['soundefire', 'daggerdast', 'partaisocmed', 'kamu', 'lihat', 'di', 'belakang', 'prabowo', 'kan', 'hitung', 'saja', 'ada', 'berpa', 'kuasa', 'di', 'situ', 'ada', 'yaitu', 'suharto', 'sby', 'dan', 'jokowi', 'arti', 'prabowo', 'hanya', 'estafet', 'dari', 'kuasa', 'tsbt']",soundefire daggerdast partaisocmed lihat prabowo hitung berpa kuasa situ suharto sby jokowi arti prabowo estafet kuasa tsbt
"['narkosun', 'tenang', 'pak', 'prabowo', 'anda', 'menang', 'di', 'hati', 'kami', 'tapi', 'maaf', 'anies', 'lah', 'menang', 'untuk', 'saat', 'ini', 'tenang', 'masih', 'ada', 'silah', 'lawan', 'inkamben', 'presiden', 'anies']",narkosun tenang prabowo menang hati maaf anies menang tenang silah lawan inkamben presiden anies
"['elektabilitas', 'tembus', 'persen', 'ahy', 'prabowo', 'bisa', 'menang', 'satu', 'putar', '', 'ze', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",elektabilitas tembus persen ahy prabowo menang putar  ze agusyudhoyono pdemokrat demokrat bareng ahy
"['ahy', 'prabowo', 'adalah', 'pimpin', 'satu', 'bangsa', 'sp', '', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy prabowo pimpin bangsa sp  pdemokrat agusyudhoyono demokrat bareng ahy
"['dennyindrayana', 'klu', 'orang', 'ini', 'di', 'dapilku', 'pasti', 'tidak', 'akn', 'aku', 'pilih', 'aneh', 'banget', 'partai', 'dukung', 'prabowo', 'gibran', 'tapi', 'bahkan', 'di', 'serang', 'melulu', 'jago', 'partai']",dennyindrayana klu orang dapilku akn pilih aneh banget partai dukung prabowo gibran serang melulu jago partai
"['gibran', 'gen', 'gibran', 'tweet', 'prabowo', 'moga', 'dengan', 'hati', 'yang', 'tulus', 'kerja', 'untuk', 'warga', 'solo', 'bisa', 'jadi', 'mas', 'gibran', 'bagai', 'wakil', 'presiden', 'dan', 'kerja', 'untuk', 'rakyat', 'indonesia']",gibran gen gibran tweet prabowo moga hati tulus kerja warga solo mas gibran wakil presiden kerja rakyat indonesia
"['cnnindonesia', 'tidak_prabowo', 'yang', 'serang', 'anies', 'sementara', 'anies', 'itu', 'ungkap', 'fakta', 'apa', 'yang', 'jadi', 'di', 'lapang', 'benar', 'aneh', 'sekali', 'kalian', 'budimandjatmiko']",cnnindonesia tidak prabowo serang anies anies fakta lapang aneh budimandjatmiko
"['happy birthday', 'saudara laki laki', 'chidory', 'sehat', 'sukses', 'dan', 'lucu', 'selalu', 'admin', 'gerindra', 'dukung', 'dan', 'dukung', 'pak', 'prabowo', 'ultah', 'neh', 'kasih', 'ucap', 'admin']",happy birthday saudara laki laki chidory sehat sukses lucu admin gerindra dukung dukung prabowo ultah neh kasih admin
"['penting', 'ini', 'ar', 'negeri', 'sering', 'pakai', 'dan', 'guna', 'banget', 'masdar', 'anies', 'prabowo', 'bts', 'is', 'coming', 'gaco', 'seventeen', 'gempa', 'aperformanceoftheyear', 'adidas']",ar negeri pakai banget masdar anies prabowo bts is coming gaco seventeen gempa aperformanceoftheyear adidas
"['yulianidiya', 'paslon', 'prabowo', 'gibran', 'target', '', 'pilih', 'bimbang', 'di', 'pilpres', 'dekade']",yulianidiya paslon prabowo gibran target  pilih bimbang pilpres dekade
"['ajengcute', 'anda', 'baru', 'saja', 'jadi', 'ordal', 'prabowo', 'langsung', 'gila']",ajengcute ordal prabowo langsung gila
"['nenkmonica', 'andre', 'rosiade', 'betul', 'yang', 'itu', 'kakak', 'monica', 'itu', 'memang', 'janji', 'untuk', 'pilpres', 'pak', 'prabowo', 'tidak', 'mau', 'salip', 'seperti', 'gubernur', 'jokowi', 'pas', 'jabat', 'pilpres', 'sudah', 'usang', 'tuh', 'janji']",nenkmonica andre rosiade kakak monica janji pilpres prabowo salip gubernur jokowi pas jabat pilpres usang tuh janji
"['nasionalisme', 'dan', 'teguh', 'prabowo', 'subianto', 'lawan', 'inferiority', 'complex']",nasionalisme teguh prabowo subianto lawan inferiority complex
"['lama', 'lama', 'bosan', 'lihat', 'prabowo', 'viralnya', 'kok', 'cuma', 'joged', 'lucu', 'nya', 'doang', 'sama', 'kontroversi', 'mk', 'tidak_punya', 'yang', 'lain', 'apa']",bosan lihat prabowo viralnya joged lucu nya doang kontroversi mk tidak punya
"['ahy', 'tegas', 'demokrat', 'siap', 'kampanye', 'bareng', 'prabowo', 'gibran', 'yvx', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy demokrat kampanye bareng prabowo gibran yvx agusyudhoyono pdemokrat demokrat bareng ahy
"['aryprasetyo', 'koteka', 'nakula', 'anakkolong', 'al', 'las', 'agusvalent', 'miduk', 'militan', 'nkri', 'gunromli', 'seruanhl', 'nt', 'ng', 'gera', 'reforma', 'agraria', 'mesti', 'rasa', 'oleh', 'rakjat', 'mana', 'gosip', 'ada', 'bagi', 'bagi', 'izin', 'lahan', 'tambang', 'yang', 'sudah', 'di', 'pergi', 'banyak', 'izin', 'bagi', 'dengan', 'adil', 'dan', 'merakjat', 'moga', 'pak', 'prabowo', 'nanti', 'membagikanya', 'dengan', 'adil', 'dan', 'merakjat', 'paten', 'merdeka']",aryprasetyo koteka nakula anakkolong al las agusvalent miduk militan nkri gunromli seruanhl nt ng gera reforma agraria mesti rakjat gosip izin lahan tambang pergi izin adil merakjat moga prabowo membagikanya adil merakjat paten merdeka
"['sby', 'instruksi', 'kader', 'demokrat', 'menang', 'prabowo', 'gibran', 'tfc', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",sby instruksi kader demokrat menang prabowo gibran tfc agusyudhoyono pdemokrat demokrat bareng ahy
"['gibran', 'gen', 'gibran', 'tweet', 'prabowo', 'respect', 'sm', 'kerja', 'mas', 'gibran', 'yang', 'selalu', 'maksimal']",gibran gen gibran tweet prabowo respect sm kerja mas gibran maksimal
"['heraloebss', 'gibran', 'tweet', 'prabowo', 'golkar', 'id', 'gerindra', 'datuakrajoangek', 'psi', 'id', 'nggedabrus', 'mimpi', 'buruk', 'iya', 'contoh', 'di', 'solo', 'saja', 'orang', 'kader', 'yang', 'lebih', 'senior', 'disleding', 'ketika', 'jago', 'walkot', 'yang', 'baru', 'hari', 'jadi', 'kader', 'dan', 'sekarang', 'tagih', 'mau', 'nyawapres']",heraloebss gibran tweet prabowo golkar id gerindra datuakrajoangek psi id nggedabrus mimpi buruk iya contoh solo orang kader senior disleding jago walkot kader tagih nyawapres
"['beda', 'dengan', 'survey', 'penelitian dan pengembangan', 'kompas', 'ganjar', '', 'prabowo', '', 'anies', '']",beda survey penelitian dan pengembangan kompas ganjar  prabowo  anies 
"['hasbil', 'lbs', 'aniesbaswedan', 'kalau', 'prabowo', 'gagal', 'lagi', 'dan', 'ahy', 'tarik', 'jadi', 'menteri', 'oleh', 'arb', 'sampeyan', 'tetep', 'nyaleg', 'tidak_']",hasbil lbs aniesbaswedan prabowo gagal ahy tarik menteri arb sampeyan tetep nyaleg tidak 
"['citra', 'lucu', 'prabowo', 'lama', 'ini', 'rupa', 'bagi', 'dari', 'ilusi', 'realitas', 'yang', 'buat']",citra lucu prabowo rupa ilusi realitas
"['sama', 'pak', 'prabowo', 'mas', 'agusyudhoyono', 'silaturahmi', 'dengan', 'kyai', 'ulama', '', 'amp', 'santri', 'di', 'pondok pesantren', 'miftahul', 'huda', 'tasikmalaya', 'hfn', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",prabowo mas agusyudhoyono silaturahmi kyai ulama  amp santri pondok pesantren miftahul huda tasikmalaya hfn agusyudhoyono pdemokrat demokrat bareng ahy
"['prabowo', 'itu', 'orang', 'patriot', 'dan', 'siap', 'mati', 'untuk', 'negara']",prabowo orang patriot mati negara
"['ahy', 'prabowo', 'pimpin', 'yang', 'perhati', 'rakyat', 'kecil', 'zxy', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy prabowo pimpin perhati rakyat zxy pdemokrat agusyudhoyono demokrat bareng ahy
"['ariemutyara', 'hanya', 'cerdas', 'pak', 'anies', 'yang', 'bisa', 'buat', 'melel', 'lidah', 'nya', 'prabowo']",ariemutyara cerdas anies melel lidah nya prabowo
"['nenkmonica', 'kalau', 'jadi', 'kuasa', 'susah', 'bisnis', 'bebas', 'nah', 'kalau', 'gin', 'kan', 'bisa', 'bisnis', 'mulia', 'sekali', 'pembimbing akademik', 'prabowo', 'ini']",nenkmonica kuasa susah bisnis bebas gin bisnis mulia pembimbing akademik prabowo
"['are', 'inismyname', 'propaganda', 'bengkeldodo', 'ndons', 'kembali', 'adri', 'andreassolusi', 'mpoklela', 'florieliciouss', 'kimberley', 'bank', 'joee', 'bangsaygsujud', 'gelar', 'anies', 'yang', 'abrek', 'abrek', 'bahkan', 'kuliah', 'ny', 'sampai', 'ke', 'luar', 'negri', 'bahkan', 'dia', 'pernah', 'jadi', 'rektor', 'universitas', 'paramdina', 'rontok', 'di', 'tangan', 'dukung', 'prabowo', 'yang', 'gk', 'pernah', 'sekolah', 'sama', 'sekali']",are inismyname propaganda bengkeldodo ndons adri andreassolusi mpoklela florieliciouss kimberley bank joee bangsaygsujud gelar anies abrek abrek kuliah negri rektor universitas paramdina rontok tangan dukung prabowo gk sekolah
"['elektabilitas', 'prabowo', 'gibran', 'selalu', 'unggul', 'ahy', 'tidak_sampai', 'kita', 'sudah', 'rasa', 'menang', 'sxh', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",elektabilitas prabowo gibran unggul ahy tidak sampai menang sxh pdemokrat agusyudhoyono demokrat bareng ahy
"['ini', 'tempat', 'beli', 'cromboloni', 'viral', 'di', 'gresik', 'alamat', 'harga', 'dan', 'varian', 'lengkap', 'anies', 'prabowo', 'bts', 'is', 'coming', 'gaco', 'seventeen', 'gempa', 'aperformanceoftheyear', 'adidas']",beli cromboloni viral gresik alamat harga varian lengkap anies prabowo bts is coming gaco seventeen gempa aperformanceoftheyear adidas
"['uki', 'bisa', 'arti', 'jokowi', 'sdg', 'manipulasi', 'dan', 'prabowo', 'itu', 'benteng', 'dari', 'pihak', 'yang', 'ingin', 'uak', 'manipulasi', 'itu']",uki arti jokowi sdg manipulasi prabowo benteng uak manipulasi
"['ferizandra', 'ada', 'maklum', 'pada', 'bab', 'ibadah', 'au', 'sudah', 'om', 'puyeng']",ferizandra maklum bab ibadah au om puyeng
"['kimberley', 'boleh', 'ketawa', 'iya', 'kakak', 'lucu', 'kakak', 'seperti', 'pak', 'prabowo', 'tapi', 'kita', 'tidak', 'cari', 'pimpin', 'yang', 'lucu', 'hanya', 'karena', 'kita', 'punya', 'empati', 'terus', 'kita', 'gadai', 'nasib', 'bangsa', 'ini', 'ke', 'orang', 'yang', 'tidak', 'tepat', 'empati', 'jangan', 'tukar', 'dg', 'nasib', 'bangsa']",kimberley ketawa iya kakak lucu kakak prabowo cari pimpin lucu empati gadai nasib bangsa orang empati tukar nasib bangsa
"['aku', 'yakin', 'banget', 'deh', 'sama', 'pak', 'prabowo', 'ini']",banget deh prabowo
"['anthon', 'moh', 'carlitovito', 'andre', 'rosiade', 'makane', 'itu', 'secara', 'politis', 'pks', 'akan', 'susah', 'kembali', 'sanding', 'dengan', 'gerindra', 'sudah', 'berapa', 'kali', 'dihianatin', 'gerindra', 'ehh', 'bahkan', 'sekarang', 'gerindra', 'yang', 'cari perhatian', 'kanan', 'kiri', 'rasa', 'dihianati', 'wkwkw', 'ane', 'sebagai', 'simpatisan', 'pks', 'dari', 'tahun', 'tidak_akan', 'pernah', 'pilih', 'prabowo']",anthon moh carlitovito andre rosiade makane politis pks susah sanding gerindra kali dihianatin gerindra ehh gerindra cari perhatian kanan kiri dihianati wkwkw ane simpatisan pks tidak akan pilih prabowo
"['boediantar', 'apalagi', 'yang', 'mau', 'ban', 'prabowo', 'andre', 'rosiade']",boediantar ban prabowo andre rosiade
"['prabowo', 'sindir', 'anies', 'baswedan', 'anggaran pendapatan dan belanja daerah', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']",prabowo sindir anies baswedan anggaran pendapatan dan belanja daerah mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih
"['yang', 'ada', 'cuman', 'photo', 'soeharto', 'dan', 'prabowo', 'photo', 'gibran', 'nya', 'kenapa', 'tidak', 'ada', 'iya']",cuman photo soeharto prabowo photo gibran nya iya
"['kemarin', 'saya', 'gimick', 'milih', 'prabowo', 'saya', 'di', 'silent', 'treatment', 'rumah', 'ini', 'bagaimana', 'kalau', 'saya', 'muji', 'anies', 'iya', 'kayak', 'deportasi', 'dari', 'rumah']",kemarin gimick milih prabowo silent treatment rumah muji anies iya kayak deportasi rumah
"['megawati', 'muda', 'dan', 'prabowo', 'subianto', 'muda']",megawati muda prabowo subianto muda
"['heraloebss', 'gibran', 'tweet', 'prabowo', 'golkar', 'id', 'gerindra', 'datuakrajoangek', 'psi', 'id', 'kalau', 'tidak', 'awal', 'dari', 'proses', 'yang', 'penuh', 'tanda', 'tanya', 'bisa', 'jadi', 'peluang', 'itu', 'ada', 'tapi', 'sayang', 'sungguh', 'sayang', 'kurang', 'sabar']",heraloebss gibran tweet prabowo golkar id gerindra datuakrajoangek psi id proses penuh tanda peluang sayang sungguh sayang sabar
"['gibran', 'gen', 'gibran', 'tweet', 'prabowo', 'warga', 'sangat', 'banyak', 'harap', 'bantu', 'dari', 'perintah', 'agar', 'dapat', 'hidup', 'lebih', 'baik', 'makanya', 'mas', 'gibran', 'tidak_ada', 'waktu', 'untuk', 'santa']",gibran gen gibran tweet prabowo warga harap bantu perintah hidup mas gibran tidak ada santa
"['partaisocmed', 'aniesbaswedan', 'prabowo', 'telo', 'mid', 'telo']",partaisocmed aniesbaswedan prabowo telo mid telo
"['elektabilitas', 'kian', 'tingkat', 'ahy', 'optimis', 'prabowo', 'gibran', 'bisa', 'menang', 'di', 'pilpres', 'aiq', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",elektabilitas kian tingkat ahy optimis prabowo gibran menang pilpres aiq pdemokrat agusyudhoyono demokrat bareng ahy
"['nusron', 'wahid', 'sesal', 'nyata', 'anies', 'soal', 'prabowo', 'tidak_tahan', 'oposisi', 'itu', 'kerdil', 'rekonsiliasi', 'dekade']",nusron wahid sesal nyata anies prabowo tidak tahan oposisi kerdil rekonsiliasi dekade
"['terus', 'nyeang', 'prabowo', 'dengan', 'isue', 'ham', 'memang', 'kalau', 'ganjarpranowo', 'jadi', 'president', 'mau', 'diapain', 'prabowo', 'mau', 'buat', 'apa', 'president', 'sudah', 'silih', 'ganti', 'prabowo', 'masih', 'ada', 'apa', 'masuk', 'juga', 'berlebihan']",nyeang prabowo isue ham ganjarpranowo president diapain prabowo president silih ganti prabowo masuk
"['sama', 'prabowo', 'dan', 'gibran', 'indonesia', 'akan', 'lebih', 'maju', 'program', 'prioritaspragibs']",prabowo gibran indonesia maju program prioritaspragibs
"['tertawa', 'aku', 'ancem', 'keluarga', 'aku', 'kalau', 'tidak_milih', 'prabowo']",tertawa ancem keluarga tidak milih prabowo
"['mimih', 'mei', 'abby', 'mei', 'abbynfam', 'bengkeldodo', 'alextham', 'gtobing', 'yosephrosario', 'digifeeder', 'raden', 'wijaya', 'rojeoz', 'th', 'sitie', 'feb', 'nari', 'mari', 'kita', 'bukti', 'bahwa', 'milu', 'ini', 'sejuk', 'dan', 'damai', 'sama', 'awal', 'menang', 'prabowo', 'gibran']",mimih mei abby mei abbynfam bengkeldodo alextham gtobing yosephrosario digifeeder raden wijaya rojeoz th sitie feb nari mari bukti milu sejuk damai menang prabowo gibran
"['pintakars', 'ndrewstjan', 'aniesbaswedan', 'tapi', 'cakap', 'dalam', 'kelola', 'negara', 'dan', 'atas', 'masalah', 'negara', 'itu', 'juga', 'penting', 'lho', 'are', 'you', 'sure', 'prabowo', 'gibran', 'itu', 'bisa', 'tidak_cuma', 'joget', 'lucu', 'saja', 'rakyat', 'indo', 'itu', 'tidak_rakyat', 'tiktok', 'dari', 'paslon', 'memang', 'ada', 'plus', 'minus', 'nama', 'juga', 'politis']",pintakars ndrewstjan aniesbaswedan cakap kelola negara negara lho are you sure prabowo gibran tidak cuma joget lucu rakyat indo tidak rakyat tiktok paslon plus minus nama politis
"['yulianidiya', 'menhan', 'prabowo', 'subianto', 'abdi', 'dan', 'korban', 'prajurit', 'tidak_henti', 'tetap', 'ada', 'lama', 'dekade']",yulianidiya menhan prabowo subianto abdi korban prajurit tidak henti dekade
"['ahy', 'demokrat', 'siap', 'kawal', 'menang', 'prabowo', 'gibran', 'di', 'pilpres', '', '', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy demokrat kawal menang prabowo gibran pilpres   pdemokrat agusyudhoyono demokrat bareng ahy
"['kelola', 'lingkung', 'yang', 'lanjut', 'adalah', 'komitmen', 'prabowo', 'gibran', 'dalam', 'cipta', 'bangun', 'yang', 'wibawa', 'program', 'prioritaspragibs']",kelola lingkung komitmen prabowo gibran cipta bangun wibawa program prioritaspragibs
"['yulianidiya', 'billy', 'mambrasar', 'nilai', 'positif', 'respons', 'prabowo', 'soal', 'isu', 'ham', 'di', 'papua', 'dekade']",yulianidiya billy mambrasar nilai positif respons prabowo isu ham papua dekade
"['hasbil', 'lbs', 'prabowo', 'ganjarpranowo', 'aniesbaswedan', 'salah', 'lapak', 'bang', 'kalau', 'mau', 'komen', 'seperti', 'gin', 'di', 'tiktok', 'banyak', 'yang', 'dukung']",hasbil lbs prabowo ganjarpranowo aniesbaswedan salah lapak bang komen gin tiktok dukung
"['partaisocmed', 'prabowo', 'adalah', 'satu', 'satu', 'capres', 'yang', 'sudah', 'selesai', 'dg', 'diri', 'sendiri', 'tidak_ada', 'nafsu', 'tidak_ada', 'ambisi', '', 'ia', 'taruh', 'hidup', 'hanya', 'untuk', 'nkri', 'moga', 'pak', 'prabowo', 'beri', 'sehat', 'selalu', 'kami', 'segenap', 'laskar', 'jokowi', 'siap', 'awal', 'pak', 'prabowo', 'prabowo', 'for', 'president']",partaisocmed prabowo capres selesai tidak ada nafsu tidak ada ambisi  taruh hidup nkri moga prabowo sehat segenap laskar jokowi prabowo prabowo for president
"['resty', 'cayah', 'prabowo', 'ayo', 'bongkar', 'bongkar', 'busuk', 'prabowo', 'subianto']",resty cayah prabowo ayo bongkar bongkar busuk prabowo subianto
"['partaisocmed', 'aniesbaswedan', 'prabowo', 'menjilatt', 'terus']",partaisocmed aniesbaswedan prabowo menjilatt
"['alisyarief', 'saya', 'percaya', 'pak', 'aniesbaswedan', 'tidak_lagi', 'percaya', 'prabowo']",alisyarief percaya aniesbaswedan tidak lagi percaya prabowo
"['instruksi', 'ahy', 'ke', 'kader', 'demokrat', 'menang', 'prabowo', 'di', 'pilpres', 'wye', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",instruksi ahy kader demokrat menang prabowo pilpres wye pdemokrat agusyudhoyono demokrat bareng ahy
"['firdasyeban', 'apa', 'yang', 'mau', 'di', 'kata', 'prabowo', 'tentang', 'kasus', 'langgar', 'ham', 'jika', 'di', 'pmerinthan', 'jokowi', 'saja', 'tidak_beres']",firdasyeban prabowo langgar ham pmerinthan jokowi tidak beres
"['partaisocmed', 'aniesbaswedan', 'prabowo', 'kamu', 'tidak_malu', 'ngetweet', 'ginian', 'tidak_ngaca']",partaisocmed aniesbaswedan prabowo tidak malu ngetweet ginian tidak ngaca
"['usai', 'gabung', 'kim', 'elektabilitas', 'demokrat', 'dan', 'prabowo', 'kian', 'tingkat', 'cj', '', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",gabung kim elektabilitas demokrat prabowo kian tingkat cj  agusyudhoyono pdemokrat demokrat bareng ahy
"['prabowo', 'sindir', 'anies', 'baswedan', 'anggaran pendapatan dan belanja daerah', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']",prabowo sindir anies baswedan anggaran pendapatan dan belanja daerah mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih
"['zulkiflilubis', 'prabowo', 'gibran', 'tweet', 'aniesbaswedan', 'yabg', 'kata', 'negarawan']",zulkiflilubis prabowo gibran tweet aniesbaswedan yabg negarawan
"['tarik', 'perspektif', 'bapak', 'eddy', 'soeparno', 'kena', 'putus', 'anis', 'dan', 'ganjar', 'apakah', 'memang', 'hanya', 'prabowo', 'yang', 'lihat', 'lebih', 'tegas', 'dalam', 'lanjut', 'program', 'jokowi']",tarik perspektif eddy soeparno kena putus anis ganjar prabowo lihat program jokowi
"['prabowo', 'ramal', 'ahy', 'bakal', 'jadi', 'pimpin', 'di', 'tingkat', 'nasional', 'posisi nyaman', '', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",prabowo ramal ahy pimpin tingkat nasional posisi nyaman  agusyudhoyono pdemokrat demokrat bareng ahy
"['partaisocmed', 'aniesbaswedan', 'prabowo', 'unfoll', 'dulu', 'lah', 'socmed', 'dadak', 'bego', 'terus', 'gin', 'sekarang']",partaisocmed aniesbaswedan prabowo unfoll socmed dadak bego gin
"['carlitovito', 'andre', 'rosiade', 'kita', 'ikut', 'saja', 'perintah', 'prabowo']",carlitovito andre rosiade perintah prabowo
"['ajengcute', 'hampir', 'tiap', 'minggu', 'orang', 'demo', 'kantor', 'komnasham', 'dan', 'tiap', 'kali', 'pak', 'prabowo', 'udang', 'ke', 'tidak_pernah', 'mau', 'datang']",ajengcute minggu orang demo kantor komnasham kali prabowo udang tidak pernah
"['ahy', 'prabowo', 'selalu', 'perhati', 'rakyat', 'kecil', 'dan', 'turun', 'ke', 'bawah', '', 'vm', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy prabowo perhati rakyat turun  vm pdemokrat agusyudhoyono demokrat bareng ahy
"['azissubekti', 'prabowo', 'moga', 'anak', 'nanti', 'bunuh', 'oleh', 'polisi', 'biar', 'prabowo', 'bisa', 'juang', 'adil', 'buat', 'kamu']",azissubekti prabowo moga anak bunuh polisi biar prabowo juang adil
