created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,cleansing,remove_emojis,case_folding,tokenizing,stemming_list,stemming,negation,formalization,stopword_list,stopword_removal
Fri Dec 15 04:09:25 +0000 2023,1735512358309810229,AHY instruksikan kader Demokrat rapatkan barisan menangkan Prabowo. rel  AgusYudhoyono PDemokrat Demokrat Bareng AHY https://t.co/IWiCqmf6NQ,0,0,0,0,in,1101762919,1735512358309810229,Iza_Zot,https://twitter.com/Iza_Zot/status/1735512358309810229,AHY instruksikan kader Demokrat rapatkan barisan menangkan Prabowo  rel  AgusYudhoyono PDemokrat Demokrat Bareng AHY,AHY instruksikan kader Demokrat rapatkan barisan menangkan Prabowo  rel  AgusYudhoyono PDemokrat Demokrat Bareng AHY,ahy instruksikan kader demokrat rapatkan barisan menangkan prabowo  rel  agusyudhoyono pdemokrat demokrat bareng ahy,"['ahy', 'instruksikan', 'kader', 'demokrat', 'rapatkan', 'barisan', 'menangkan', 'prabowo', 'rel', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']","['ahy', 'instruksi', 'kader', 'demokrat', 'rapat', 'baris', 'menang', 'prabowo', 'rel', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy instruksi kader demokrat rapat baris menang prabowo rel agusyudhoyono pdemokrat demokrat bareng ahy,"['ahy', 'instruksi', 'kader', 'demokrat', 'rapat', 'baris', 'menang', 'prabowo', 'rel', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']","['ahy', 'instruksi', 'kader', 'demokrat', 'rapat', 'baris', 'menang', 'prabowo', 'rel', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']","['ahy', 'instruksi', 'kader', 'demokrat', 'rapat', 'baris', 'menang', 'prabowo', 'rel', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy instruksi kader demokrat rapat baris menang prabowo rel agusyudhoyono pdemokrat demokrat bareng ahy
Fri Dec 15 04:09:24 +0000 2023,1735512355877081122,"Dlm debat anies n ganjar spt kompak serang prabowo ttg pelanggaran ham, bisnis macet ga ikut kekuasaan. Knp prabowo ga balik nanya kasus e-ktp ke ganjar ato formula-e, warga dki meninggal tp trlantar ke anies? Jubir n bala² 02 lbh sibuk counter serangan lawan. Settingan gasi",0,0,0,0,in,606328025,1735512355877081122,kanitanafiza,https://twitter.com/kanitanafiza/status/1735512355877081122,Dlm debat anies ganjar spt kompak serang prabowo ttg pelanggaran ham  bisnis macet ga ikut kekuasaan  Knp prabowo ga balik nanya kasus ktp ke ganjar ato formula warga dki meninggal tp trlantar ke anies  Jubir bala lbh sibuk counter serangan lawan  Settingan gasi,Dlm debat anies   ganjar spt kompak serang prabowo ttg pelanggaran ham  bisnis macet ga ikut kekuasaan  Knp prabowo ga balik nanya kasus   ktp ke ganjar ato formula    warga dki meninggal tp trlantar ke anies  Jubir   bala   lbh sibuk counter serangan lawan  Settingan gasi,dlm debat anies ganjar spt kompak serang prabowo ttg pelanggaran ham  bisnis macet ga ikut kekuasaan  knp prabowo ga balik nanya kasus ktp ke ganjar ato formula warga dki meninggal tp trlantar ke anies  jubir bala lbh sibuk counter serangan lawan  settingan gasi,"['dlm', 'debat', 'anies', 'ganjar', 'spt', 'kompak', 'serang', 'prabowo', 'ttg', 'pelanggaran', 'ham', 'bisnis', 'macet', 'ga', 'ikut', 'kekuasaan', 'knp', 'prabowo', 'ga', 'balik', 'nanya', 'kasus', 'ktp', 'ke', 'ganjar', 'ato', 'formula', 'warga', 'dki', 'meninggal', 'tp', 'trlantar', 'ke', 'anies', 'jubir', 'bala', 'lbh', 'sibuk', 'counter', 'serangan', 'lawan', 'settingan', 'gasi']","['dlm', 'debat', 'anies', 'ganjar', 'spt', 'kompak', 'serang', 'prabowo', 'ttg', 'langgar', 'ham', 'bisnis', 'macet', 'ga', 'ikut', 'kuasa', 'knp', 'prabowo', 'ga', 'balik', 'nanya', 'kasus', 'ktp', 'ke', 'ganjar', 'ato', 'formula', 'warga', 'dki', 'tinggal', 'tp', 'trlantar', 'ke', 'anies', 'jubir', 'bala', 'lbh', 'sibuk', 'counter', 'serang', 'lawan', 'settingan', 'gas']",dlm debat anies ganjar spt kompak serang prabowo ttg langgar ham bisnis macet ga ikut kuasa knp prabowo ga balik nanya kasus ktp ke ganjar ato formula warga dki tinggal tp trlantar ke anies jubir bala lbh sibuk counter serang lawan settingan gas,"['dlm', 'debat', 'anies', 'ganjar', 'spt', 'kompak', 'serang', 'prabowo', 'ttg', 'langgar', 'ham', 'bisnis', 'macet', 'tidak_ikut', 'kuasa', 'knp', 'prabowo', 'tidak_balik', 'nanya', 'kasus', 'ktp', 'ke', 'ganjar', 'ato', 'formula', 'warga', 'dki', 'tinggal', 'tp', 'trlantar', 'ke', 'anies', 'jubir', 'bala', 'lbh', 'sibuk', 'counter', 'serang', 'lawan', 'settingan', 'gas']","['dlm', 'debat', 'anies', 'ganjar', 'seperti', 'kompak', 'serang', 'prabowo', 'tentang', 'langgar', 'ham', 'bisnis', 'macet', 'tidak_ikut', 'kuasa', 'kenapa', 'prabowo', 'tidak_balik', 'bertanya', 'kasus', 'ktp', 'ke', 'ganjar', 'atau', 'formula', 'warga', 'dki', 'tinggal', 'tapi', 'trlantar', 'ke', 'anies', 'juru bicara', 'bala', 'lebih', 'sibuk', 'counter', 'serang', 'lawan', 'settingan', 'laksanakan']","['dlm', 'debat', 'anies', 'ganjar', 'kompak', 'serang', 'prabowo', 'langgar', 'ham', 'bisnis', 'macet', 'tidak', 'ikut', 'kuasa', 'prabowo', 'tidak', 'balik', 'ktp', 'ganjar', 'formula', 'warga', 'dki', 'tinggal', 'trlantar', 'anies', 'juru bicara', 'bala', 'sibuk', 'counter', 'serang', 'lawan', 'settingan', 'laksanakan']",dlm debat anies ganjar kompak serang prabowo langgar ham bisnis macet tidak ikut kuasa prabowo tidak balik ktp ganjar formula warga dki tinggal trlantar anies juru bicara bala sibuk counter serang lawan settingan laksanakan
Fri Dec 15 04:09:22 +0000 2023,1735512348864238040,AHY ajak seluruh kader partai Demokrat menangkan Prabowo di pilpres 2024. upj  PDemokrat AgusYudhoyono Demokrat Bareng AHY https://t.co/9fLWfecixv,0,0,0,0,in,1101762919,1735512348864238040,Iza_Zot,https://twitter.com/Iza_Zot/status/1735512348864238040,AHY ajak seluruh kader partai Demokrat menangkan Prabowo di pilpres upj  PDemokrat AgusYudhoyono Demokrat Bareng AHY,AHY ajak seluruh kader partai Demokrat menangkan Prabowo di pilpres    upj  PDemokrat AgusYudhoyono Demokrat Bareng AHY,ahy ajak seluruh kader partai demokrat menangkan prabowo di pilpres upj  pdemokrat agusyudhoyono demokrat bareng ahy,"['ahy', 'ajak', 'seluruh', 'kader', 'partai', 'demokrat', 'menangkan', 'prabowo', 'di', 'pilpres', 'upj', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['ahy', 'ajak', 'seluruh', 'kader', 'partai', 'demokrat', 'menang', 'prabowo', 'di', 'pilpres', 'upj', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy ajak seluruh kader partai demokrat menang prabowo di pilpres upj pdemokrat agusyudhoyono demokrat bareng ahy,"['ahy', 'ajak', 'seluruh', 'kader', 'partai', 'demokrat', 'menang', 'prabowo', 'di', 'pilpres', 'upj', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['ahy', 'ajak', 'seluruh', 'kader', 'partai', 'demokrat', 'menang', 'prabowo', 'di', 'pilpres', 'upj', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']","['ahy', 'ajak', 'kader', 'partai', 'demokrat', 'menang', 'prabowo', 'pilpres', 'upj', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy ajak kader partai demokrat menang prabowo pilpres upj pdemokrat agusyudhoyono demokrat bareng ahy
Fri Dec 15 04:09:22 +0000 2023,1735512348155433428,"Bansos itu merupakan bagian dari peran negara untuk hadir kepada masyarakat miskin, bukan sebagai ajang bancakan sosial untuk kampanye  Gacoan | Anies Daesang | olivia | gempa | Adidas | Dana | Ahok | BATTER UP 100M VIEWS | Molly | Ginting | pilihan terbaik | Kela | Prabowo https://t.co/U8pp4ygqwk",1,0,1,2,in,1646881725165993985,1735512348155433428,BerandalanHam,https://twitter.com/BerandalanHam/status/1735512348155433428,Bansos itu merupakan bagian dari peran negara untuk hadir kepada masyarakat miskin  bukan sebagai ajang bancakan sosial untuk kampanye  Gacoan Anies Daesang olivia gempa Adidas Dana Ahok BATTER UP VIEWS Molly Ginting pilihan terbaik Kela Prabowo,Bansos itu merupakan bagian dari peran negara untuk hadir kepada masyarakat miskin  bukan sebagai ajang bancakan sosial untuk kampanye  Gacoan   Anies Daesang   olivia   gempa   Adidas   Dana   Ahok   BATTER UP    VIEWS   Molly   Ginting   pilihan terbaik   Kela   Prabowo,bansos itu merupakan bagian dari peran negara untuk hadir kepada masyarakat miskin  bukan sebagai ajang bancakan sosial untuk kampanye  gacoan anies daesang olivia gempa adidas dana ahok batter up views molly ginting pilihan terbaik kela prabowo,"['bansos', 'itu', 'merupakan', 'bagian', 'dari', 'peran', 'negara', 'untuk', 'hadir', 'kepada', 'masyarakat', 'miskin', 'bukan', 'sebagai', 'ajang', 'bancakan', 'sosial', 'untuk', 'kampanye', 'gacoan', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilihan', 'terbaik', 'kela', 'prabowo']","['bansos', 'itu', 'rupa', 'bagi', 'dari', 'peran', 'negara', 'untuk', 'hadir', 'kepada', 'masyarakat', 'miskin', 'bukan', 'bagai', 'ajang', 'bancak', 'sosial', 'untuk', 'kampanye', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'baik', 'kela', 'prabowo']",bansos itu rupa bagi dari peran negara untuk hadir kepada masyarakat miskin bukan bagai ajang bancak sosial untuk kampanye gaco anies daesang olivia gempa adidas dana ahok batter up views molly ginting pilih baik kela prabowo,"['bansos', 'itu', 'rupa', 'bagi', 'dari', 'peran', 'negara', 'untuk', 'hadir', 'kepada', 'masyarakat', 'miskin', 'tidak_bagai', 'ajang', 'bancak', 'sosial', 'untuk', 'kampanye', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'baik', 'kela', 'prabowo']","['bansos', 'itu', 'rupa', 'bagi', 'dari', 'peran', 'negara', 'untuk', 'hadir', 'kepada', 'masyarakat', 'miskin', 'tidak_bagai', 'ajang', 'bancak', 'sosial', 'untuk', 'kampanye', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'baik', 'kela', 'prabowo']","['bansos', 'rupa', 'peran', 'negara', 'hadir', 'masyarakat', 'miskin', 'tidak', 'bagai', 'ajang', 'bancak', 'sosial', 'kampanye', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'kela', 'prabowo']",bansos rupa peran negara hadir masyarakat miskin tidak bagai ajang bancak sosial kampanye gaco anies daesang olivia gempa adidas dana ahok batter up views molly ginting pilih kela prabowo
Fri Dec 15 04:09:21 +0000 2023,1735512344644702306,Persatuan antara Prabowo dan Jokowi pada tahun 2019 membuat Indonesia bisa melewati berbagai krisis dalam beberapa tahun terakhir. dekade08,0,0,0,0,in,1637738618105257985,1735512344644702306,bungaindisari,https://twitter.com/bungaindisari/status/1735512344644702306,Persatuan antara Prabowo dan Jokowi pada tahun membuat Indonesia bisa melewati berbagai krisis dalam beberapa tahun terakhir  dekade,Persatuan antara Prabowo dan Jokowi pada tahun   membuat Indonesia bisa melewati berbagai krisis dalam beberapa tahun terakhir  dekade,persatuan antara prabowo dan jokowi pada tahun membuat indonesia bisa melewati berbagai krisis dalam beberapa tahun terakhir  dekade,"['persatuan', 'antara', 'prabowo', 'dan', 'jokowi', 'pada', 'tahun', 'membuat', 'indonesia', 'bisa', 'melewati', 'berbagai', 'krisis', 'dalam', 'beberapa', 'tahun', 'terakhir', 'dekade']","['satu', 'antara', 'prabowo', 'dan', 'jokowi', 'pada', 'tahun', 'buat', 'indonesia', 'bisa', 'lewat', 'bagai', 'krisis', 'dalam', 'beberapa', 'tahun', 'akhir', 'dekade']",satu antara prabowo dan jokowi pada tahun buat indonesia bisa lewat bagai krisis dalam beberapa tahun akhir dekade,"['satu', 'antara', 'prabowo', 'dan', 'jokowi', 'pada', 'tahun', 'buat', 'indonesia', 'bisa', 'lewat', 'bagai', 'krisis', 'dalam', 'beberapa', 'tahun', 'akhir', 'dekade']","['satu', 'antara', 'prabowo', 'dan', 'jokowi', 'pada', 'tahun', 'buat', 'indonesia', 'bisa', 'lewat', 'bagai', 'krisis', 'dalam', 'beberapa', 'tahun', 'akhir', 'dekade']","['prabowo', 'jokowi', 'indonesia', 'krisis', 'dekade']",prabowo jokowi indonesia krisis dekade
Fri Dec 15 04:09:21 +0000 2023,1735512344153985200,"@Tjel0up @prabowo Netizen kepo bukan krn siapa yg paling banyak hartanya.  Tapi cangkem dia (prabowo) yg blunder di panggung debat.  SAYA GAK PUNYA APA APA""  Padahal dg 2T tersebut ""apa apa saja punya"" 🤣👻""",0,0,0,0,in,1444874581743833092,1735310303414681824,bangoneeee,https://twitter.com/bangoneeee/status/1735512344153985200,Tjel up  prabowo Netizen kepo bukan krn siapa yg paling banyak hartanya Tapi cangkem dia  prabowo  yg blunder di panggung debat SAYA GAK PUNYA APA APA Padahal dg tersebut  apa apa saja punya  ,Tjel up  prabowo Netizen kepo bukan krn siapa yg paling banyak hartanya   Tapi cangkem dia  prabowo  yg blunder di panggung debat   SAYA GAK PUNYA APA APA   Padahal dg    tersebut  apa apa saja punya  ,tjel up  prabowo netizen kepo bukan krn siapa yg paling banyak hartanya tapi cangkem dia  prabowo  yg blunder di panggung debat saya gak punya apa apa padahal dg tersebut  apa apa saja punya  ,"['tjel', 'up', 'prabowo', 'netizen', 'kepo', 'bukan', 'krn', 'siapa', 'yg', 'paling', 'banyak', 'hartanya', 'tapi', 'cangkem', 'dia', 'prabowo', 'yg', 'blunder', 'di', 'panggung', 'debat', 'saya', 'gak', 'punya', 'apa', 'apa', 'padahal', 'dg', 'tersebut', 'apa', 'apa', 'saja', 'punya']","['tjel', 'up', 'prabowo', 'netizen', 'kepo', 'bukan', 'krn', 'siapa', 'yg', 'paling', 'banyak', 'harta', 'tapi', 'cangkem', 'dia', 'prabowo', 'yg', 'blunder', 'di', 'panggung', 'debat', 'saya', 'gak', 'punya', 'apa', 'apa', 'padahal', 'dg', 'sebut', 'apa', 'apa', 'saja', 'punya']",tjel up prabowo netizen kepo bukan krn siapa yg paling banyak harta tapi cangkem dia prabowo yg blunder di panggung debat saya gak punya apa apa padahal dg sebut apa apa saja punya,"['tjel', 'up', 'prabowo', 'netizen', 'kepo', 'tidak_krn', 'siapa', 'yg', 'paling', 'banyak', 'harta', 'tapi', 'cangkem', 'dia', 'prabowo', 'yg', 'blunder', 'di', 'panggung', 'debat', 'saya', 'tidak_punya', 'apa', 'apa', 'padahal', 'dg', 'sebut', 'apa', 'apa', 'saja', 'punya']","['tjel', 'up', 'prabowo', 'netizen', 'mau tahu urusan orang', 'tidak_karena', 'siapa', 'yang', 'paling', 'banyak', 'harta', 'tapi', 'cangkem', 'dia', 'prabowo', 'yang', 'blunder', 'di', 'panggung', 'debat', 'saya', 'tidak_punya', 'apa', 'apa', 'padahal', 'dg', 'sebut', 'apa', 'apa', 'saja', 'punya']","['tjel', 'up', 'prabowo', 'netizen', 'mau tahu urusan orang', 'tidak', 'karena', 'harta', 'cangkem', 'prabowo', 'blunder', 'panggung', 'debat', 'tidak', 'punya']",tjel up prabowo netizen mau tahu urusan orang tidak karena harta cangkem prabowo blunder panggung debat tidak punya
Fri Dec 15 04:09:20 +0000 2023,1735512338835636471,"Pakai strategi serangan darat dan udara, Demokrat Jakarta kerja keras menangkan Prabowo. `t`  AgusYudhoyono PDemokrat Demokrat Bareng AHY https://t.co/Z9ds9JfZW9",0,0,0,0,in,1101762919,1735512338835636471,Iza_Zot,https://twitter.com/Iza_Zot/status/1735512338835636471,Pakai strategi serangan darat dan udara  Demokrat Jakarta kerja keras menangkan Prabowo  ` `  AgusYudhoyono PDemokrat Demokrat Bareng AHY,Pakai strategi serangan darat dan udara  Demokrat Jakarta kerja keras menangkan Prabowo  ` `  AgusYudhoyono PDemokrat Demokrat Bareng AHY,pakai strategi serangan darat dan udara  demokrat jakarta kerja keras menangkan prabowo  ` `  agusyudhoyono pdemokrat demokrat bareng ahy,"['pakai', 'strategi', 'serangan', 'darat', 'dan', 'udara', 'demokrat', 'jakarta', 'kerja', 'keras', 'menangkan', 'prabowo', '`', '`', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']","['pakai', 'strategi', 'serang', 'darat', 'dan', 'udara', 'demokrat', 'jakarta', 'kerja', 'keras', 'menang', 'prabowo', '', '', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",pakai strategi serang darat dan udara demokrat jakarta kerja keras menang prabowo   agusyudhoyono pdemokrat demokrat bareng ahy,"['pakai', 'strategi', 'serang', 'darat', 'dan', 'udara', 'demokrat', 'jakarta', 'kerja', 'keras', 'menang', 'prabowo', '', '', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']","['pakai', 'strategi', 'serang', 'darat', 'dan', 'udara', 'demokrat', 'jakarta', 'kerja', 'keras', 'menang', 'prabowo', '', '', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']","['pakai', 'strategi', 'serang', 'darat', 'udara', 'demokrat', 'jakarta', 'kerja', 'keras', 'menang', 'prabowo', '', '', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",pakai strategi serang darat udara demokrat jakarta kerja keras menang prabowo   agusyudhoyono pdemokrat demokrat bareng ahy
Fri Dec 15 04:09:18 +0000 2023,1735512331659219372,"@Chaves1305 @aniesbaswedan @Fahrihamzah @Gerindra @datuakrajoangek Wakwawaww mohon maaf numpang tanya kali ini pak Prabowo itu mau nyalonin jadi presiden apa mau nyalonin jadi Mentri pak...kasihan bapak nanti udah capek maki"" orang, fitnah orang gak taunya yg di bela sebenernya cuma mau jadi Mentri....""",0,0,0,0,in,4766598145,1735186066452398174,MesaAlfarizi,https://twitter.com/MesaAlfarizi/status/1735512331659219372,Chaves aniesbaswedan  Fahrihamzah  Gerindra  datuakrajoangek Wakwawaww mohon maaf numpang tanya kali ini pak Prabowo itu mau nyalonin jadi presiden apa mau nyalonin jadi Mentri pak kasihan bapak nanti udah capek maki  orang  fitnah orang gak taunya yg di bela sebenernya cuma mau jadi Mentri,Chaves   aniesbaswedan  Fahrihamzah  Gerindra  datuakrajoangek Wakwawaww mohon maaf numpang tanya kali ini pak Prabowo itu mau nyalonin jadi presiden apa mau nyalonin jadi Mentri pak   kasihan bapak nanti udah capek maki  orang  fitnah orang gak taunya yg di bela sebenernya cuma mau jadi Mentri,chaves aniesbaswedan  fahrihamzah  gerindra  datuakrajoangek wakwawaww mohon maaf numpang tanya kali ini pak prabowo itu mau nyalonin jadi presiden apa mau nyalonin jadi mentri pak kasihan bapak nanti udah capek maki  orang  fitnah orang gak taunya yg di bela sebenernya cuma mau jadi mentri,"['chaves', 'aniesbaswedan', 'fahrihamzah', 'gerindra', 'datuakrajoangek', 'wakwawaww', 'mohon', 'maaf', 'numpang', 'tanya', 'kali', 'ini', 'pak', 'prabowo', 'itu', 'mau', 'nyalonin', 'jadi', 'presiden', 'apa', 'mau', 'nyalonin', 'jadi', 'mentri', 'pak', 'kasihan', 'bapak', 'nanti', 'udah', 'capek', 'maki', 'orang', 'fitnah', 'orang', 'gak', 'taunya', 'yg', 'di', 'bela', 'sebenernya', 'cuma', 'mau', 'jadi', 'mentri']","['chaves', 'aniesbaswedan', 'fahrihamzah', 'gerindra', 'datuakrajoangek', 'wakwawaww', 'mohon', 'maaf', 'numpang', 'tanya', 'kali', 'ini', 'pak', 'prabowo', 'itu', 'mau', 'nyalonin', 'jadi', 'presiden', 'apa', 'mau', 'nyalonin', 'jadi', 'tri', 'pak', 'kasihan', 'bapak', 'nanti', 'udah', 'capek', 'maki', 'orang', 'fitnah', 'orang', 'gak', 'tau', 'yg', 'di', 'bela', 'sebenernya', 'cuma', 'mau', 'jadi', 'tri']",chaves aniesbaswedan fahrihamzah gerindra datuakrajoangek wakwawaww mohon maaf numpang tanya kali ini pak prabowo itu mau nyalonin jadi presiden apa mau nyalonin jadi tri pak kasihan bapak nanti udah capek maki orang fitnah orang gak tau yg di bela sebenernya cuma mau jadi tri,"['chaves', 'aniesbaswedan', 'fahrihamzah', 'gerindra', 'datuakrajoangek', 'wakwawaww', 'mohon', 'maaf', 'numpang', 'tanya', 'kali', 'ini', 'pak', 'prabowo', 'itu', 'mau', 'nyalonin', 'jadi', 'presiden', 'apa', 'mau', 'nyalonin', 'jadi', 'tri', 'pak', 'kasihan', 'bapak', 'nanti', 'udah', 'capek', 'maki', 'orang', 'fitnah', 'orang', 'tidak_tau', 'yg', 'di', 'bela', 'sebenernya', 'cuma', 'mau', 'jadi', 'tri']","['chaves', 'aniesbaswedan', 'fahrihamzah', 'gerindra', 'datuakrajoangek', 'wakwawaww', 'mohon', 'maaf', 'numpang', 'tanya', 'kali', 'ini', 'pak', 'prabowo', 'itu', 'mau', 'nyalonin', 'jadi', 'presiden', 'apa', 'mau', 'nyalonin', 'jadi', 'tri', 'pak', 'kasih', 'bapak', 'nanti', 'sudah', 'capek', 'maki', 'orang', 'fitnah', 'orang', 'tidak_tahu', 'yang', 'di', 'bela', 'sebenarnya', 'cuma', 'mau', 'jadi', 'tri']","['chaves', 'aniesbaswedan', 'fahrihamzah', 'gerindra', 'datuakrajoangek', 'wakwawaww', 'mohon', 'maaf', 'numpang', 'kali', 'prabowo', 'nyalonin', 'presiden', 'nyalonin', 'tri', 'kasih', 'capek', 'maki', 'orang', 'fitnah', 'orang', 'tidak', 'tahu', 'bela', 'tri']",chaves aniesbaswedan fahrihamzah gerindra datuakrajoangek wakwawaww mohon maaf numpang kali prabowo nyalonin presiden nyalonin tri kasih capek maki orang fitnah orang tidak tahu bela tri
Fri Dec 15 04:09:17 +0000 2023,1735512328232390758,"@KangSemproel @VIVAcoid Lambe turah di mintain pendapat aja dah aneh, apalagi doi sebarisan ama si ituh",0,0,0,0,in,158912165,1735473116527399310,JHPrabowo,https://twitter.com/JHPrabowo/status/1735512328232390758,KangSemproel  VIVAcoid Lambe turah di mintain pendapat aja dah aneh  apalagi doi sebarisan ama si ituh,KangSemproel  VIVAcoid Lambe turah di mintain pendapat aja dah aneh  apalagi doi sebarisan ama si ituh,kangsemproel  vivacoid lambe turah di mintain pendapat aja dah aneh  apalagi doi sebarisan ama si ituh,"['kangsemproel', 'vivacoid', 'lambe', 'turah', 'di', 'mintain', 'pendapat', 'aja', 'dah', 'aneh', 'apalagi', 'doi', 'sebarisan', 'ama', 'si', 'ituh']","['kangsemproel', 'vivacoid', 'lambe', 'turah', 'di', 'mintain', 'dapat', 'aja', 'dah', 'aneh', 'apalagi', 'doi', 'baris', 'ama', 'si', 'ituh']",kangsemproel vivacoid lambe turah di mintain dapat aja dah aneh apalagi doi baris ama si ituh,"['kangsemproel', 'vivacoid', 'lambe', 'turah', 'di', 'mintain', 'dapat', 'aja', 'dah', 'aneh', 'apalagi', 'doi', 'baris', 'ama', 'si', 'ituh']","['kangsemproel', 'vivacoid', 'lambe', 'turah', 'di', 'mintain', 'dapat', 'saja', 'sudah', 'aneh', 'apalagi', 'doi', 'baris', 'sama', 'si', 'ituh']","['kangsemproel', 'vivacoid', 'lambe', 'turah', 'mintain', 'aneh', 'doi', 'baris', 'si', 'ituh']",kangsemproel vivacoid lambe turah mintain aneh doi baris si ituh
Fri Dec 15 04:09:17 +0000 2023,1735512325325767003,"bansos itu buat rakyat miskin, bukan untuk kebutuhan kampanye   Gacoan | Anies Daesang | olivia | gempa | Adidas | Dana | Ahok | BATTER UP 100M VIEWS | Molly | Ginting | pilihan terbaik | Kela | Prabowo https://t.co/XTVqO8WekD",1,0,1,2,in,1646868300062937092,1735512325325767003,NyapresAbadi,https://twitter.com/NyapresAbadi/status/1735512325325767003,bansos itu buat rakyat miskin  bukan untuk kebutuhan kampanye Gacoan Anies Daesang olivia gempa Adidas Dana Ahok BATTER UP VIEWS Molly Ginting pilihan terbaik Kela Prabowo,bansos itu buat rakyat miskin  bukan untuk kebutuhan kampanye   Gacoan   Anies Daesang   olivia   gempa   Adidas   Dana   Ahok   BATTER UP    VIEWS   Molly   Ginting   pilihan terbaik   Kela   Prabowo,bansos itu buat rakyat miskin  bukan untuk kebutuhan kampanye gacoan anies daesang olivia gempa adidas dana ahok batter up views molly ginting pilihan terbaik kela prabowo,"['bansos', 'itu', 'buat', 'rakyat', 'miskin', 'bukan', 'untuk', 'kebutuhan', 'kampanye', 'gacoan', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilihan', 'terbaik', 'kela', 'prabowo']","['bansos', 'itu', 'buat', 'rakyat', 'miskin', 'bukan', 'untuk', 'butuh', 'kampanye', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'baik', 'kela', 'prabowo']",bansos itu buat rakyat miskin bukan untuk butuh kampanye gaco anies daesang olivia gempa adidas dana ahok batter up views molly ginting pilih baik kela prabowo,"['bansos', 'itu', 'buat', 'rakyat', 'miskin', 'tidak_untuk', 'butuh', 'kampanye', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'baik', 'kela', 'prabowo']","['bansos', 'itu', 'buat', 'rakyat', 'miskin', 'tidak_untuk', 'butuh', 'kampanye', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'baik', 'kela', 'prabowo']","['bansos', 'rakyat', 'miskin', 'tidak', 'untuk', 'butuh', 'kampanye', 'gaco', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilih', 'kela', 'prabowo']",bansos rakyat miskin tidak untuk butuh kampanye gaco anies daesang olivia gempa adidas dana ahok batter up views molly ginting pilih kela prabowo
