tokenizing,stemming
"['bansos', 'itu', 'buat', 'rakyat', 'miskin', 'bukan', 'untuk', 'kebutuhan', 'kampanye', 'gacoan', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilihan', 'terbaik', 'kela', 'prabowo']",bansos itu buat rakyat miskin bukan untuk butuh kampanye gaco anies daesang olivia gempa adidas dana ahok batter up views molly ginting pilih baik kela prabowo
"['gerindra', 'prabowo', 'jogetin', 'aja', 'wkwk']",gerindra prabowo jogetin aja wkwk
"['demokrat', 'sumbar', 'tegak', 'lurus', 'instruksi', 'ahy', 'siap', 'menangkan', 'prabowo', 'di', 'pilpres', 'kyz', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",demokrat sumbar tegak lurus instruksi ahy siap menang prabowo di pilpres kyz agusyudhoyono pdemokrat demokrat bareng ahy
"['ahy', 'ngaku', 'tak', 'masalah', 'siapapun', 'cawapres', 'prabowo', 'kita', 'fokus', 'kemenangan', 'nyg', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy ngaku tak masalah siapa cawapres prabowo kita fokus menang nyg agusyudhoyono pdemokrat demokrat bareng ahy
"['semangat', 'pembaharuan', 'prabowo', 'gibran', 'rintisan', 'keemasan', 'negeri', 'program', 'prioritaspragibs']",semangat baharu prabowo gibran rintis emas negeri program prioritaspragibs
"['kalau', 'ini', 'mah', 'bukan', 'bagi', 'bagi', 'bansos', 'namanya', 'pak', 'tapi', 'kampanye', 'disponsori', 'negera', 'gacoan', 'anies', 'daesang', 'olivia', 'gempa', 'adidas', 'dana', 'ahok', 'batter', 'up', 'views', 'molly', 'ginting', 'pilihan', 'terbaik', 'kela', 'prabowo']",kalau ini mah bukan bagi bagi bansos nama pak tapi kampanye sponsor negera gaco anies daesang olivia gempa adidas dana ahok batter up views molly ginting pilih baik kela prabowo
"['titip', 'dua', 'agenda', 'kepada', 'prabowo', 'ahy', 'esensi', 'perubahan', 'dan', 'perbaikan', 'yang', 'kita', 'perjuangkan', 'rga', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",titip dua agenda kepada prabowo ahy esensi ubah dan baik yang kita juang rga pdemokrat agusyudhoyono demokrat bareng ahy
"['anies', 'dan', 'ganjar', 'itu', 'ga', 'tegas', 'mereka', 'gatau', 'mau', 'lanjutin', 'apa', 'udah', 'deh', 'yg', 'jelas', 'jelas', 'aja', 'pak', 'prabowo']",anies dan ganjar itu ga tegas mereka gatau mau lanjutin apa udah deh yg jelas jelas aja pak prabowo
"['tatakujiyati', 'biar', 'adil', 'anis', 'cocok', 'jadi', 'presiden', 'debat', 'biarlah', 'prabowo', 'yg', 'jadi', 'presiden', 'indonesia']",tatakujiyati biar adil anis cocok jadi presiden debat biar prabowo yg jadi presiden indonesia
"['masing', 'masing', 'buzzer', 'pendukungnya', 'aniesbaswedan', 'prabowo', 'ganjarpranowo', 'kan', 'pada', 'yakin', 'tuh', 'kalo', 'yang', 'dipegangnya', 'bakal', 'menang', 'jadi', 'presiden', 'tapi', 'kenapa', 'saling', 'menjelekan', 'satu', 'sama', 'lain']",masing masing buzzer dukung aniesbaswedan prabowo ganjarpranowo kan pada yakin tuh kalo yang pegang bakal menang jadi presiden tapi kenapa saling jelek satu sama lain
"['javan', 'eka', 'davidnurbianto', 'tapi', 'mnurut', 'gw', 'sih', 'gara', 'bangpior', 'deh', 'kalau', 'gak', 'salah', 'disalah', 'satu', 'konten', 'dia', 'mengatakan', 'akan', 'memilih', 'prabowo', 'karena', 'gemoy', 'dia', 'blang', 'begitu', 'pas', 'setelah', 'melihat', 'potongan', 'tt', 'yg', 'pak', 'ps', 'di', 'mbak', 'najwa', 'yg', 'eits', 'entar', 'tunggu', 'dulu', 'yg', 'sambil', 'joget', 'soalnya', 'ptongan', 'tt', 'bangpior', 'itu', 'rame']",javan eka davidnurbianto tapi mnurut gw sih gara bangpior deh kalau gak salah salah satu konten dia kata akan pilih prabowo karena gemoy dia blang begitu pas telah lihat potong tt yg pak ps di mbak najwa yg eits entar tunggu dulu yg sambil joget soal ptongan tt bangpior itu rame
"['partaisocmed', 'pak', 'prabowo', 'ditemani', 'cawapres', 'atau', 'walikota', 'solo', 'min']",partaisocmed pak prabowo tani cawapres atau walikota solo min
"['ahy', 'minta', 'kader', 'panaskan', 'mesin', 'partai', 'menangkan', 'prabowo', 'pada', 'pilpres', 'jla', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy minta kader panas mesin partai menang prabowo pada pilpres jla agusyudhoyono pdemokrat demokrat bareng ahy
"['prabowo', 'tegaskan', 'akan', 'tambah', 'gaji', 'demi', 'hapus', 'pungli']",prabowo tegas akan tambah gaji demi hapus pungli
"['komitmen', 'dukung', 'prabowo', 'ahy', 'pastikan', 'hadiri', 'pertemuan', 'ketum', 'kim', 'nun', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",komitmen dukung prabowo ahy pasti hadir temu tum kim nun agusyudhoyono pdemokrat demokrat bareng ahy
"['digifeeder', 'prabowo', 'gibran', 'tweet', 'gerindra', 'alextham', 'bengkeldodo', 'bentangnegeri', 'xquitavee', 'iamlogan', 'rojeoz', 'raden', 'wijaya', 'genit', 'banget', 'pak', 'prabowo', 'didalam', 'video', 'klip', 'nya']",digifeeder prabowo gibran tweet gerindra alextham bengkeldodo bentangnegeri xquitavee iamlogan rojeoz raden wijaya genit banget pak prabowo dalam video klip nya
"['holeesheetz', 'partaisocmed', 'prabowo', 'buka', 'mata', 'lu', 'cong', 'cek', 'tuh', 'akun', 'ngangngengngong', 'ngak', 'jls', 'lu']",holeesheetz partaisocmed prabowo buka mata lu cong cek tuh akun ngangngengngong ngak jls lu
"['elektabilitas', 'kian', 'meningkat', 'ahy', 'optimis', 'prabowo', 'gibran', 'bisa', 'menang', 'di', 'pilpres', '`', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",elektabilitas kian tingkat ahy optimis prabowo gibran bisa menang di pilpres  agusyudhoyono pdemokrat demokrat bareng ahy
"['fyp', 'full', 'kampanye', 'prabowo', 'gini', 'ckck']",fyp full kampanye prabowo gin ckck
"['di', 'depan', 'taruna', 'akmil', 'prabowo', 'ingatkan', 'pengabdian', 'dan', 'pengorbanan', 'prajurit', 'tni', 'bersifat', 'selamanya', 'dekade']",di depan taruna akmil prabowo ingat abdi dan korban prajurit tni sifat lama dekade
"['ahy', 'jika', 'prabowo', 'gibran', 'menang', 'demokrat', 'akan', 'masuk', 'kembali', 'ke', 'pemerintahan', 'ayd', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy jika prabowo gibran menang demokrat akan masuk kembali ke perintah ayd pdemokrat agusyudhoyono demokrat bareng ahy
"['zulhas', 'optimistis', 'prabowo', 'gibran', 'menang', 'satu', 'putaran', 'seusai', 'debat', 'capres', 'berdasarkan', 'trend', 'elektabilitas', 'memang', 'sudah', 'mendekati', '%', 'masbowogibran', 'gakretorika', 'pakbowoikut', 'maunyakita', 'menang', 'putaran', 'via', 'beritasatu']",zulhas optimistis prabowo gibran menang satu putar usai debat capres dasar trend elektabilitas memang sudah dekat  masbowogibran gakretorika pakbowoikut maunyakita menang putar via beritasatu
"['hasil', 'survei', 'prabowo', 'gibran', 'moncer', 'ahy', 'yakin', 'menang', 'di', 'putaran', 'pertama', 'hva', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",hasil survei prabowo gibran moncer ahy yakin menang di putar pertama hva pdemokrat agusyudhoyono demokrat bareng ahy
"['sby', 'pak', 'prabowo', 'tak', 'sendirian', 'demokrat', 'akan', 'terus', 'bersama', 'lwn', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",sby pak prabowo tak sendiri demokrat akan terus sama lwn agusyudhoyono pdemokrat demokrat bareng ahy
"['yulianidiya', 'menhan', 'prabowo', 'kehidupan', 'prajurit', 'itu', 'tentang', 'pengabdian', 'dan', 'pengorbanan', 'selamanya', 'dekade']",yulianidiya menhan prabowo hidup prajurit itu tentang abdi dan korban lama dekade
"['digifeeder', 'solo', 'saja', 'bisa', 'diubah', 'dalam', 'waktu', 'singkat', 'saya', 'yakin', 'indonesia', 'juga', 'mampu', 'di', 'ubahkan', 'dalam', 'periode', 'ini', 'bersama', 'prabowo', 'gibran']",digifeeder solo saja bisa ubah dalam waktu singkat saya yakin indonesia juga mampu di ubah dalam periode ini sama prabowo gibran
"['emang', 'kalo', 'ganjarpranowo', 'jd', 'president', 'mau', 'diapain', 'prabowo', 'berani', 'dia', 'ga', 'keluar', 'juga', 'dlm', 'debat', 'isue', 'berantas', 'ham']",emang kalo ganjarpranowo jd president mau diapain prabowo berani dia ga keluar juga dlm debat isue berantas ham
"['ngeri', 'kali', 'narasi', 'pendukung', 'prabowo', 'bengis', 'sekali', 'kata', 'nya', 'apa', 'mencerminkan', 'yg', 'di', 'dukung']",ngeri kali narasi dukung prabowo bengis sekali kata nya apa cermin yg di dukung
"['gibran', 'tweet', 'persisofficial', 'bhayangkara', 'fc', 'demokrasi', 'gak', 'cuma', 'soal', 'menang', 'pemilu', 'harus', 'fair', 'dan', 'transparan', 'bro', 'prabowo', 'gibran', 'lebih', 'diuntungkan', 'lho']",gibran tweet persisofficial bhayangkara fc demokrasi gak cuma soal menang milu harus fair dan transparan bro prabowo gibran lebih untung lho
"['porosprabowo', 'pak', 'prabowo', 'pecat', 'saja', 'nih', 'adminnya', 'koq', 'malah', 'promosiin', 'pak', 'anies', 'awokawkok']",porosprabowo pak prabowo pecat saja nih adminnya koq malah promosiin pak anies awokawkok
"['yulianidiya', 'prabowo', 'gibran', 'punya', 'trik', 'khusus', 'untuk', 'pemilih', 'yang', 'masih', 'bimbang', 'dekade']",yulianidiya prabowo gibran punya trik khusus untuk pilih yang masih bimbang dekade
"['ayo', 'kembali', 'kt', 'undang', 'prabowo', 'wiranto', '&', 'amp', 'pemandu', 'soraknya', 'utk', 'ikut', 'hadir', 'menemui', 'keluarga', 'korban']",ayo kembali kt undang prabowo wiranto  amp pandu sorak utk ikut hadir temu keluarga korban
"['tempat', 'wisata', 'keluarga', 'di', 'bandung', 'rekomendasi', 'liburan', 'akhir', 'tahun', 'seru', 'bersama', 'orang', 'tersayang', 'masdar', 'anies', 'prabowo', 'bts', 'is', 'coming', 'gacoan', 'seventeen', 'gempa', 'adidas']",tempat wisata keluarga di bandung rekomendasi libur akhir tahun seru sama orang sayang masdar anies prabowo bts is coming gaco seventeen gempa adidas
"['yulianidiya', 'paslon', 'prabowo', 'gibran', 'jangan', 'galau', 'pilih', 'yang', 'pasti', 'dekade']",yulianidiya paslon prabowo gibran jangan galau pilih yang pasti dekade
"['soundefire', 'daggerdast', 'partaisocmed', 'lu', 'liat', 'di', 'belakang', 'prabowo', 'kan', 'hitung', 'aja', 'ada', 'berpa', 'penguasa', 'di', 'situ', 'ada', 'yaitu', 'suharto', 'sby', 'dan', 'jokowi', 'artinya', 'prabowo', 'hanya', 'estafet', 'dri', 'penguasa', 'tsbt']",soundefire daggerdast partaisocmed lu liat di belakang prabowo kan hitung aja ada berpa kuasa di situ ada yaitu suharto sby dan jokowi arti prabowo hanya estafet dri kuasa tsbt
"['narkosun', 'tenang', 'pak', 'prabowo', 'anda', 'menang', 'di', 'hati', 'kami', 'tapi', 'maaf', 'anies', 'lah', 'pemenangnya', 'untuk', 'saat', 'ini', 'tenang', 'masih', 'ada', 'silahkan', 'melawan', 'inkamben', 'presiden', 'anies']",narkosun tenang pak prabowo anda menang di hati kami tapi maaf anies lah menang untuk saat ini tenang masih ada silah lawan inkamben presiden anies
"['elektabilitas', 'tembus', 'persen', 'ahy', 'prabowo', 'bisa', 'menang', 'satu', 'putaran', '`', 'ze', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",elektabilitas tembus persen ahy prabowo bisa menang satu putar  ze agusyudhoyono pdemokrat demokrat bareng ahy
"['ahy', 'prabowo', 'adalah', 'pemimpin', 'pemersatu', 'bangsa', 'sp', '`', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy prabowo adalah pimpin satu bangsa sp  pdemokrat agusyudhoyono demokrat bareng ahy
"['dennyindrayana', 'klu', 'org', 'ini', 'di', 'dapilku', 'pst', 'tdk', 'akn', 'aku', 'pilih', 'aneh', 'banget', 'partainya', 'dukung', 'prabowo', 'gibran', 'tp', 'malah', 'di', 'serang', 'mulu', 'jagoan', 'partainya']",dennyindrayana klu org ini di dapilku pst tdk akn aku pilih aneh banget partai dukung prabowo gibran tp malah di serang mulu jago partai
"['gibran', 'gen', 'gibran', 'tweet', 'prabowo', 'semoga', 'dengan', 'hati', 'yang', 'tulus', 'bekerja', 'untuk', 'warga', 'solo', 'bisa', 'menjadikan', 'mas', 'gibran', 'sebagai', 'wakil', 'presiden', 'dan', 'bekerja', 'untuk', 'rakyat', 'indonesia']",gibran gen gibran tweet prabowo moga dengan hati yang tulus kerja untuk warga solo bisa jadi mas gibran bagai wakil presiden dan kerja untuk rakyat indonesia
"['cnnindonesia', 'bukannya', 'prabowo', 'yg', 'menyerang', 'anies', 'sementara', 'anies', 'itu', 'mengungkapkan', 'fakta', 'apa', 'yg', 'terjadi', 'di', 'lapangan', 'sebenarnya', 'aneh', 'sekali', 'kalian', 'budimandjatmiko']",cnnindonesia bukan prabowo yg serang anies sementara anies itu ungkap fakta apa yg jadi di lapang benar aneh sekali kalian budimandjatmiko
"['hbd', 'bro', 'chidory', 'sehat', 'sukses', 'dan', 'gemoy', 'selalu', 'min', 'gerindra', 'pendukungmu', 'dan', 'pendukung', 'pak', 'prabowo', 'ultah', 'neh', 'kasih', 'ucapanlah', 'min']",hbd bro chidory sehat sukses dan gemoy selalu min gerindra dukung dan dukung pak prabowo ultah neh kasih ucap min
"['penting', 'ini', 'ar', 'negeri', 'sering', 'dipakai', 'dan', 'berguna', 'banget', 'masdar', 'anies', 'prabowo', 'bts', 'is', 'coming', 'gacoan', 'seventeen', 'gempa', 'aperformanceoftheyear', 'adidas']",penting ini ar negeri sering pakai dan guna banget masdar anies prabowo bts is coming gaco seventeen gempa aperformanceoftheyear adidas
"['yulianidiya', 'paslon', 'prabowo', 'gibran', 'target', '%', 'pemilih', 'bimbang', 'di', 'pilpres', 'dekade']",yulianidiya paslon prabowo gibran target  pilih bimbang di pilpres dekade
"['ajengcute', 'anda', 'baru', 'saja', 'jadi', 'ordal', 'prabowo', 'langsung', 'gila']",ajengcute anda baru saja jadi ordal prabowo langsung gila
"['nenkmonica', 'andre', 'rosiade', 'betul', 'yang', 'itu', 'mbak', 'monica', 'itu', 'memang', 'perjanjian', 'untuk', 'pilpres', 'pak', 'prabowo', 'nggak', 'mau', 'disalip', 'seperti', 'gubernur', 'jokowi', 'pas', 'menjabat', 'pilpres', 'udah', 'usang', 'tuch', 'perjanjian']",nenkmonica andre rosiade betul yang itu mbak monica itu memang janji untuk pilpres pak prabowo nggak mau salip seperti gubernur jokowi pas jabat pilpres udah usang tuch janji
"['nasionalisme', 'dan', 'keteguhan', 'prabowo', 'subianto', 'melawan', 'inferiority', 'complex']",nasionalisme dan teguh prabowo subianto lawan inferiority complex
"['lama', 'lama', 'bosen', 'lihat', 'prabowo', 'viralnya', 'kok', 'cuma', 'joged', 'gemoy', 'nya', 'doang', 'sama', 'kontroversi', 'mk', 'ga', 'punya', 'yang', 'lain', 'apa']",lama lama bosen lihat prabowo viralnya kok cuma joged gemoy nya doang sama kontroversi mk ga punya yang lain apa
"['ahy', 'tegaskan', 'demokrat', 'siap', 'kampanye', 'bareng', 'prabowo', 'gibran', 'yvx', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy tegas demokrat siap kampanye bareng prabowo gibran yvx agusyudhoyono pdemokrat demokrat bareng ahy
"['aryprasetyo', 'koteka', 'nakula', 'anakkolong', 'al', 'lasan', 'agusvalent', 'miduk', 'militan', 'nkri', 'gunromli', 'seruanhl', 'nt', 'ng', 'gerakan', 'reforma', 'agraria', 'mesti', 'dirasakan', 'oleh', 'rakjat', 'dimana', 'gosip', 'adanya', 'bagi', 'bagi', 'izin', 'lahan', 'tambang', 'yang', 'sudah', 'di', 'cabut', 'sebanyak', 'izin', 'dibagi', 'dengan', 'adil', 'dan', 'merakjat', 'semoga', 'pak', 'prabowo', 'nantinya', 'membagikanya', 'dengan', 'adil', 'dan', 'merakjat', 'paten', 'merdeka']",aryprasetyo koteka nakula anakkolong al las agusvalent miduk militan nkri gunromli seruanhl nt ng gera reforma agraria mesti rasa oleh rakjat mana gosip ada bagi bagi izin lahan tambang yang sudah di cabut banyak izin bagi dengan adil dan merakjat moga pak prabowo nanti membagikanya dengan adil dan merakjat paten merdeka
"['sby', 'instruksikan', 'kader', 'demokrat', 'menangkan', 'prabowo', 'gibran', 'tfc', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",sby instruksi kader demokrat menang prabowo gibran tfc agusyudhoyono pdemokrat demokrat bareng ahy
"['gibran', 'gen', 'gibran', 'tweet', 'prabowo', 'respect', 'sm', 'kinerja', 'mas', 'gibran', 'yg', 'selalu', 'maksimal']",gibran gen gibran tweet prabowo respect sm kerja mas gibran yg selalu maksimal
"['heraloebss', 'gibran', 'tweet', 'prabowo', 'golkar', 'id', 'gerindra', 'datuakrajoangek', 'psi', 'id', 'nggedabrus', 'mimpi', 'buruk', 'iya', 'contohnya', 'di', 'solo', 'saja', 'seorang', 'kader', 'yang', 'lebih', 'senior', 'disleding', 'ketika', 'jago', 'walkot', 'yang', 'baru', 'hari', 'jadi', 'kader', 'dan', 'sekarang', 'ketagihan', 'mau', 'nyawapres']",heraloebss gibran tweet prabowo golkar id gerindra datuakrajoangek psi id nggedabrus mimpi buruk iya contoh di solo saja orang kader yang lebih senior disleding ketika jago walkot yang baru hari jadi kader dan sekarang tagih mau nyawapres
"['beda', 'dengan', 'survey', 'litbang', 'kompas', 'ganjar', '%', 'prabowo', '%', 'anies', '%']",beda dengan survey litbang kompas ganjar  prabowo  anies 
"['hasbil', 'lbs', 'aniesbaswedan', 'kalo', 'prabowo', 'gagal', 'lg', 'dan', 'ahy', 'ditarik', 'jd', 'menteri', 'oleh', 'arb', 'sampeyan', 'tetep', 'nyaleg', 'ga']",hasbil lbs aniesbaswedan kalo prabowo gagal lg dan ahy tarik jd menteri oleh arb sampeyan tetep nyaleg ga
"['citra', 'gemoy', 'prabowo', 'selama', 'ini', 'merupakan', 'bagian', 'dari', 'ilusi', 'realitas', 'yang', 'dibuat']",citra gemoy prabowo lama ini rupa bagi dari ilusi realitas yang buat
"['bersama', 'pak', 'prabowo', 'mas', 'agusyudhoyono', 'silaturahmi', 'dengan', 'kyai', 'ulama', '&', 'amp', 'santri', 'di', 'ponpes', 'miftahul', 'huda', 'tasikmalaya', 'hfn', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",sama pak prabowo mas agusyudhoyono silaturahmi dengan kyai ulama  amp santri di ponpes miftahul huda tasikmalaya hfn agusyudhoyono pdemokrat demokrat bareng ahy
"['prabowo', 'itu', 'seorang', 'patriot', 'dan', 'siap', 'mati', 'untuk', 'negara']",prabowo itu orang patriot dan siap mati untuk negara
"['ahy', 'prabowo', 'pemimpin', 'yang', 'memperhatikan', 'rakyat', 'kecil', 'zxy', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy prabowo pimpin yang perhati rakyat kecil zxy pdemokrat agusyudhoyono demokrat bareng ahy
"['ariemutyara', 'hanya', 'kecerdasan', 'pak', 'anies', 'yang', 'bisa', 'membuat', 'melel', 'lidah', 'nya', 'prabowo']",ariemutyara hanya cerdas pak anies yang bisa buat melel lidah nya prabowo
"['nenkmonica', 'kalo', 'jadi', 'penguasa', 'susah', 'bisnisnya', 'bebas', 'nah', 'kalo', 'gini', 'kan', 'bisa', 'berbisnis', 'mulia', 'sekali', 'pa', 'prabowo', 'ini']",nenkmonica kalo jadi kuasa susah bisnis bebas nah kalo gin kan bisa bisnis mulia sekali pa prabowo ini
"['are', 'inismyname', 'propaganda', 'bengkeldodo', 'ndons', 'back', 'adri', 'andreassolusi', 'mpoklela', 'florieliciouss', 'kimberley', 'bank', 'joee', 'bangsaygsujud', 'gelar', 'anies', 'yg', 'seabrek', 'abrek', 'bahkan', 'kuliah', 'ny', 'sampe', 'ke', 'luar', 'negri', 'bahkan', 'dia', 'pernah', 'jadi', 'rektor', 'universitas', 'paramdina', 'rontok', 'di', 'tangan', 'pendukung', 'prabowo', 'yg', 'gk', 'pernah', 'sekolah', 'sama', 'sekali']",are inismyname propaganda bengkeldodo ndons back adri andreassolusi mpoklela florieliciouss kimberley bank joee bangsaygsujud gelar anies yg abrek abrek bahkan kuliah ny sampe ke luar negri bahkan dia pernah jadi rektor universitas paramdina rontok di tangan dukung prabowo yg gk pernah sekolah sama sekali
"['elektabilitas', 'prabowo', 'gibran', 'selalu', 'unggul', 'ahy', 'jangan', 'sampai', 'kita', 'sudah', 'merasa', 'menang', 'sxh', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",elektabilitas prabowo gibran selalu unggul ahy jangan sampai kita sudah rasa menang sxh pdemokrat agusyudhoyono demokrat bareng ahy
"['ini', 'tempat', 'beli', 'cromboloni', 'viral', 'di', 'gresik', 'alamat', 'harga', 'dan', 'varian', 'lengkap', 'anies', 'prabowo', 'bts', 'is', 'coming', 'gacoan', 'seventeen', 'gempa', 'aperformanceoftheyear', 'adidas']",ini tempat beli cromboloni viral di gresik alamat harga dan varian lengkap anies prabowo bts is coming gaco seventeen gempa aperformanceoftheyear adidas
"['uki', 'bisa', 'diartikan', 'jokowi', 'sdg', 'bermanipulasi', 'dan', 'prabowo', 'itu', 'benteng', 'dr', 'pihak', 'yg', 'ingin', 'menguak', 'manipulasi', 'itu']",uki bisa arti jokowi sdg manipulasi dan prabowo itu benteng dr pihak yg ingin uak manipulasi itu
"['ferizandra', 'ada', 'pemakluman', 'pada', 'bab', 'ibadah', 'au', 'dah', 'om', 'puyeng']",ferizandra ada maklum pada bab ibadah au dah om puyeng
"['kimberley', 'boleh', 'ketawa', 'ya', 'mbak', 'lucu', 'mbaknya', 'spt', 'pak', 'prabowo', 'tp', 'kita', 'tdk', 'cari', 'pemimpin', 'yg', 'lucu', 'hny', 'krn', 'kita', 'punya', 'empati', 'trus', 'kita', 'gadaikan', 'nasib', 'bangsa', 'ini', 'ke', 'orang', 'yg', 'tdk', 'tepat', 'empati', 'jgn', 'ditukar', 'dg', 'nasib', 'bangsa']",kimberley boleh ketawa ya mbak lucu mbak spt pak prabowo tp kita tdk cari pimpin yg lucu hny krn kita punya empati trus kita gadai nasib bangsa ini ke orang yg tdk tepat empati jgn tukar dg nasib bangsa
"['aku', 'yakin', 'banget', 'deh', 'sama', 'pak', 'prabowo', 'ini']",aku yakin banget deh sama pak prabowo ini
"['anthon', 'moh', 'carlitovito', 'andre', 'rosiade', 'makane', 'itu', 'scr', 'politis', 'pks', 'akan', 'susah', 'kembali', 'bersanding', 'dgn', 'gerindra', 'udh', 'berapa', 'kali', 'dihianatin', 'gerindra', 'ehh', 'malah', 'skrg', 'gerindra', 'yg', 'caper', 'kanan', 'kiri', 'merasa', 'dihianati', 'wkwkw', 'ane', 'sbg', 'simpatisan', 'pks', 'dr', 'tahun', 'tidak', 'akan', 'pernah', 'memilih', 'prabowo']",anthon moh carlitovito andre rosiade makane itu scr politis pks akan susah kembali sanding dgn gerindra udh berapa kali dihianatin gerindra ehh malah skrg gerindra yg caper kanan kiri rasa dihianati wkwkw ane sbg simpatisan pks dr tahun tidak akan pernah pilih prabowo
"['boediantar', 'apalagi', 'yg', 'mau', 'dibantah', 'prabowo', 'andre', 'rosiade']",boediantar apalagi yg mau ban prabowo andre rosiade
"['prabowo', 'sindir', 'anies', 'baswedan', 'apbd', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'memimpin', 'jakarta', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']",prabowo sindir anies baswedan apbd paling besar tapi kok mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih baik
"['yang', 'ada', 'cuman', 'photo', 'soeharto', 'dan', 'prabowo', 'photo', 'gibran', 'nya', 'knp', 'tdk', 'ada', 'ya']",yang ada cuman photo soeharto dan prabowo photo gibran nya knp tdk ada ya
"['kemaren', 'gua', 'gimick', 'milih', 'prabowo', 'gua', 'di', 'silent', 'treatment', 'serumah', 'ini', 'gimana', 'kalo', 'gua', 'muji', 'anies', 'ya', 'kayaknya', 'dideportasi', 'dari', 'rumah']",kemaren gua gimick milih prabowo gua di silent treatment rumah ini gimana kalo gua muji anies ya kayak deportasi dari rumah
"['megawati', 'muda', 'dan', 'prabowo', 'subianto', 'muda']",megawati muda dan prabowo subianto muda
"['heraloebss', 'gibran', 'tweet', 'prabowo', 'golkar', 'id', 'gerindra', 'datuakrajoangek', 'psi', 'id', 'klo', 'tdk', 'diawali', 'dr', 'proses', 'yg', 'penuh', 'tanda', 'tanya', 'bs', 'jd', 'peluang', 'itu', 'ada', 'tp', 'sayang', 'sungguh', 'sayang', 'kurang', 'sabar']",heraloebss gibran tweet prabowo golkar id gerindra datuakrajoangek psi id klo tdk awal dr proses yg penuh tanda tanya bs jd peluang itu ada tp sayang sungguh sayang kurang sabar
"['gibran', 'gen', 'gibran', 'tweet', 'prabowo', 'warga', 'sangat', 'banyak', 'berharap', 'bantu', 'dari', 'pemerintah', 'agar', 'dapat', 'hidup', 'lebih', 'baik', 'makanya', 'mas', 'gibran', 'tidak', 'ada', 'waktu', 'untuk', 'bersantai']",gibran gen gibran tweet prabowo warga sangat banyak harap bantu dari perintah agar dapat hidup lebih baik makanya mas gibran tidak ada waktu untuk santa
"['partaisocmed', 'aniesbaswedan', 'prabowo', 'telo', 'mid', 'telo']",partaisocmed aniesbaswedan prabowo telo mid telo
"['elektabilitas', 'kian', 'meningkat', 'ahy', 'optimis', 'prabowo', 'gibran', 'bisa', 'menang', 'di', 'pilpres', 'aiq', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",elektabilitas kian tingkat ahy optimis prabowo gibran bisa menang di pilpres aiq pdemokrat agusyudhoyono demokrat bareng ahy
"['nusron', 'wahid', 'sesalkan', 'pernyataan', 'anies', 'soal', 'prabowo', 'tak', 'tahan', 'oposisi', 'itu', 'mengkerdilkan', 'rekonsiliasi', 'dekade']",nusron wahid sesal nyata anies soal prabowo tak tahan oposisi itu kerdil rekonsiliasi dekade
"['terus', 'nyeang', 'prabowo', 'dgn', 'isue', 'ham', 'memang', 'kalo', 'ganjarpranowo', 'jd', 'president', 'mau', 'diapain', 'prabowo', 'mau', 'berbuat', 'apa', 'president', 'sudah', 'silih', 'berganti', 'prabowo', 'masih', 'ada', 'diapa', 'in', 'juga', 'lebay']",terus nyeang prabowo dgn isue ham memang kalo ganjarpranowo jd president mau diapain prabowo mau buat apa president sudah silih ganti prabowo masih ada apa in juga lebay
"['bersama', 'prabowo', 'dan', 'gibran', 'indonesia', 'akan', 'lebih', 'maju', 'program', 'prioritaspragibs']",sama prabowo dan gibran indonesia akan lebih maju program prioritaspragibs
"['wkwk', 'aku', 'ancem', 'keluarga', 'aku', 'kalo', 'ga', 'milih', 'prabowo']",wkwk aku ancem keluarga aku kalo ga milih prabowo
